,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
50,0.17,-0.68,-0.33,8.13,-15.13,0,-9.84,2.78,2.83,0.61,0.22,-0.6,0.47,626309,1947,W
51,0.17,-0.68,-0.33,8.13,-15.13,0,-9.46,3.05,1.03,0.61,0.22,-0.6,0.47,626347,1985,W
52,-0.01,-0.02,0.16,8.13,-15.13,0,-9.46,3.05,1.03,0.61,0.22,-0.6,0.47,626386,2024,W
53,-0.01,-0.02,0.16,8.13,-15.13,0,-9.12,3.09,1.49,0.61,0.22,-0.6,0.47,626426,2064,W
54,-0.01,-0.02,0.16,8.13,-15.13,0,-9.2,3.09,1.57,0.61,0.22,-0.6,0.47,626467,2105,W
55,-0.01,-0.02,0.16,8.13,-15.13,0,-9.2,3.05,1.38,0.61,0.22,-0.6,0.47,626506,2144,W
56,-0.01,-0.02,0.16,8.13,-15.13,0,-9,3.13,1.53,0.61,0.22,-0.6,0.47,626544,2182,W
57,0,-0.04,0.08,8.13,-15.13,0,-9,3.13,1.53,0.61,0.22,-0.6,0.47,626585,2223,W
58,0,-0.04,0.08,8.13,-15.13,0,-9.23,3.13,1.34,0.61,0.22,-0.6,0.47,626626,2264,W
59,0,-0.04,0.08,8.13,-15.13,0,-8.96,3.28,1.8,0.61,0.22,-0.6,0.47,626666,2304,W
60,0,-0.04,0.08,8.13,-15.13,0,-9.04,3.39,1.64,0.61,0.22,-0.6,0.47,626706,2344,W
61,0,-0.04,0.08,8.13,-15.13,0,-9.23,3.32,1.41,0.61,0.22,-0.6,0.47,626744,2382,W
62,-0.01,-0.02,0.21,8.13,-15.13,0,-9.23,3.32,1.41,0.61,0.22,-0.6,0.47,626783,2421,W
63,-0.12,-0.03,0.47,8.13,-15.13,0,-9.23,3.32,1.41,0.61,0.22,-0.6,0.47,626822,2460,W
64,-0.12,-0.03,0.47,8.13,-15.13,0,-9.2,3.59,1.84,0.61,0.22,-0.6,0.47,626862,2500,W
65,-0.12,-0.03,0.47,8.13,-15.13,0,-13.87,3.78,1.14,0.61,0.22,-0.6,0.47,626900,2538,W
66,-0.12,-0.03,0.47,0.38,-17.5,-10.63,-13.87,3.78,1.14,0.61,0.22,-0.6,0.47,626939,2577,W
67,0.35,-1.07,5.83,0.38,-17.5,-10.63,-13.87,3.78,1.14,0.61,0.22,-0.6,0.47,626980,2618,W
68,0.35,-1.07,5.83,0.38,-17.5,-10.63,-18.23,2.29,-1.46,0.61,0.22,-0.6,0.47,627021,2659,W
69,0.35,-1.07,5.83,0.38,-17.5,-10.63,-16.63,2.71,-1.38,0.61,0.22,-0.6,0.47,627061,2699,W
70,0.35,-1.07,5.83,0.38,-17.5,-10.63,-1.04,4.43,7.12,0.61,0.22,-0.6,0.47,627102,2740,W
71,0.35,-1.07,5.83,-2.69,-23.44,-5.5,-1.04,4.43,7.12,0.61,0.22,-0.6,0.47,627141,2779,W
72,0.35,-1.07,5.83,-2.69,-23.44,-5.5,-5.25,2.09,0.3,0.61,0.22,-0.6,0.47,627180,2818,W
73,0.35,-1.07,5.83,-2.69,-23.44,-5.5,-3.95,4.01,2.64,0.61,0.22,-0.6,0.47,627221,2859,W
74,0.35,-1.07,5.83,-2.69,-23.44,-5.5,-2.84,4.2,-1.92,0.61,0.22,-0.6,0.47,627261,2899,W
75,0.35,-1.07,5.83,-2.69,-23.44,-5.5,-4.79,4.54,-1.77,0.61,0.22,-0.6,0.47,627299,2937,W
76,0.58,0.6,-2.6,-2.69,-23.44,-5.5,-4.79,4.54,-1.77,0.61,0.22,-0.6,0.47,627341,2979,W
77,-0.59,1.3,-2.95,-2.69,-23.44,-5.5,-4.79,4.54,-1.77,0.61,0.22,-0.6,0.47,627381,3019,W
78,-0.59,1.3,-2.95,-2.69,-23.44,-5.5,-9.62,11.4,1.07,0.61,0.22,-0.6,0.47,627421,3059,W
79,-0.59,1.3,-2.95,-2.69,-23.44,-5.5,-11.68,13.32,3.6,0.61,0.22,-0.6,0.47,627462,3100,W
80,-0.59,1.3,-2.95,-2.69,-23.44,-5.5,-5.75,14.93,1.99,0.61,0.22,-0.6,0.47,627504,3142,W
81,-0.59,1.3,-2.95,13.88,-23.06,-14.31,-5.75,14.93,1.99,0.61,0.22,-0.6,0.47,627543,3181,W
82,0.71,-0.51,1.78,13.88,-23.06,-14.31,-5.75,14.93,1.99,0.61,0.22,-0.6,0.47,627586,3224,W
83,0.71,-0.51,1.78,13.88,-23.06,-14.31,-11.99,3.09,6.24,0.61,0.22,-0.6,0.47,627628,3266,W
84,-0.21,-0.14,0.79,13.88,-23.06,-14.31,-11.99,3.09,6.24,0.61,0.22,-0.6,0.47,627668,3306,W
85,-0.12,-0.01,-0.12,13.88,-23.06,-14.31,-11.99,3.09,6.24,0.61,0.22,-0.6,0.47,627710,3348,W
86,-0.12,-0.01,-0.12,13.88,-23.06,-14.31,-9.77,3.05,0.38,0.61,0.22,-0.6,0.47,627750,3388,W
87,0.05,-0.08,0.27,13.88,-23.06,-14.31,-9.77,3.05,0.38,0.61,0.22,-0.6,0.47,627791,3429,W
88,0.05,-0.04,0.2,13.88,-23.06,-14.31,-9.77,3.05,0.38,0.61,0.22,-0.6,0.47,627831,3469,W
89,0.05,-0.04,0.2,13.88,-23.06,-14.31,-9.2,3.32,1.49,0.61,0.22,-0.6,0.47,627872,3510,W
90,0.06,0.01,0.12,13.88,-23.06,-14.31,-9.2,3.32,1.49,0.61,0.22,-0.6,0.47,627912,3550,W
91,0.06,0.01,0.12,13.88,-23.06,-14.31,-9.12,3.47,1.41,0.61,0.22,-0.6,0.47,627951,3589,W
92,0.06,0.01,0.12,7.75,-24.06,-18.94,-9.12,3.47,1.41,0.61,0.22,-0.6,0.47,627990,3628,W
93,0.06,0.01,0.12,7.75,-24.06,-18.94,-9.12,3.47,1.61,0.61,0.22,-0.6,0.47,628029,3667,W
94,-0.06,-0.02,0.21,7.75,-24.06,-18.94,-9.12,3.47,1.61,0.61,0.22,-0.6,0.47,628069,3707,W
95,-0.06,-0.02,0.21,7.75,-24.06,-18.94,-9.04,3.63,1.64,0.61,0.22,-0.6,0.47,628109,3747,W
96,-0.06,-0.02,0.21,7.75,-24.06,-18.94,-9.31,3.66,1.41,0.61,0.22,-0.6,0.47,628148,3786,W
97,0.02,0.12,0.52,7.75,-24.06,-18.94,-9.31,3.66,1.41,0.61,0.22,-0.6,0.47,628189,3827,W
98,0.28,0.07,1.11,7.75,-24.06,-18.94,-9.31,3.66,1.41,0.61,0.22,-0.6,0.47,628229,3867,W
99,0.28,0.07,1.11,7.75,-24.06,-18.94,-12.6,4.39,1.8,0.61,0.22,-0.6,0.47,628269,3907,W
100,0.28,0.07,1.11,7.75,-24.06,-18.94,-12.03,6.3,0.84,0.61,0.22,-0.6,0.47,628310,3948,W
101,0.28,0.07,1.11,7.75,-24.06,-18.94,-19.96,5.62,1.18,0.61,0.22,-0.6,0.47,628348,3986,W
102,-0.18,0.33,1.04,7.75,-24.06,-18.94,-19.96,5.62,1.18,0.61,0.22,-0.6,0.47,628388,4026,W
103,-0.25,0.69,-1.04,7.75,-24.06,-18.94,-19.96,5.62,1.18,0.61,0.22,-0.6,0.47,628429,4067,W
104,-0.25,0.69,-1.04,7.75,-24.06,-18.94,-2.95,2.93,-0.43,0.61,0.22,-0.6,0.47,628470,4108,W
105,-0.25,0.69,-1.04,7.75,-24.06,-18.94,-3.98,0.45,0.07,0.61,0.22,-0.6,0.47,628511,4149,W
106,-0.25,0.69,-1.04,7.75,-24.06,-18.94,-3.18,0.45,1.34,0.61,0.22,-0.6,0.47,628551,4189,W
107,-0.25,0.69,-1.04,0.44,-30.38,-9.31,-3.18,0.45,1.34,0.61,0.22,-0.6,0.47,628591,4229,W
108,0.31,0.42,-2.61,0.44,-30.38,-9.31,-3.18,0.45,1.34,0.61,0.22,-0.6,0.47,628630,4268,W
109,-0.3,0.18,-2.85,0.44,-30.38,-9.31,-3.18,0.45,1.34,0.61,0.22,-0.6,0.47,628670,4308,W
110,-0.3,0.18,-2.85,0.44,-30.38,-9.31,-6.66,6.96,-1.07,0.61,0.22,-0.6,0.47,628710,4348,W
111,-0.3,0.18,-2.85,0.44,-30.38,-9.31,-7.16,8.87,-1.04,0.61,0.22,-0.6,0.47,628749,4387,W
112,0.06,0.93,-1.63,0.44,-30.38,-9.31,-7.16,8.87,-1.04,0.61,0.22,-0.6,0.47,628790,4428,W
113,-0.56,1.64,-2.74,0.44,-30.38,-9.31,-7.16,8.87,-1.04,0.61,0.22,-0.6,0.47,628830,4468,W
114,-0.56,1.64,-2.74,0.44,-30.38,-9.31,-9.62,9.87,2.68,0.61,0.22,-0.6,0.47,628870,4508,W
115,-0.56,1.64,-2.74,0.44,-30.38,-9.31,-9.5,11.4,2.91,0.61,0.22,-0.6,0.47,628911,4549,W
116,-0.56,1.64,-2.74,0.44,-30.38,-9.31,-4.83,0.87,2.03,0.61,0.22,-0.6,0.47,628951,4589,W
117,-0.56,1.64,-2.74,7.88,-17.25,-7.63,-4.83,0.87,2.03,0.61,0.22,-0.6,0.47,628989,4627,W
118,-0.56,1.64,-2.74,7.88,-17.25,-7.63,-10.73,8.45,1.26,0.61,0.22,-0.6,0.47,629029,4667,W
119,-0.28,-0.43,-0.43,7.88,-17.25,-7.63,-10.73,8.45,1.26,0.61,0.22,-0.6,0.47,629070,4708,W
120,-0.28,-0.43,-0.43,7.88,-17.25,-7.63,-7.97,3.39,0.8,0.61,0.22,-0.6,0.47,629111,4749,W
121,-0.28,-0.43,-0.43,7.88,-17.25,-7.63,-10.38,2.48,2.87,0.61,0.22,-0.6,0.47,629150,4788,W
122,-0.28,-0.43,-0.43,4.5,-17.75,-6.63,-10.38,2.48,2.87,0.61,0.22,-0.6,0.47,629190,4828,W
123,0.19,-0.02,0.27,4.5,-17.75,-6.63,-10.38,2.48,2.87,0.61,0.22,-0.6,0.47,629231,4869,W
124,0.19,-0.02,0.27,4.5,-17.75,-6.63,-9.46,2.93,1.49,0.61,0.22,-0.6,0.47,629270,4908,W
125,0.19,-0.02,0.27,4.5,-17.75,-6.63,-8.81,3.05,1.26,0.61,0.22,-0.6,0.47,629310,4948,W
126,0.19,-0.02,0.27,4.5,-17.75,-6.63,-9.2,3.13,1.57,0.61,0.22,-0.6,0.47,629350,4988,W
127,0.19,-0.02,0.27,4.81,-18.38,-6.69,-9.2,3.13,1.57,0.61,0.22,-0.6,0.47,629388,5026,W
128,0.01,0.04,0.06,4.81,-18.38,-6.69,-9.2,3.13,1.57,0.61,0.22,-0.6,0.47,629428,5066,W
129,0.01,0.04,0.06,4.81,-18.38,-6.69,-8.96,3.13,1.53,0.61,0.22,-0.6,0.47,629468,5106,W
130,0.01,0.04,0.06,4.81,-18.38,-6.69,-9.2,3.16,1.41,0.61,0.22,-0.6,0.47,629507,5145,W
131,0.01,0.04,0.06,4.81,-18.38,-6.69,-9.08,3.36,1.49,0.61,0.22,-0.6,0.47,629544,5182,W
132,-0.09,0.12,0.26,4.81,-18.38,-6.69,-9.08,3.36,1.49,0.61,0.22,-0.6,0.47,629583,5221,W
133,-0.09,0.12,0.26,4.81,-18.38,-6.69,-8.77,3.24,1.38,0.61,0.22,-0.6,0.47,629623,5261,W
134,-0.04,-0.03,0.35,4.81,-18.38,-6.69,-8.77,3.24,1.38,0.61,0.22,-0.6,0.47,629663,5301,W
135,-0.04,-0.03,0.35,4.81,-18.38,-6.69,-9.35,3.55,1.8,0.61,0.22,-0.6,0.47,629704,5342,W
136,-0.04,-0.03,0.35,4.81,-18.38,-6.69,-10.34,3.78,0.92,0.61,0.22,-0.6,0.47,629742,5380,W
137,-0.04,-0.03,0.35,4.81,-18.38,-6.69,-10.04,4.28,1.68,0.61,0.22,-0.6,0.47,629784,5422,W
138,1.17,2.04,3.27,4.81,-18.38,-6.69,-10.04,4.28,1.68,0.61,0.22,-0.6,0.47,629825,5463,W
139,1.17,2.04,3.27,4.81,-18.38,-6.69,-11,9.33,1.26,0.61,0.22,-0.6,0.47,629864,5502,W
140,1.17,2.04,3.27,4.81,-18.38,-6.69,-14.4,7.04,1.72,0.61,0.22,-0.6,0.47,629905,5543,W
141,1.17,2.04,3.27,4.81,-18.38,-6.69,-4.56,3.32,-1.38,0.61,0.22,-0.6,0.47,629943,5581,W
142,-1.72,-0.83,-1.04,4.81,-18.38,-6.69,-4.56,3.32,-1.38,0.61,0.22,-0.6,0.47,629983,5621,W
143,-1.72,-0.83,-1.04,4.81,-18.38,-6.69,-2.76,0.91,-2.26,0.61,0.22,-0.6,0.47,630024,5662,W
144,-1.72,-0.83,-1.04,4.81,-18.38,-6.69,-1.27,3.36,1.99,0.61,0.22,-0.6,0.47,630067,5705,W
145,-1.72,-0.83,-1.04,4.81,-18.38,-6.69,-5.59,1.48,-1.77,0.61,0.22,-0.6,0.47,630108,5746,W
146,-1.72,-0.83,-1.04,4.81,-18.38,-6.69,-7.36,4.81,-3.26,0.61,0.22,-0.6,0.47,630148,5786,W
147,0.38,1.2,-0.94,4.81,-18.38,-6.69,-7.36,4.81,-3.26,0.61,0.22,-0.6,0.47,630189,5827,W
148,-0.03,0.11,-0.75,4.81,-18.38,-6.69,-7.36,4.81,-3.26,0.61,0.22,-0.6,0.47,630228,5866,W
149,-0.03,0.11,-0.75,4.81,-18.38,-6.69,-19.69,23.89,10.34,0.61,0.22,-0.6,0.47,630268,5906,W
150,-0.03,0.11,-0.75,4.81,-18.38,-6.69,-8.01,-3.61,2.64,0.61,0.22,-0.6,0.47,630309,5947,W
151,-0.03,0.11,-0.75,4.81,-18.38,-6.69,-11.03,3.74,-7.28,0.61,0.22,-0.6,0.47,630348,5986,W
152,0.18,-0.06,0.09,4.81,-18.38,-6.69,-11.03,3.74,-7.28,0.61,0.22,-0.6,0.47,630389,6027,W
153,0.25,0.06,0.21,4.81,-18.38,-6.69,-11.03,3.74,-7.28,0.61,0.22,-0.6,0.47,630429,6067,W
154,0.25,0.06,0.21,4.81,-18.38,-6.69,-9.2,3.36,2.68,0.61,0.22,-0.6,0.47,630470,6108,W
155,0.25,0.06,0.21,4.81,-18.38,-6.69,-9,3.39,1.61,0.61,0.22,-0.6,0.47,630509,6147,W
156,0.25,0.06,0.21,4.81,-18.38,-6.69,-8.85,3.47,2.03,0.61,0.22,-0.6,0.47,630547,6185,T
157,-0.04,-0.08,0.01,4.81,-18.38,-6.69,-8.85,3.47,2.03,0.61,0.22,-0.6,0.47,630586,6224,T
158,-0.04,-0.08,0.01,4.81,-18.38,-6.69,-8.93,3.47,1.91,0.61,0.22,-0.6,0.47,630628,6266,T
159,0.11,0.06,-0.04,4.81,-18.38,-6.69,-8.93,3.47,1.91,0.61,0.22,-0.6,0.47,630668,6306,T
160,0.11,0.06,-0.04,4.81,-18.38,-6.69,-8.89,3.39,1.88,0.61,0.22,-0.6,0.47,630708,6346,T
161,0.11,0.06,-0.04,4.81,-18.38,-6.69,-8.96,3.39,1.72,0.61,0.22,-0.6,0.47,630746,6384,T
162,0.01,-0.04,0.01,4.81,-18.38,-6.69,-8.96,3.39,1.72,0.61,0.22,-0.6,0.47,630786,6424,T
163,-0.04,-0.03,-0.01,4.81,-18.38,-6.69,-8.96,3.39,1.72,0.61,0.22,-0.6,0.47,630825,6463,T
164,-0.04,-0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,630866,6504,T
165,-0.04,-0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.8,0.61,0.22,-0.6,0.47,630907,6545,T
166,-0.04,-0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,630946,6584,T
167,0.04,0,0.03,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,630987,6625,T
168,0.04,0,0.03,4.81,-18.38,-6.69,-8.89,3.43,1.88,0.61,0.22,-0.6,0.47,631027,6665,T
169,0.04,0,0.03,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,631067,6705,T
170,0.04,0,0.03,4.81,-18.38,-6.69,-8.93,3.43,1.91,0.61,0.22,-0.6,0.47,631107,6745,T
171,0.04,0,0.03,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,631144,6782,T
172,-0.03,-0.03,0.02,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,631185,6823,T
173,-0.01,0,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,631225,6863,T
174,0.03,0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.84,0.61,0.22,-0.6,0.47,631266,6904,T
175,0.03,0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.43,1.88,0.61,0.22,-0.6,0.47,631306,6944,T
176,0.03,0.03,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.88,0.61,0.22,-0.6,0.47,631344,6982,T
177,-0.02,-0.01,0.02,4.81,-18.38,-6.69,-8.93,3.39,1.88,0.61,0.22,-0.6,0.47,631384,7022,T
178,-0.01,-0.01,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.88,0.61,0.22,-0.6,0.47,631424,7062,T
179,-0.01,-0.01,-0.01,4.81,-18.38,-6.69,-8.93,3.39,1.88,0.61,0.22,-0.6,0.47,631464,7102,T
180,-0.01,-0.01,-0.01,4.81,-18.38,-6.69,-8.93,3.43,1.88,0.61,0.22,-0.6,0.47,631506,7144,T
181,-0.01,-0.01,-0.01,4.81,-18.38,-6.69,-8.89,3.39,1.88,0.61,0.22,-0.6,0.47,631545,7183,T
182,0.01,0.02,0.01,4.81,-18.38,-6.69,-8.89,3.39,1.88,0.61,0.22,-0.6,0.47,631586,7224,T
183,0.01,0.02,0.01,4.81,-18.38,-6.69,-8.85,3.36,1.88,0.61,0.22,-0.6,0.47,631627,7265,T
184,0.05,0.06,0.01,4.81,-18.38,-6.69,-8.85,3.36,1.88,0.61,0.22,-0.6,0.47,631666,7304,T
185,0.05,0.06,0.01,4.81,-18.38,-6.69,-8.85,3.43,1.88,0.61,0.22,-0.6,0.47,631706,7344,T
186,0.05,0.06,0.01,4.81,-18.38,-6.69,-8.77,3.43,1.99,0.61,0.22,-0.6,0.47,631743,7381,T
187,-0.04,-0.03,-0.02,4.81,-18.38,-6.69,-8.77,3.43,1.99,0.61,0.22,-0.6,0.47,631783,7421,T
188,-0.01,0.09,-0.06,4.81,-18.38,-6.69,-8.77,3.43,1.99,0.61,0.22,-0.6,0.47,631824,7462,T
189,-0.01,0.09,-0.06,4.81,-18.38,-6.69,-9.16,3.39,1.8,0.61,0.22,-0.6,0.47,631864,7502,T
190,-0.01,0.09,-0.06,4.81,-18.38,-6.69,-9.04,3.39,1.64,0.61,0.22,-0.6,0.47,631905,7543,T
191,-0.01,0.09,-0.06,4.81,-18.38,-6.69,-9.08,3.36,1.88,0.61,0.22,-0.6,0.47,631944,7582,W
192,-0.09,0.02,-0.02,4.81,-18.38,-6.69,-9.08,3.36,1.88,0.61,0.22,-0.6,0.47,631984,7622,W
193,-0.09,0.02,-0.02,4.81,-18.38,-6.69,-8.89,3.24,1.8,0.61,0.22,-0.6,0.47,632025,7663,W
194,-0.09,0.02,-0.02,4.81,-18.38,-6.69,-8.81,3.32,2.07,0.61,0.22,-0.6,0.47,632066,7704,W
195,-0.09,0.02,-0.02,4.81,-18.38,-6.69,-8.96,3.24,1.95,0.61,0.22,-0.6,0.47,632107,7745,W
196,-0.09,0.02,-0.02,4.81,-18.38,-6.69,-9.12,3.36,1.76,0.61,0.22,-0.6,0.47,632144,7782,W
197,-0.17,0.06,0.06,4.81,-18.38,-6.69,-9.12,3.36,1.76,0.61,0.22,-0.6,0.47,632185,7823,W
198,-0.17,0.06,0.06,4.81,-18.38,-6.69,-9.96,3.32,1.72,0.61,0.22,-0.6,0.47,632226,7864,W
199,-0.1,0.67,-0.79,4.81,-18.38,-6.69,-9.96,3.32,1.72,0.61,0.22,-0.6,0.47,632264,7902,W
200,-0.1,0.67,-0.79,4.81,-18.38,-6.69,-7.74,13.32,5.59,0.61,0.22,-0.6,0.47,632305,7943,W
201,-0.1,0.67,-0.79,4.81,-18.38,-6.69,-2.45,12.28,1.64,0.61,0.22,-0.6,0.47,632344,7982,W
202,-4.54,0.89,1.31,4.81,-18.38,-6.69,-2.45,12.28,1.64,0.61,0.22,-0.6,0.47,632385,8023,W
203,-4.41,0.45,2.08,4.81,-18.38,-6.69,-2.45,12.28,1.64,0.61,0.22,-0.6,0.47,632426,8064,W
204,-4.41,0.45,2.08,4.81,-18.38,-6.69,-10.11,4.66,-0.46,0.61,0.22,-0.6,0.47,632465,8103,W
205,-4.41,0.45,2.08,4.81,-18.38,-6.69,-9.39,3.82,-0.2,0.61,0.22,-0.6,0.47,632506,8144,W
206,-4.41,0.45,2.08,4.81,-18.38,-6.69,-9.2,2.9,-2.38,0.61,0.22,-0.6,0.47,632545,8183,W
207,-2.4,0.64,1.16,4.81,-18.38,-6.69,-9.2,2.9,-2.38,0.61,0.22,-0.6,0.47,632586,8224,W
208,-2.4,0.64,1.16,4.81,-18.38,-6.69,-7.66,2.74,-0.81,0.61,0.22,-0.6,0.47,632627,8265,W
209,-3.49,1.55,0.61,4.81,-18.38,-6.69,-7.66,2.74,-0.81,0.61,0.22,-0.6,0.47,632667,8305,W
210,-3.49,1.55,0.61,4.81,-18.38,-6.69,-7.97,4.28,-0.27,0.61,0.22,-0.6,0.47,632707,8345,W
211,-3.49,1.55,0.61,4.81,-18.38,-6.69,-8.35,4.58,-1.04,0.61,0.22,-0.6,0.47,632745,8383,W
212,-3.75,1.94,0.6,4.81,-18.38,-6.69,-8.35,4.58,-1.04,0.61,0.22,-0.6,0.47,632786,8424,W
213,-3.14,1.79,0.58,4.81,-18.38,-6.69,-8.35,4.58,-1.04,0.61,0.22,-0.6,0.47,632827,8465,W
214,-3.14,1.79,0.58,4.81,-18.38,-6.69,-8.66,3.13,-0.16,0.61,0.22,-0.6,0.47,632866,8504,W
215,-3.14,1.79,0.58,4.81,-18.38,-6.69,-8.54,1.82,-1.34,0.61,0.22,-0.6,0.47,632907,8545,W
216,-3.14,1.79,0.58,4.81,-18.38,-6.69,-15.71,0.75,-0.27,0.61,0.22,-0.6,0.47,632945,8583,W
217,0.49,-1.31,-2.49,4.81,-18.38,-6.69,-15.71,0.75,-0.27,0.61,0.22,-0.6,0.47,632986,8624,W
218,0.2,0.08,1.24,4.81,-18.38,-6.69,-15.71,0.75,-0.27,0.61,0.22,-0.6,0.47,633027,8665,W
219,0.2,0.08,1.24,4.81,-18.38,-6.69,-11.61,2.52,1.72,0.61,0.22,-0.6,0.47,633068,8706,W
220,0.2,0.08,1.24,4.81,-18.38,-6.69,-7.13,3.05,2.79,0.61,0.22,-0.6,0.47,633107,8745,W
221,0.2,0.08,1.24,4.81,-18.38,-6.69,-9.54,3.05,1.18,0.61,0.22,-0.6,0.47,633145,8783,W
222,0.11,0.13,-0.19,4.81,-18.38,-6.69,-9.54,3.05,1.18,0.61,0.22,-0.6,0.47,633184,8822,W
223,0.11,0.13,-0.19,4.81,-18.38,-6.69,-8.62,2.71,2.03,0.61,0.22,-0.6,0.47,633225,8863,W
224,0.1,0.07,0.04,4.81,-18.38,-6.69,-8.62,2.71,2.03,0.61,0.22,-0.6,0.47,633265,8903,W
225,0.1,0.07,0.04,4.81,-18.38,-6.69,-9.43,2.9,2.07,0.61,0.22,-0.6,0.47,633304,8942,W
226,0.1,0.07,0.04,4.81,-18.38,-6.69,-9,2.86,1.64,0.61,0.22,-0.6,0.47,633341,8979,W
227,-0.03,0,0.13,4.81,-18.38,-6.69,-9,2.86,1.64,0.61,0.22,-0.6,0.47,633379,9017,W
228,-0.13,0.01,0.17,4.81,-18.38,-6.69,-9,2.86,1.64,0.61,0.22,-0.6,0.47,633418,9056,W
229,-0.13,0.01,0.17,4.81,-18.38,-6.69,-9.27,2.93,1.49,0.61,0.22,-0.6,0.47,633458,9096,W
230,-0.13,0.01,0.17,4.81,-18.38,-6.69,-9.16,3.01,1.64,0.61,0.22,-0.6,0.47,633496,9134,W
231,-0.08,-0.01,0.2,4.81,-18.38,-6.69,-9.16,3.01,1.64,0.61,0.22,-0.6,0.47,633537,9175,W
232,-0.01,-0.07,0.3,4.81,-18.38,-6.69,-9.16,3.01,1.64,0.61,0.22,-0.6,0.47,633577,9215,W
