,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
0,83,85,82,91,92,89,87,79,77,89,89,83,79,78,79,77,73,76,79,85,76,74,75,77,81,73,66,70,65,70,72,73
1,74,69,70,68,64,69,67,69,70,66,56,66,71,66,81,78,64,60,63,61,62,56,65,69,55,56,66,68,60,55,48,50
2,55,57,42,39,50,48,53,49,44,38,45,43,40,40,31,34,33,51,43,37,40,34,34,33,30,29,42,42,44,48,39,38
3,27,34,27,25,27,24,30,33,22,25,24,20,22,23,22,23,30,21,16,19,29,27,19,17,24,27,26,28,33,44,39,41
4,30,17,22,25,27,29,21,24,49,69,47,22,17,27,31,23,28,17,16,26,28,27,31,30,23,26,41,45,32,33,34,46
5,27,30,27,23,20,26,22,24,15,32,30,31,28,30,27,41,25,34,43,34,30,34,39,37,31,27,42,30,41,44,54,50
6,35,45,50,50,54,52,47,40,45,44,42,42,40,42,43,47,49,49,57,56,43,48,54,50,52,61,60,65,71,70,60,58
7,60,73,71,67,64,66,61,54,62,65,73,64,73,66,68,76,67,73,87,73,75,73,66,68,82,83,73,81,78,76,68,86
8,67,59,66,60,66,72,68,75,72,76,78,75,68,76,71,78,75,68,69,65,80,86,74,72,68,62,64,71,78,76,69,80
9,72,67,60,59,56,63,66,60,69,69,62,67,73,93,75,97,71,76,78,74,68,63,69,65,70,73,67,68,69,59,60,55
10,67,64,65,58,62,78,62,68,61,62,61,65,51,50,63,56,48,53,59,60,62,68,71,62,62,58,66,64,59,48,52,61
11,60,61,45,60,64,62,64,59,53,60,56,52,56,57,53,51,65,76,70,72,68,71,63,54,61,66,57,58,60,56,64,57
12,58,55,61,70,69,63,56,72,58,74,76,60,64,77,79,72,57,65,54,58,68,60,61,70,73,68,73,57,59,64,54,62
13,53,56,62,84,76,72,79,64,71,59,61,62,57,68,68,58,56,56,57,55,60,69,66,53,54,57,49,52,61,66,66,58
14,58,59,62,62,59,61,58,65,67,64,65,61,60,56,62,67,60,57,60,57,63,66,54,66,70,61,65,61,63,71,72,65
15,60,65,61,61,62,60,62,62,67,64,66,61,59,55,61,64,68,66,63,67,64,60,60,57,59,63,61,56,57,63,71,62
16,53,61,61,64,61,65,53,60,59,60,55,60,64,58,53,54,65,70,77,59,62,82,64,65,73,80,78,65,61,65,57,61
17,67,69,60,63,67,59,56,64,58,62,68,71,68,68,58,57,68,65,64,61,61,67,63,64,70,64,65,67,68,60,55,72
18,67,71,75,57,82,77,62,80,89,76,56,60,56,65,60,57,63,63,64,59,60,54,63,57,49,65,70,55,69,63,68,59
19,70,70,67,72,79,67,75,55,66,79,70,79,66,61,58,64,65,59,57,60,57,67,71,69,69,65,78,85,74,60,66,59
20,83,82,81,97,98,87,87,74,80,85,78,74,78,82,77,78,75,77,75,74,71,69,71,72,69,71,64,62,64,69,64,71
21,78,67,71,73,69,73,66,76,70,64,62,58,68,64,76,73,61,62,65,61,58,60,66,74,62,52,65,65,54,46,45,49
22,52,49,47,45,52,44,48,40,39,38,40,39,36,40,35,37,30,41,32,32,42,29,36,35,39,35,44,45,48,43,35,46
23,63,71,72,70,81,68,79,57,71,83,70,78,73,67,66,71,70,68,61,60,65,70,76,75,74,71,82,83,83,66,70,68
