,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
0,97,82,81,88,91,87,86,84,77,76,93,88,84,80,78,68,73,79,74,67,71,71,75,78,75,73,68,65,60,60,66,61
1,75,74,75,72,71,62,70,66,73,68,60,58,57,62,60,75,70,61,59,60,55,57,60,64,67,58,52,65,70,50,46,41
2,55,51,50,42,41,52,42,50,36,38,37,40,34,33,41,28,31,29,47,40,24,34,29,36,23,30,29,45,42,47,43,32
3,26,19,27,18,19,28,17,21,27,19,20,22,16,14,12,14,15,18,14,11,23,17,17,17,11,12,14,22,23,24,36,33
4,18,26,10,10,18,19,24,19,26,42,66,48,14,8,19,24,17,26,18,12,22,25,24,29,25,17,18,34,38,25,24,27
5,28,20,22,20,13,11,22,17,23,13,28,27,28,23,23,27,38,21,26,37,31,27,32,37,30,23,24,35,28,42,39,43
6,41,34,39,43,46,51,46,39,39,32,33,36,41,39,41,37,40,45,42,58,54,44,44,51,40,48,51,56,61,61,58,53
7,65,61,66,72,65,72,68,61,60,59,59,68,60,69,65,65,67,66,69,86,70,64,67,66,75,78,77,69,77,74,65,64
8,65,70,65,60,57,63,72,60,74,70,74,76,74,66,73,71,71,68,60,69,61,75,74,65,69,64,60,74,70,70,76,72
9,71,68,60,43,51,56,55,63,58,59,65,60,56,74,85,64,94,77,69,73,72,67,59,61,56,59,55,58,59,57,53,53
10,61,60,52,57,52,54,73,60,58,54,59,61,59,51,50,62,54,47,51,58,57,59,62,61,55,52,52,57,60,61,52,49
11,51,63,59,47,56,59,58,66,54,47,50,55,53,55,54,56,49,56,68,73,65,58,65,58,47,49,55,47,50,54,51,51
12,60,56,53,56,56,66,50,53,67,56,70,76,57,62,79,76,65,53,71,56,51,56,56,47,59,62,66,71,61,48,55,52
13,61,54,60,59,81,65,62,76,60,65,58,61,55,50,61,61,55,57,52,57,54,53,64,66,52,54,62,47,45,55,60,63
14,56,54,56,54,54,49,60,58,61,56,58,66,63,54,48,56,55,48,60,59,55,56,63,51,63,63,52,64,60,62,72,72
15,63,53,62,54,58,56,54,53,52,59,64,58,55,55,54,59,57,59,65,58,62,61,55,50,54,57,58,60,53,55,55,69
16,59,52,57,67,72,62,62,57,59,58,58,53,52,57,56,45,47,60,65,68,55,58,77,65,55,64,68,69,64,56,59,57
17,59,58,59,55,58,62,50,47,49,51,55,64,67,67,60,60,57,66,65,62,56,53,54,50,53,65,62,59,71,59,57,51
18,66,58,66,75,56,80,64,59,77,84,65,50,57,57,51,48,49,55,54,53,48,57,55,57,45,50,56,62,59,61,46,55
19,58,53,58,54,64,66,54,61,48,52,58,57,60,54,48,48,51,50,50,49,47,50,57,59,55,61,54,67,68,53,42,58
20,79,72,64,70,80,76,70,66,64,67,67,64,59,59,60,58,59,59,58,62,63,62,61,53,60,56,58,50,52,54,57,54
21,56,64,63,56,58,52,56,53,53,53,52,45,52,52,46,62,61,51,47,46,44,45,46,54,58,45,42,54,52,43,40,37
22,40,44,39,33,29,39,39,32,31,34,31,34,29,29,26,26,22,23,33,26,26,27,26,28,26,29,26,29,30,36,35,27
23,61,55,62,60,61,74,61,72,53,63,69,64,69,60,53,63,60,58,59,53,58,59,59,68,64,64,65,79,78,68,48,66
