,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
0,90,88,84,85,92,93,86,79,75,78,77,84,84,71,73,72,77,72,78,78,74,72,69,70,70,71,70,70,70,65,66,63
1,73,73,72,74,71,63,69,63,65,65,62,55,64,69,66,80,73,60,59,63,62,58,56,66,67,59,55,59,60,48,48,41
2,51,47,50,48,37,46,47,50,43,39,39,41,39,41,41,36,36,32,46,37,31,36,28,31,29,29,33,40,41,42,39,35
3,35,25,35,28,20,23,28,24,29,23,24,27,21,24,22,24,23,21,17,19,24,26,28,25,19,22,21,29,28,24,31,30
4,18,29,17,12,19,22,26,21,29,48,76,48,23,16,25,30,20,24,15,14,25,25,28,35,31,30,25,41,39,31,33,35
5,31,27,20,25,24,20,29,24,23,13,32,35,36,27,27,26,37,27,31,40,37,28,28,36,38,34,34,38,32,47,46,54
6,48,39,38,48,48,44,52,51,41,40,44,39,35,40,44,47,49,48,42,50,51,44,45,49,40,49,56,56,64,69,66,61
7,59,63,68,69,61,66,72,65,59,61,64,68,63,67,60,67,74,63,70,87,75,72,65,65,69,80,80,72,70,71,70,64
8,66,71,60,62,61,61,77,68,72,68,76,75,68,66,72,70,73,69,66,69,62,73,68,64,72,63,66,68,76,74,76,74
9,65,65,66,50,53,53,60,66,67,67,64,63,61,71,84,66,91,73,74,76,75,69,65,67,64,64,66,70,66,65,60,60
10,67,60,60,56,53,57,76,61,67,55,60,59,59,48,58,72,62,51,51,58,66,57,60,65,58,54,56,61,63,63,51,53
11,53,66,60,52,58,57,60,64,68,56,58,51,61,65,56,59,51,59,54,66,68,63,64,56,50,51,57,56,56,57,61,56
12,60,56,55,61,64,72,61,56,73,57,65,80,60,63,67,67,65,56,69,54,59,67,58,55,66,70,64,67,59,57,56,49
13,53,55,54,56,75,62,71,77,59,68,67,58,57,56,65,65,58,58,55,59,57,58,68,62,55,55,58,54,55,56,58,58
14,57,59,64,54,48,55,55,52,61,57,66,67,61,54,50,60,58,55,63,60,53,59,64,65,62,61,57,68,65,61,65,61
15,64,66,62,57,59,60,58,59,60,60,62,57,51,56,51,58,58,61,66,58,58,59,54,50,51,56,58,60,54,51,59,63
16,59,54,61,63,64,57,59,50,53,55,57,53,58,64,59,49,46,55,69,64,52,61,70,60,54,65,68,64,60,57,57,60
17,59,61,65,55,63,65,54,55,55,52,58,66,66,64,62,54,57,65,68,60,52,55,58,54,62,63,62,67,66,63,57,56
18,63,58,71,80,52,75,67,57,69,80,66,53,61,59,61,58,56,58,53,60,57,57,48,50,47,52,55,61,57,59,53,60
19,65,59,62,58,65,69,61,69,56,68,75,63,70,65,63,61,59,60,59,58,56,57,60,70,61,63,68,76,79,63,49,60
20,86,79,77,84,95,85,79,81,75,73,79,78,73,71,68,64,71,65,72,76,75,69,72,72,65,65,66,62,61,66,60,61
21,69,72,61,68,65,61,64,61,65,61,57,57,62,62,61,76,71,53,55,53,55,53,51,63,63,57,53,52,58,51,47,44
22,49,48,49,41,46,47,40,45,43,37,33,40,35,36,31,30,32,28,44,36,33,36,32,29,27,35,30,41,51,45,41,36
