,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
0,98,86,83,87,96,96,89,84,89,73,84,83,85,86,85,81,81,78,82,84,89,75,80,71,75,74,85,86,79,77,83,66
1,82,86,83,86,82,78,86,84,80,78,72,69,73,79,71,91,89,75,64,68,71,70,68,84,80,69,71,74,82,65,55,59
2,68,62,61,53,54,62,56,62,54,50,50,49,46,55,49,52,51,38,54,48,43,53,41,43,42,44,44,52,53,56,53,42
3,40,32,40,35,31,28,35,42,40,30,31,37,23,33,26,35,36,37,32,33,39,43,36,41,32,24,36,39,40,43,45,47
4,34,42,29,22,32,40,45,37,40,55,77,62,33,24,40,47,31,39,27,26,38,40,42,46,44,36,38,51,50,39,37,45
5,47,34,38,39,37,37,42,36,42,32,48,52,46,43,44,41,57,39,44,57,44,45,46,51,41,39,38,48,42,53,52,54
6,62,50,56,51,57,62,64,61,42,42,51,46,43,49,58,50,54,63,52,61,57,48,52,63,53,61,64,67,74,75,70,73
7,75,78,82,85,78,83,77,75,71,81,80,82,66,81,73,70,82,75,77,95,85,84,77,76,81,99,94,77,88,80,82,67
8,81,76,71,76,68,73,86,78,81,79,85,87,85,77,93,91,85,84,77,83,68,77,82,75,83,74,71,75,83,92,89,83
9,77,78,78,65,63,68,71,74,72,81,88,80,73,88,108,89,120,78,87,87,79,72,64,78,69,72,77,73,81,79,69,76
10,80,132,124,131,121,122,128,133,133,139,129,139,132,136,133,142,125,134,130,131,137,123,126,132,133,141,136,133,132,132,126,134
11,71,59,98,96,71,66,74,74,70,72,80,73,67,77,60,64,65,66,73,67,66,77,69,66,100,74,64,91,82,85,68,71
12,79,71,73,76,73,78,79,74,62,71,63,66,66,63,71,98,73,80,74,73,74,69,57,71,66,71,62,65,71,75,64,64
13,91,74,72,78,64,76,82,63,64,69,72,72,74,73,78,68,80,79,69,72,73,79,77,71,73,67,69,73,68,65,69,66
14,66,74,74,70,66,60,69,53,68,74,75,88,75,72,64,71,64,68,68,68,77,74,65,63,67,68,66,73,67,72,69,76
15,82,70,69,81,71,84,79,70,71,67,70,76,67,57,67,60,59,72,75,64,70,75,65,68,71,78,77,85,80,76,80,74
16,87,78,69,76,76,67,70,77,80,71,72,76,70,64,70,72,81,63,60,78,77,94,79,65,71,69,71,90,109,70,56,58
17,75,125,127,123,118,122,132,125,124,133,134,132,126,131,130,128,132,133,126,129,125,132,137,126,137,133,124,128,134,125,139,125
18,67,62,67,69,85,81,65,66,73,68,72,73,66,71,75,72,80,74,77,72,66,61,58,63,69,73,67,63,63,55,61,78
19,85,79,84,79,89,91,74,84,72,80,86,76,87,88,73,77,78,73,72,70,75,71,76,89,81,72,73,95,98,87,70,82
20,102,85,92,106,111,107,98,94,85,85,94,88,83,86,85,91,91,90,94,90,97,90,84,80,85,81,79,70,73,74,78,77
21,74,134,126,135,123,140,132,137,132,130,131,131,136,134,129,140,118,129,126,127,138,138,134,134,132,125,145,51,71,132,123,130
22,48,70,63,54,67,50,46,59,57,46,52,48,51,52,67,66,59,58,59,64,66,65,60,61,64,69,75,69,68,77,67,69
