,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,-0.51,-0.7,-0.23,7.81,-6.75,2.25,-9.46,2.48,0.07,0.64,0.44,-0.27,0.57,402770,1590,W,1.470018985145819,1.5844273375077147,-2.5899463631013346,2.5399003107933678,1.116626914809636,0.7933187904393736
1,-0.51,-0.7,-0.23,6.19,-18.69,-4.88,-9.46,2.48,0.07,0.64,0.44,-0.27,0.57,402808,1628,W,0.9043795571055805,1.2012803752514862,-2.8181797091888035,2.555824229562935,0.7804040275790831,0.6655937428056273
2,0.35,0.31,-1.22,6.19,-18.69,-4.88,-9.46,2.48,0.07,0.64,0.44,-0.27,0.57,402848,1668,W,0.28408895133500756,0.7847699317515449,-3.0755267141633524,2.55459779287466,0.45530049401255424,0.46035439299005076
3,0.35,0.31,-1.22,6.19,-18.69,-4.88,-7.47,5.58,0.99,0.64,0.44,-0.27,0.57,402889,1709,W,-0.37593767208402723,0.33691245331459124,2.922938571934073,2.654709300746195,0.1331662156300399,0.15375280364964986
4,0.35,0.31,-1.22,6.19,-18.69,-4.88,-8.31,6.27,1.88,0.64,0.44,-0.27,0.57,402928,1748,W,-1.0453834815779766,-0.13834985717902612,2.617829433684331,3.1018877539730725,-0.19239419380639453,-0.23033984409629568
5,0.35,0.31,-1.22,6.19,-18.69,-4.88,-6.97,7.15,1.3,0.64,0.44,-0.27,0.57,402966,1786,W,-1.6908703342080658,-0.6308317355742592,2.3059065194229347,-2.7143738464354366,-0.5252011775419941,-0.6671729438913523
6,0.04,0.7,-0.9,6.19,-18.69,-4.88,-6.97,7.15,1.3,0.64,0.44,-0.27,0.57,403006,1826,W,-2.2942832444361616,-1.1216886451659072,1.9942473281703255,-2.670680103955218,-0.86645788556608,-1.1453048824779266
7,0.04,0.7,-0.9,6.19,-18.69,-4.88,-8.5,6.84,1.84,0.64,0.44,-0.27,0.57,403047,1867,W,-2.8577602513827096,-1.5875829543403062,1.6795265692567767,-2.816958198154533,-1.2162847978338498,-1.6642479549496543
8,-0.75,-0.19,-0.53,6.19,-18.69,-4.88,-8.5,6.84,1.84,0.64,0.44,-0.27,0.57,403087,1907,W,2.890155107484314,-2.00945044884266,1.3578169427056757,-3.028854839600575,-1.5740294214084896,-2.2352542834814364
9,-0.75,-0.19,-0.53,6.19,-18.69,-4.88,-12.6,1.79,-0.58,0.64,0.44,-0.27,0.57,403128,1948,W,2.3704074116740603,-2.378519641906205,1.0236145179517526,3.0197750833519597,-1.9440617226995434,-2.8747857635097254
10,-0.75,-0.19,-0.53,6.19,-18.69,-4.88,-14.94,0.83,-1.15,0.64,0.44,-0.27,0.57,403169,1989,W,1.8550116325588304,-2.7000072936616815,0.6681673579835437,2.783670408605322,-2.3509776968049723,2.6979645048750904
11,0.22,0.09,1.11,6.19,-18.69,-4.88,-14.94,0.83,-1.15,0.64,0.44,-0.27,0.57,403210,2030,W,1.3411112868876596,-2.9737636468482322,0.2864241890372175,2.563338784461511,-2.9487715800639167,1.9653345292551634
12,-0.01,-0.22,0.18,6.19,-18.69,-4.88,-14.94,0.83,-1.15,0.64,0.44,-0.27,0.57,403250,2070,W,0.8327754810578145,3.08523017185882,-0.12019598541046318,2.3817791086430544,1.4732701378639679,1.2945304672768603
13,-0.01,-0.22,0.18,6.19,-18.69,-4.88,-9.43,2.32,1.26,0.64,0.44,-0.27,0.57,403291,2111,W,0.3284496327696628,2.8748251428602583,-0.545329555180072,2.2762719782909024,0.5119853927211941,0.7220974968908955
14,-0.01,-0.22,0.18,6.19,-18.69,-4.88,-9.77,2.17,1.49,0.64,0.44,-0.27,0.57,403331,2151,W,-0.19761226116722583,2.6194103734292593,-0.9707228476563065,2.3012558837512684,0.13133867398947743,0.2407507556213514
15,-0.01,-0.22,0.18,6.19,-18.69,-4.88,-9.31,2.29,0.84,0.64,0.44,-0.27,0.57,403369,2189,W,-0.879577350747781,2.3039395570506644,-1.3672627811048053,2.478303932702384,-0.11681999959066579,-0.14845157539185758
16,-0.01,-0.22,0.18,5.63,-17.44,-5.19,-9.31,2.29,0.84,0.64,0.44,-0.27,0.57,403408,2228,W,-2.531679131099203,1.9626300180552037,-1.7053160369695113,2.6769303710904575,-0.27018113657922466,-0.4086215228078411
17,-0.01,-0.22,0.18,5.63,-17.44,-5.19,-9.5,2.29,0.72,0.64,0.44,-0.27,0.57,403448,2268,W,2.569492980877759,1.619780997386849,-1.9713672817398962,2.7703391920411318,-0.3388318232898541,-0.4344923347080029
