,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.26,-1.74,-0.47,7.31,-14.94,-4.81,-6.21,1.59,2.3,-0.13,0.63,0.4,0.64,507148,1390,W,-0.39667481702204277,1.8534136566707777,-2.2359364654217413,2.4752119631835052,-2.9219868412686893,-2.1146552736905777
1,0.26,-1.74,-0.47,7.31,-14.94,-4.81,-5.48,-1.16,-0.23,-0.13,0.63,0.4,0.64,507186,1428,W,-0.33231648804124053,1.3972412189598418,-2.5957932829142,-2.4867979289864235,2.39118941695987,-2.737214830721471
2,0.22,0.33,-1.2,7.31,-14.94,-4.81,-5.48,-1.16,-0.23,-0.13,0.63,0.4,0.64,507227,1469,W,-0.5040990385683444,0.943580777294247,-2.9425295224138526,-2.62182360560695,1.6541491884677615,2.4644886226888296
3,0.43,0.71,-1.88,7.31,-14.94,-4.81,-5.48,-1.16,-0.23,-0.13,0.63,0.4,0.64,507268,1510,W,-0.7933834128354214,0.4966849076125495,2.996693298587528,-2.8417696920088567,1.0999745011381423,1.249873546725518
4,0.43,0.71,-1.88,7.31,-14.94,-4.81,-8.89,3.7,1.99,-0.13,0.63,0.4,0.64,507309,1551,W,-1.1393047677711508,0.06453883241931048,2.6485807285503706,-3.060913442514091,0.636422605495324,0.5491271036964713
5,0.43,0.71,-1.88,7.31,-14.94,-4.81,-10.61,6.3,0.15,-0.13,0.63,0.4,0.64,507348,1590,W,-1.5462788048960756,-0.3337937579053731,2.2958186773926994,3.033955752447354,0.2233428945883497,0.04296922749141201
6,0.43,0.71,-1.88,7.31,-14.94,-4.81,-10.11,7.99,1.26,-0.13,0.63,0.4,0.64,507386,1628,W,-2.0534769121264,-0.6688099270267605,1.938442263976432,2.9003875890821096,-0.1563390859291507,-0.42190755850869627
7,0.01,0.41,-1.88,7.31,-14.94,-4.81,-10.11,7.99,1.26,-0.13,0.63,0.4,0.64,507426,1668,W,-2.7558446035278683,-0.9246641541460706,1.5813204494031148,2.8379375206667197,-0.5107512001045955,-0.9025441367950408
8,-0.63,-0.09,-0.65,7.31,-14.94,-4.81,-10.11,7.99,1.26,-0.13,0.63,0.4,0.64,507466,1708,W,2.5902416927170187,-1.145912678594185,1.233612875327068,2.847480013770579,-0.8414386478141997,-1.429363439199175
9,0.33,0.63,0.09,7.31,-14.94,-4.81,-10.11,7.99,1.26,-0.13,0.63,0.4,0.64,507507,1749,W,1.7395198612661753,-1.4073053459247957,0.9002197033469742,2.8868700486906786,-1.1433154795460667,-2.0356474342559294
