,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.65,0.47,-0.96,8.0,-8.5,-3.56,-6.93,7.72,3.14,0.12,0.65,0.14,0.74,14846,1574,W,-2.162537169339584,-1.5250598786374978,1.4030843828087907,3.024508294276864,-0.632000932637021,-0.36028335987735505
1,0.65,0.47,-0.96,8.0,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14883,1611,W,-2.6334480153764304,-2.004043674840439,0.9454882375229605,3.046323777444274,-0.8497116707986553,-0.5802161480237772
2,-1.87,-0.33,0.97,8.0,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14921,1649,W,3.118309086187839,-2.490703026351336,0.4712977397278057,3.0059204087733145,-1.0258857057335455,-0.7692007868389333
3,-0.01,-0.23,0.88,8.0,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14959,1687,W,2.534455432743106,-2.9921156499780768,-0.018108957076682013,2.9277631272149245,-1.124213120195945,-0.8973416012188488
4,-0.01,-0.23,0.88,8.0,-8.5,-3.56,-11.0,2.97,1.53,0.12,0.65,0.14,0.74,14999,1727,W,1.901333622214325,2.7747028297514853,-0.5171603294148563,2.8401242190200056,-1.0725760639594735,-0.9158407930639394
5,-0.01,-0.23,0.88,8.0,-8.5,-3.56,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15037,1765,W,1.2421023688316983,2.24440238543282,-1.0175436153654376,2.7670091342223553,-0.7924006107916772,-0.7968935937957523
6,-0.01,-0.23,0.88,3.88,-12.94,-10.38,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15074,1802,W,0.5944968722232364,1.704711264676244,-1.5078306473729903,2.7261957952072873,-0.44077832114742227,-0.6061752301465968
7,0.04,0.0,-0.03,3.88,-12.94,-10.38,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15114,1842,W,-0.015035240065971915,1.1704196333909678,-1.9742544276340772,2.72263297551913,-0.2535468067735515,-0.42923173894842315
8,0.04,0.0,-0.03,3.88,-12.94,-10.38,-8.89,3.28,1.14,0.12,0.65,0.14,0.74,15154,1882,W,-0.5910013446758683,0.6606389753906723,-2.4037546850127973,2.741156633047359,-0.1931777001922796,-0.30929294072845437
9,0.04,0.0,-0.03,3.88,-12.94,-10.38,-8.62,3.2,0.95,0.12,0.65,0.14,0.74,15194,1922,W,-1.1887930793143606,0.16815429343388802,-2.7909703209918075,2.757868234490789,-0.19674556730656137,-0.27910505006414593
10,0.04,0.0,-0.03,3.88,-12.94,-10.38,-9.73,3.78,1.91,0.12,0.65,0.14,0.74,15232,1960,W,-1.928087353580444,-0.4763230937110654,3.119652660142316,2.759797468643617,-0.22882275545912625,-0.3195411677712606
