,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347168
1,-0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347208
2,-0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347249
3,-0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.29,0.51,9.93,0.04,0.07,-0.12,0.99,347289
4,-0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347330
5,-0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347370
6,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347411
7,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347453
8,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347494
9,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347535
10,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347574
11,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347615
12,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347656
13,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347696
14,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,347737
15,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347776
16,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347815
17,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347856
18,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.29,0.55,9.89,0.04,0.07,-0.12,0.99,347897
19,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,347937
20,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,347976
21,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,348017
22,0.00,0.00,0.00,-11.63,-30.94,-16.06,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,348057
