,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383584
1,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383625
2,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,383667
3,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383707
4,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383747
5,-0.01,0.02,-0.00,10.06,-0.56,42.06,9.61,-0.17,0.83,-0.24,-0.63,-0.25,0.69,383789
6,0.00,-0.00,0.00,10.06,-0.56,42.06,9.61,-0.17,0.83,-0.24,-0.63,-0.25,0.69,383830
7,0.00,-0.00,0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383869
8,0.00,-0.00,0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,383911
9,0.00,-0.00,0.00,10.06,-0.56,42.06,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,383950
10,0.00,-0.01,0.00,10.06,-0.56,42.06,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,383991
11,0.00,-0.01,0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384032
12,0.00,-0.01,0.00,10.06,-0.56,42.06,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,384073
13,0.00,-0.01,0.00,10.06,-0.56,42.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384114
14,0.00,-0.01,0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384153
15,0.01,0.00,-0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384195
16,0.00,0.00,-0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384236
17,0.00,0.00,-0.00,10.06,-0.56,42.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384276
18,0.00,0.00,-0.00,10.06,-0.56,42.06,9.61,-0.17,0.83,-0.24,-0.63,-0.25,0.69,384317
19,0.00,0.00,-0.00,10.06,-0.56,42.06,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384357
20,0.00,0.00,-0.00,11.38,3.13,43.06,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384396
21,-0.01,-0.00,0.00,11.38,3.13,43.06,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384436
22,-0.01,-0.00,0.00,11.38,3.13,43.06,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384477
23,-0.01,-0.00,0.00,11.38,3.13,43.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384517
24,-0.01,-0.00,0.00,11.38,3.13,43.06,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384557
25,-0.01,-0.00,0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384595
26,-0.01,-0.00,0.00,11.31,1.56,41.19,9.57,-0.20,0.83,-0.24,-0.63,-0.25,0.69,384636
27,0.01,-0.01,0.00,11.31,1.56,41.19,9.57,-0.20,0.83,-0.24,-0.63,-0.25,0.69,384676
28,0.01,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,384716
29,0.01,-0.01,0.00,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384754
30,0.00,0.01,0.00,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384794
31,0.00,-0.01,0.00,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384834
32,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,384874
33,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384915
34,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384954
35,-0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.76,-0.24,-0.63,-0.25,0.69,384994
36,-0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385035
37,-0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,385076
38,-0.00,0.00,-0.00,11.31,1.56,41.19,9.57,-0.17,0.76,-0.24,-0.63,-0.25,0.69,385116
39,-0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385155
40,0.00,-0.02,0.00,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385196
41,-0.02,0.04,-0.01,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385235
42,-0.02,0.04,-0.01,11.31,1.56,41.19,9.61,-0.17,0.83,-0.24,-0.63,-0.25,0.69,385275
43,-0.02,0.04,-0.01,11.31,1.56,41.19,9.61,-0.17,0.76,-0.24,-0.63,-0.25,0.69,385315
44,-0.02,0.04,-0.01,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385354
45,0.00,0.01,0.00,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385395
46,0.01,0.00,-0.00,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385434
47,0.01,0.00,-0.00,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385474
48,0.01,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,385514
49,0.01,0.00,-0.00,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385553
50,0.01,-0.02,0.00,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385593
51,0.01,-0.02,0.00,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385635
52,-0.00,0.01,-0.01,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385674
53,-0.00,0.01,-0.01,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385715
54,-0.00,0.01,-0.01,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,385754
55,-0.01,0.03,-0.01,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,385795
56,0.01,-0.01,0.01,11.31,1.56,41.19,9.57,-0.20,0.76,-0.24,-0.63,-0.25,0.69,385835
57,0.01,-0.01,0.01,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,385874
58,0.01,-0.01,0.01,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,385915
59,0.01,-0.01,0.01,11.31,1.56,41.19,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,385954
60,0.01,-0.01,0.01,11.31,1.56,41.19,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,385993
61,0.00,0.01,-0.00,11.31,1.56,41.19,9.61,-0.20,0.83,-0.24,-0.63,-0.25,0.69,386034
62,0.00,0.01,-0.00,11.31,1.56,41.19,9.61,-0.17,0.80,-0.24,-0.63,-0.25,0.69,386074
63,0.00,0.01,-0.00,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386114
64,0.00,0.01,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386153
65,0.00,0.00,0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386193
66,0.01,0.01,-0.01,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386233
67,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386274
68,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.76,-0.24,-0.63,-0.25,0.69,386314
69,0.00,-0.01,0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386352
70,-0.00,0.01,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386393
71,0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386433
72,0.00,0.00,-0.00,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,386473
73,0.00,0.00,-0.00,11.31,1.56,41.19,9.57,-0.17,0.80,-0.24,-0.63,-0.25,0.69,386514
74,0.00,0.00,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386553
75,-0.00,0.01,-0.00,11.31,1.56,41.19,9.61,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386593
76,-0.00,0.01,-0.00,11.31,1.56,41.19,9.57,-0.20,0.80,-0.24,-0.63,-0.25,0.69,386634
