,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.35,0.40,2.85,6.31,-3.00,1.50,8.99,-3.59,-0.03,-0.07,-0.60,-0.41,0.68,445404
1,0.35,0.40,2.85,6.31,-3.00,1.50,6.12,-4.74,0.01,-0.07,-0.60,-0.41,0.68,445442
2,0.35,0.40,2.85,6.31,-3.00,1.50,5.59,-5.35,-0.10,-0.07,-0.60,-0.41,0.68,445479
3,0.35,0.40,2.85,6.31,-3.00,1.50,4.59,-5.66,0.93,-0.07,-0.60,-0.41,0.68,445520
4,0.51,1.04,2.75,6.31,-3.00,1.50,4.59,-5.66,0.93,-0.07,-0.60,-0.41,0.68,445558
5,0.51,1.04,2.75,6.31,-3.00,1.50,1.33,-6.42,1.39,-0.07,-0.60,-0.41,0.68,445597
6,0.51,1.04,2.75,6.31,-3.00,1.50,0.18,-6.58,1.24,-0.07,-0.60,-0.41,0.68,445635
7,0.45,0.89,2.27,6.31,-3.00,1.50,0.18,-6.58,1.24,-0.07,-0.60,-0.41,0.68,445675
8,0.31,0.75,2.27,6.31,-3.00,1.50,0.18,-6.58,1.24,-0.07,-0.60,-0.41,0.68,445714
9,0.31,0.75,2.27,6.31,-3.00,1.50,-2.19,-7.04,0.89,-0.07,-0.60,-0.41,0.68,445752
10,0.31,0.75,2.27,6.31,-3.00,1.50,-2.84,-7.04,0.28,-0.07,-0.60,-0.41,0.68,445791
11,0.31,0.75,2.27,12.81,-11.56,0.81,-2.84,-7.04,0.28,-0.07,-0.60,-0.41,0.68,445831
12,0.16,0.85,1.26,12.81,-11.56,0.81,-2.84,-7.04,0.28,-0.07,-0.60,-0.41,0.68,445871
13,0.23,0.67,1.48,12.81,-11.56,0.81,-2.84,-7.04,0.28,-0.07,-0.60,-0.41,0.68,445911
14,0.23,0.67,1.48,12.81,-11.56,0.81,-5.56,-6.80,1.43,-0.07,-0.60,-0.41,0.68,445950
15,0.23,0.67,1.48,12.81,-11.56,0.81,-5.91,-6.54,0.86,-0.07,-0.60,-0.41,0.68,445990
16,0.11,0.40,1.28,12.81,-11.56,0.81,-5.91,-6.54,0.86,-0.07,-0.60,-0.41,0.68,446030
17,0.11,0.46,0.86,12.81,-11.56,0.81,-5.91,-6.54,0.86,-0.07,-0.60,-0.41,0.68,446071
18,0.11,0.46,0.86,12.81,-11.56,0.81,-7.67,-5.66,0.78,-0.07,-0.60,-0.41,0.68,446111
19,0.11,0.46,0.86,12.81,-11.56,0.81,-8.59,-5.31,0.74,-0.07,-0.60,-0.41,0.68,446151
20,0.11,0.46,0.86,12.81,-11.56,0.81,-8.63,-5.16,1.09,-0.07,-0.60,-0.41,0.68,446191
21,0.11,0.46,0.86,8.63,-22.44,1.81,-8.63,-5.16,1.09,-0.07,-0.60,-0.41,0.68,446231
