,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.02,-0.07,0.01,2.19,-9.88,22.81,4.13,-8.77,0.57,-0.52,-0.49,0.26,0.66,1225595
1,0.02,-0.07,0.01,2.19,-9.88,22.81,4.21,-8.63,0.15,-0.52,-0.49,0.26,0.66,1225636
2,0.02,-0.07,0.01,2.19,-9.88,22.81,3.98,-8.86,0.69,-0.52,-0.49,0.26,0.66,1225676
3,0.02,-0.07,0.01,2.19,-9.88,22.81,4.37,-8.89,0.34,-0.52,-0.49,0.26,0.66,1225715
4,-0.04,0.05,0.00,2.19,-9.88,22.81,4.37,-8.89,0.34,-0.52,-0.49,0.26,0.66,1225755
5,-0.04,0.05,0.00,2.19,-9.88,22.81,4.25,-8.74,0.12,-0.52,-0.49,0.26,0.66,1225796
6,-0.03,-0.06,-0.04,2.19,-9.88,22.81,4.25,-8.74,0.12,-0.52,-0.49,0.26,0.66,1225837
7,-0.03,-0.06,-0.04,2.19,-9.88,22.81,4.25,-8.59,0.38,-0.52,-0.49,0.26,0.66,1225878
8,-0.03,-0.06,-0.04,2.19,-9.88,22.81,4.40,-8.74,0.31,-0.52,-0.49,0.26,0.66,1225918
9,0.01,-0.01,0.03,2.19,-9.88,22.81,4.40,-8.74,0.31,-0.52,-0.49,0.26,0.66,1225959
10,0.01,-0.01,-0.01,2.19,-9.88,22.81,4.40,-8.74,0.31,-0.52,-0.49,0.26,0.66,1225999
11,0.01,-0.01,-0.01,2.19,-9.88,22.81,4.25,-8.66,0.27,-0.52,-0.49,0.26,0.66,1226040
12,0.01,-0.01,-0.01,2.19,-9.88,22.81,4.82,-8.78,-0.07,-0.52,-0.49,0.26,0.66,1226081
13,0.01,-0.01,-0.01,2.19,-9.88,22.81,4.10,-8.78,0.19,-0.52,-0.49,0.26,0.66,1226122
14,0.01,-0.01,-0.01,2.13,-10.69,22.44,4.10,-8.78,0.19,-0.52,-0.49,0.26,0.66,1226161
15,0.01,-0.01,-0.01,2.13,-10.69,22.44,4.40,-8.59,0.12,-0.52,-0.49,0.26,0.66,1226202
16,0.09,0.01,0.06,2.13,-10.69,22.44,4.40,-8.59,0.12,-0.52,-0.49,0.26,0.66,1226242
17,0.09,0.01,0.06,2.13,-10.69,22.44,3.83,-8.82,0.65,-0.52,-0.49,0.26,0.66,1226281
18,0.09,0.01,0.06,2.13,-10.69,22.44,4.37,-8.82,0.34,-0.52,-0.49,0.26,0.66,1226321
19,0.09,0.01,0.06,2.50,-10.69,22.75,4.37,-8.82,0.34,-0.52,-0.49,0.26,0.66,1226360
20,0.00,-0.04,0.04,2.50,-10.69,22.75,4.37,-8.82,0.34,-0.52,-0.49,0.26,0.66,1226400
21,0.00,-0.04,0.04,2.50,-10.69,22.75,4.33,-8.66,0.31,-0.52,-0.49,0.26,0.66,1226440
22,0.00,-0.04,0.04,2.50,-10.69,22.75,4.18,-8.51,0.38,-0.52,-0.49,0.26,0.66,1226481
23,0.00,-0.04,0.04,2.50,-10.69,22.75,4.02,-8.66,0.65,-0.52,-0.49,0.26,0.66,1226520
24,-0.02,0.08,-0.05,2.50,-10.69,22.75,4.02,-8.66,0.65,-0.52,-0.49,0.26,0.66,1226560
