,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.04,0.00,0.00,-26.50,26.88,10.31,0.04,0.93,9.66,0.09,-0.11,0.01,0.99,470848
1,0.04,0.00,0.00,-26.50,26.88,10.31,0.04,1.00,9.66,0.09,-0.11,0.01,0.99,470887
2,0.04,0.00,0.00,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,470924
3,-0.03,-0.00,-0.01,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,470963
4,0.01,0.00,-0.01,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,471004
5,0.01,0.00,-0.01,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,471043
6,0.01,0.00,-0.01,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,471080
7,0.00,0.00,-0.00,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,471120
8,0.00,0.00,-0.00,-26.50,26.88,10.31,0.04,1.00,9.66,0.09,-0.11,0.01,0.99,471161
9,0.01,0.00,-0.00,-26.50,26.88,10.31,0.04,1.00,9.66,0.09,-0.11,0.01,0.99,471201
10,0.01,0.00,-0.00,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471241
11,0.01,0.00,-0.00,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471279
12,0.00,0.00,-0.01,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471319
13,-0.00,-0.00,-0.01,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471359
14,-0.00,-0.00,-0.01,-26.50,26.88,10.31,0.04,0.96,9.63,0.09,-0.11,0.01,0.99,471400
15,-0.00,-0.00,-0.01,-26.50,26.88,10.31,0.07,0.93,9.70,0.09,-0.11,0.01,0.99,471442
16,-0.00,-0.00,-0.01,-26.50,26.88,10.31,0.07,0.96,9.63,0.09,-0.11,0.01,0.99,471481
17,-0.00,0.00,-0.01,-26.50,26.88,10.31,0.07,0.96,9.63,0.09,-0.11,0.01,0.99,471522
18,-0.00,0.00,-0.01,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471562
19,-0.01,0.09,-0.02,-26.50,26.88,10.31,0.07,0.96,9.66,0.09,-0.11,0.01,0.99,471602
20,-0.01,0.09,-0.02,-26.50,26.88,10.31,-0.00,0.96,9.66,0.09,-0.11,0.01,0.99,471643
21,-0.01,0.09,-0.02,-26.50,26.88,10.31,-0.04,0.93,9.63,0.09,-0.11,0.01,0.99,471681
22,-0.02,-0.02,0.00,-26.50,26.88,10.31,-0.04,0.93,9.63,0.09,-0.11,0.01,0.99,471723
23,-0.01,-0.01,0.01,-26.50,26.88,10.31,-0.04,0.93,9.63,0.09,-0.11,0.01,0.99,471762
