,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.04,-0.16,-0.01,-9.56,-33.50,-16.88,-1.25,0.51,10.39,0.04,0.07,-0.12,0.99,352322
1,0.04,0.12,0.01,-9.56,-33.50,-16.88,-1.25,0.51,10.39,0.04,0.07,-0.12,0.99,352365
2,0.04,0.05,-0.02,-9.56,-33.50,-16.88,-1.25,0.51,10.39,0.04,0.07,-0.12,0.99,352406
3,0.04,0.05,-0.02,-9.56,-33.50,-16.88,-1.32,0.63,9.77,0.04,0.07,-0.12,0.99,352447
4,0.04,0.05,-0.02,-9.56,-33.50,-16.88,-1.36,0.48,9.70,0.04,0.07,-0.12,0.99,352487
5,0.04,0.05,-0.02,-9.56,-33.50,-16.88,-1.21,0.48,10.20,0.04,0.07,-0.12,0.99,352527
6,0.04,0.05,-0.02,-12.25,-30.56,-16.06,-1.21,0.48,10.20,0.04,0.07,-0.12,0.99,352567
7,0.00,0.02,-0.02,-12.25,-30.56,-16.06,-1.21,0.48,10.20,0.04,0.07,-0.12,0.99,352608
8,0.00,0.02,-0.02,-12.25,-30.56,-16.06,-1.25,0.55,9.81,0.04,0.07,-0.12,0.99,352650
9,0.00,0.02,-0.02,-12.25,-30.56,-16.06,-0.25,1.82,10.43,0.04,0.07,-0.12,0.99,352692
10,0.00,0.02,-0.02,-12.25,-30.56,-16.06,-2.25,-1.21,9.93,0.04,0.07,-0.12,0.99,352734
11,0.00,0.02,-0.02,-12.25,-30.56,-16.06,-2.02,1.16,9.51,0.04,0.07,-0.12,0.99,352774
12,0.54,0.48,-0.32,-12.25,-30.56,-16.06,-2.02,1.16,9.51,0.04,0.07,-0.12,0.99,352816
13,1.04,2.11,-0.32,-12.25,-30.56,-16.06,-2.02,1.16,9.51,0.04,0.07,-0.12,0.99,352856
14,1.04,2.11,-0.32,-12.25,-30.56,-16.06,-2.74,1.39,12.42,0.04,0.07,-0.12,0.99,352898
15,1.04,2.11,-0.32,-12.25,-30.56,-16.06,-5.16,-0.29,8.78,0.04,0.07,-0.12,0.99,352940
16,1.04,2.11,-0.32,-12.25,-30.56,-16.06,-6.80,0.05,6.48,0.04,0.07,-0.12,0.99,352982
17,1.04,2.11,-0.32,-12.25,-30.56,-16.06,-4.70,0.86,5.75,0.04,0.07,-0.12,0.99,353021
18,-0.01,0.40,-0.59,-12.25,-30.56,-16.06,-4.70,0.86,5.75,0.04,0.07,-0.12,0.99,353062
19,0.54,-1.77,0.02,-12.25,-30.56,-16.06,-4.70,0.86,5.75,0.04,0.07,-0.12,0.99,353104
20,0.54,-1.77,0.02,-12.25,-30.56,-16.06,-5.77,-0.52,4.53,0.04,0.07,-0.12,0.99,353146
21,0.54,-1.77,0.02,-12.25,-30.56,-16.06,-5.92,1.36,7.67,0.04,0.07,-0.12,0.99,353187
22,0.54,-1.77,0.02,-12.25,-30.56,-16.06,-5.46,1.78,8.89,0.04,0.07,-0.12,0.99,353227
23,0.54,-1.77,0.02,-3.19,-31.63,-18.94,-5.46,1.78,8.89,0.04,0.07,-0.12,0.99,353268
24,0.01,-0.31,0.04,-3.19,-31.63,-18.94,-5.46,1.78,8.89,0.04,0.07,-0.12,0.99,353308
