,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.22,0.33,2.59,-19.56,-3.06,17.13,11.76,5.00,3.80,0.04,-0.01,-0.04,1.00,1102815
1,-0.22,0.33,2.59,-1.06,-2.06,21.81,11.76,5.00,3.80,0.04,-0.01,-0.04,1.00,1102855
2,0.08,-0.46,2.84,-1.06,-2.06,21.81,11.76,5.00,3.80,0.04,-0.01,-0.04,1.00,1102895
3,0.08,-0.46,2.84,-1.06,-2.06,21.81,9.61,2.02,5.41,0.04,-0.01,-0.04,1.00,1102935
4,0.08,-0.46,2.84,-1.06,-2.06,21.81,8.42,1.59,3.61,0.04,-0.01,-0.04,1.00,1102974
5,0.08,-0.46,2.84,-1.06,-2.06,21.81,6.85,0.18,3.88,0.04,-0.01,-0.04,1.00,1103014
6,0.08,-0.46,2.84,-0.19,-7.63,19.56,6.85,0.18,3.88,0.04,-0.01,-0.04,1.00,1103052
7,-0.34,-0.24,1.41,-0.19,-7.63,19.56,6.85,0.18,3.88,0.04,-0.01,-0.04,1.00,1103092
8,-0.34,-0.24,1.41,-0.19,-7.63,19.56,4.09,-0.44,2.12,0.04,-0.01,-0.04,1.00,1103133
9,-0.34,-0.24,1.41,-0.19,-7.63,19.56,2.95,-0.71,2.42,0.04,-0.01,-0.04,1.00,1103174
10,-0.34,-0.24,1.41,-0.19,-7.63,19.56,2.87,-0.78,2.80,0.04,-0.01,-0.04,1.00,1103214
11,-0.34,-0.24,1.41,-0.13,-11.19,17.69,2.87,-0.78,2.80,0.04,-0.01,-0.04,1.00,1103254
12,0.04,-0.31,-0.52,-0.13,-11.19,17.69,2.87,-0.78,2.80,0.04,-0.01,-0.04,1.00,1103296
13,-0.10,-0.60,-1.53,-0.13,-11.19,17.69,2.87,-0.78,2.80,0.04,-0.01,-0.04,1.00,1103338
14,-0.10,-0.60,-1.53,-0.13,-11.19,17.69,5.66,1.44,0.47,0.04,-0.01,-0.04,1.00,1103380
15,-0.10,-0.60,-1.53,-0.13,-11.19,17.69,9.07,1.05,3.73,0.04,-0.01,-0.04,1.00,1103422
16,-0.10,-0.60,-1.53,-0.13,-11.19,17.69,9.69,1.36,5.72,0.04,-0.01,-0.04,1.00,1103461
17,0.13,-0.25,-2.27,-0.13,-11.19,17.69,9.69,1.36,5.72,0.04,-0.01,-0.04,1.00,1103504
18,-0.00,-0.40,-2.03,-0.13,-11.19,17.69,9.69,1.36,5.72,0.04,-0.01,-0.04,1.00,1103544
19,-0.26,-0.41,-2.17,-0.13,-11.19,17.69,9.69,1.36,5.72,0.04,-0.01,-0.04,1.00,1103586
20,-0.26,-0.41,-2.17,-0.13,-11.19,17.69,11.38,3.97,2.73,0.04,-0.01,-0.04,1.00,1103629
21,-0.26,-0.41,-2.17,-0.13,-11.19,17.69,13.56,3.32,2.54,0.04,-0.01,-0.04,1.00,1103671
22,-0.26,-0.41,-2.17,-0.13,-11.19,17.69,13.14,3.32,2.88,0.04,-0.01,-0.04,1.00,1103712
23,-1.24,-0.40,-2.47,-0.13,-11.19,17.69,13.14,3.32,2.88,0.04,-0.01,-0.04,1.00,1103753
24,-1.24,-0.40,-2.47,-0.13,-11.19,17.69,12.79,3.85,0.89,0.04,-0.01,-0.04,1.00,1103797
25,-0.93,-0.32,-1.90,-0.13,-11.19,17.69,12.79,3.85,0.89,0.04,-0.01,-0.04,1.00,1103839
26,-0.93,-0.32,-1.90,-0.13,-11.19,17.69,11.91,4.31,1.43,0.04,-0.01,-0.04,1.00,1103881
27,-0.93,-0.32,-1.90,-0.13,-11.19,17.69,9.99,4.54,1.23,0.04,-0.01,-0.04,1.00,1103923
28,-0.93,-0.32,-1.90,-0.13,-11.19,17.69,9.92,4.27,0.81,0.04,-0.01,-0.04,1.00,1103963
29,-1.49,-0.48,-1.22,-0.13,-11.19,17.69,9.92,4.27,0.81,0.04,-0.01,-0.04,1.00,1104005
30,-1.26,-0.52,-0.93,-0.13,-11.19,17.69,9.92,4.27,0.81,0.04,-0.01,-0.04,1.00,1104047
31,-0.88,-0.19,-0.67,-0.13,-11.19,17.69,9.92,4.27,0.81,0.04,-0.01,-0.04,1.00,1104089
32,-0.88,-0.19,-0.67,-0.13,-11.19,17.69,9.19,3.47,-0.45,0.04,-0.01,-0.04,1.00,1104132
33,-0.88,-0.19,-0.67,-0.13,-11.19,17.69,8.35,3.36,0.55,0.04,-0.01,-0.04,1.00,1104174
34,-0.88,-0.19,-0.67,-0.13,-11.19,17.69,8.80,3.32,1.16,0.04,-0.01,-0.04,1.00,1104215
35,-0.88,-0.19,-0.67,-6.44,-10.88,29.31,8.80,3.32,1.16,0.04,-0.01,-0.04,1.00,1104257
36,1.01,0.39,0.18,-6.44,-10.88,29.31,8.80,3.32,1.16,0.04,-0.01,-0.04,1.00,1104299
37,1.02,0.51,0.24,-6.44,-10.88,29.31,8.80,3.32,1.16,0.04,-0.01,-0.04,1.00,1104338
38,1.02,0.51,0.24,-6.44,-10.88,29.31,8.73,4.85,2.80,0.04,-0.01,-0.04,1.00,1104380
39,1.02,0.51,0.24,-6.44,-10.88,29.31,8.58,5.16,2.42,0.04,-0.01,-0.04,1.00,1104421
40,1.02,0.51,0.24,-6.44,-10.88,29.31,7.66,5.96,2.58,0.04,-0.01,-0.04,1.00,1104459
41,1.18,1.29,0.33,-6.44,-10.88,29.31,7.66,5.96,2.58,0.04,-0.01,-0.04,1.00,1104500
42,1.18,1.29,0.33,-6.44,-10.88,29.31,12.71,5.39,2.08,0.04,-0.01,-0.04,1.00,1104541
43,1.06,1.38,1.85,-6.44,-10.88,29.31,12.71,5.39,2.08,0.04,-0.01,-0.04,1.00,1104581
44,1.06,1.38,1.85,-6.44,-10.88,29.31,10.34,6.00,3.73,0.04,-0.01,-0.04,1.00,1104621
45,1.06,1.38,1.85,-6.44,-10.88,29.31,10.53,6.11,2.77,0.04,-0.01,-0.04,1.00,1104661
46,0.25,0.96,2.07,-6.44,-10.88,29.31,10.53,6.11,2.77,0.04,-0.01,-0.04,1.00,1104701
47,0.27,0.83,1.93,-6.44,-10.88,29.31,10.53,6.11,2.77,0.04,-0.01,-0.04,1.00,1104741
48,0.27,0.83,1.93,-6.44,-10.88,29.31,10.72,4.77,5.41,0.04,-0.01,-0.04,1.00,1104782
49,0.27,0.83,1.93,-6.44,-10.88,29.31,10.76,4.85,4.30,0.04,-0.01,-0.04,1.00,1104823
50,0.27,0.83,1.93,-6.44,-10.88,29.31,10.30,4.31,4.61,0.04,-0.01,-0.04,1.00,1104864
51,0.27,0.83,1.93,0.63,-5.94,21.00,10.30,4.31,4.61,0.04,-0.01,-0.04,1.00,1104903
52,0.27,0.83,1.93,0.63,-5.94,21.00,9.61,3.81,4.15,0.04,-0.01,-0.04,1.00,1104943
53,-1.08,-0.05,1.53,0.63,-5.94,21.00,9.61,3.81,4.15,0.04,-0.01,-0.04,1.00,1104983
54,-1.08,-0.05,1.53,0.63,-5.94,21.00,8.00,3.16,2.27,0.04,-0.01,-0.04,1.00,1105022
55,-1.08,-0.05,1.53,0.63,-5.94,21.00,7.27,3.16,1.35,0.04,-0.01,-0.04,1.00,1105060
56,-0.69,-0.16,0.87,0.63,-5.94,21.00,7.27,3.16,1.35,0.04,-0.01,-0.04,1.00,1105102
57,-0.19,-0.22,0.45,0.63,-5.94,21.00,7.27,3.16,1.35,0.04,-0.01,-0.04,1.00,1105142
58,-0.19,-0.22,0.45,0.63,-5.94,21.00,5.24,2.13,2.19,0.04,-0.01,-0.04,1.00,1105182
59,-0.19,-0.22,0.45,0.63,-5.94,21.00,4.82,2.21,2.23,0.04,-0.01,-0.04,1.00,1105222
60,-0.19,-0.22,0.45,0.63,-5.94,21.00,5.82,2.21,2.88,0.04,-0.01,-0.04,1.00,1105261
61,0.37,-0.07,-0.84,0.63,-5.94,21.00,5.82,2.21,2.88,0.04,-0.01,-0.04,1.00,1105301
62,1.18,0.16,-1.11,0.63,-5.94,21.00,5.82,2.21,2.88,0.04,-0.01,-0.04,1.00,1105341
63,1.18,0.16,-1.11,0.63,-5.94,21.00,6.24,0.98,4.15,0.04,-0.01,-0.04,1.00,1105382
64,1.18,0.16,-1.11,0.63,-5.94,21.00,6.93,2.66,7.33,0.04,-0.01,-0.04,1.00,1105421
65,1.18,0.16,-1.11,0.63,-5.94,21.00,9.84,3.13,4.88,0.04,-0.01,-0.04,1.00,1105459
66,1.51,0.56,-1.90,0.63,-5.94,21.00,9.84,3.13,4.88,0.04,-0.01,-0.04,1.00,1105499
67,1.51,0.56,-1.90,0.63,-5.94,21.00,9.38,3.36,8.13,0.04,-0.01,-0.04,1.00,1105540
68,0.55,0.28,-1.73,0.63,-5.94,21.00,9.38,3.36,8.13,0.04,-0.01,-0.04,1.00,1105580
69,0.55,0.28,-1.73,0.63,-5.94,21.00,9.27,3.51,7.06,0.04,-0.01,-0.04,1.00,1105618
70,0.55,0.28,-1.73,0.63,-5.94,21.00,9.11,4.01,6.02,0.04,-0.01,-0.04,1.00,1105657
71,-1.08,-0.25,-1.67,0.63,-5.94,21.00,9.11,4.01,6.02,0.04,-0.01,-0.04,1.00,1105698
72,1.09,-0.21,-1.26,0.63,-5.94,21.00,9.11,4.01,6.02,0.04,-0.01,-0.04,1.00,1105738
73,1.09,-0.21,-1.26,0.63,-5.94,21.00,9.57,5.12,5.07,0.04,-0.01,-0.04,1.00,1105779
74,1.09,-0.21,-1.26,0.63,-5.94,21.00,8.35,5.04,6.64,0.04,-0.01,-0.04,1.00,1105820
75,1.09,-0.21,-1.26,0.63,-5.94,21.00,6.89,5.23,5.07,0.04,-0.01,-0.04,1.00,1105858
76,-0.67,-0.88,-1.07,0.63,-5.94,21.00,6.89,5.23,5.07,0.04,-0.01,-0.04,1.00,1105899
77,-1.03,-0.94,-1.38,0.63,-5.94,21.00,6.89,5.23,5.07,0.04,-0.01,-0.04,1.00,1105940
78,-1.03,-0.94,-1.38,0.63,-5.94,21.00,6.89,5.54,3.73,0.04,-0.01,-0.04,1.00,1105980
79,-1.03,-0.94,-1.38,0.63,-5.94,21.00,7.93,5.73,2.69,0.04,-0.01,-0.04,1.00,1106021
80,-1.03,-0.94,-1.38,0.63,-5.94,21.00,8.50,5.65,2.27,0.04,-0.01,-0.04,1.00,1106060
81,-1.42,-1.09,-1.56,0.63,-5.94,21.00,8.50,5.65,2.27,0.04,-0.01,-0.04,1.00,1106102
82,-1.13,-0.95,-1.23,0.63,-5.94,21.00,8.50,5.65,2.27,0.04,-0.01,-0.04,1.00,1106142
83,-0.70,-0.81,-0.92,0.63,-5.94,21.00,8.50,5.65,2.27,0.04,-0.01,-0.04,1.00,1106183
84,-0.70,-0.81,-0.92,0.63,-5.94,21.00,9.73,4.81,2.77,0.04,-0.01,-0.04,1.00,1106223
85,-0.70,-0.81,-0.92,0.63,-5.94,21.00,10.41,4.73,2.73,0.04,-0.01,-0.04,1.00,1106262
86,0.53,-0.04,0.43,0.63,-5.94,21.00,10.41,4.73,2.73,0.04,-0.01,-0.04,1.00,1106302
87,0.91,0.38,0.94,0.63,-5.94,21.00,10.41,4.73,2.73,0.04,-0.01,-0.04,1.00,1106342
88,0.91,0.38,0.94,0.63,-5.94,21.00,8.50,5.04,3.99,0.04,-0.01,-0.04,1.00,1106381
89,0.91,0.38,0.94,0.63,-5.94,21.00,8.04,5.27,3.88,0.04,-0.01,-0.04,1.00,1106421
90,0.91,0.38,0.94,0.63,-5.94,21.00,8.20,5.39,2.73,0.04,-0.01,-0.04,1.00,1106459
91,1.25,1.21,1.54,0.63,-5.94,21.00,8.20,5.39,2.73,0.04,-0.01,-0.04,1.00,1106498
92,1.25,1.21,1.54,0.63,-5.94,21.00,9.07,5.88,2.42,0.04,-0.01,-0.04,1.00,1106539
93,1.26,1.26,1.73,0.63,-5.94,21.00,9.07,5.88,2.42,0.04,-0.01,-0.04,1.00,1106577
94,1.26,1.26,1.73,0.63,-5.94,21.00,10.72,5.39,1.39,0.04,-0.01,-0.04,1.00,1106617
95,1.26,1.26,1.73,0.63,-5.94,21.00,10.26,5.69,2.31,0.04,-0.01,-0.04,1.00,1106655
96,1.08,0.87,2.30,0.63,-5.94,21.00,10.26,5.69,2.31,0.04,-0.01,-0.04,1.00,1106695
97,0.55,0.43,2.39,0.63,-5.94,21.00,10.26,5.69,2.31,0.04,-0.01,-0.04,1.00,1106734
