,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.01,0.02,0.19,-2.00,23.44,5.71,-6.79,4.00,-0.33,-0.45,0.19,0.81,1213770
1,0.02,-0.01,-0.01,0.19,-2.00,23.44,5.71,-6.79,4.00,-0.33,-0.45,0.19,0.81,1213810
2,-0.03,0.01,0.01,0.19,-2.00,23.44,5.71,-6.79,4.00,-0.33,-0.45,0.19,0.81,1213851
3,-0.03,0.01,0.01,0.19,-2.00,23.44,5.63,-6.87,3.89,-0.33,-0.45,0.19,0.81,1213891
4,-0.03,0.01,0.01,0.19,-2.00,23.44,5.67,-6.95,4.20,-0.33,-0.45,0.19,0.81,1213933
5,-0.03,0.01,0.01,0.19,-2.00,23.44,5.79,-6.79,3.89,-0.33,-0.45,0.19,0.81,1213971
6,0.01,-0.01,0.02,0.19,-2.00,23.44,5.79,-6.79,3.89,-0.33,-0.45,0.19,0.81,1214012
7,0.01,-0.01,0.02,0.19,-2.00,23.44,5.29,-6.83,3.85,-0.33,-0.45,0.19,0.81,1214053
8,0.02,-0.02,0.18,0.19,-2.00,23.44,5.29,-6.83,3.85,-0.33,-0.45,0.19,0.81,1214093
9,0.02,-0.02,0.18,0.19,-2.00,23.44,4.75,-6.45,4.16,-0.33,-0.45,0.19,0.81,1214133
10,0.02,-0.02,0.18,0.19,-2.00,23.44,5.52,-6.79,4.16,-0.33,-0.45,0.19,0.81,1214172
11,-0.06,0.02,-0.04,0.19,-2.00,23.44,5.52,-6.79,4.16,-0.33,-0.45,0.19,0.81,1214213
12,0.01,-0.02,0.03,0.19,-2.00,23.44,5.52,-6.79,4.16,-0.33,-0.45,0.19,0.81,1214253
13,0.01,-0.02,0.03,0.19,-2.00,23.44,5.48,-6.83,4.27,-0.33,-0.45,0.19,0.81,1214294
14,0.01,-0.02,0.03,0.19,-2.00,23.44,5.52,-6.95,4.31,-0.33,-0.45,0.19,0.81,1214333
15,0.01,-0.02,0.03,0.19,-2.00,23.44,5.82,-6.75,3.62,-0.33,-0.45,0.19,0.81,1214372
16,0.00,-0.03,-0.02,0.19,-2.00,23.44,5.82,-6.75,3.62,-0.33,-0.45,0.19,0.81,1214412
17,-0.08,-0.02,-0.06,0.19,-2.00,23.44,5.82,-6.75,3.62,-0.33,-0.45,0.19,0.81,1214453
18,-0.08,-0.02,-0.06,0.19,-2.00,23.44,5.98,-6.68,3.51,-0.33,-0.45,0.19,0.81,1214494
19,-0.08,-0.02,-0.06,0.19,-2.00,23.44,5.36,-6.87,4.43,-0.33,-0.45,0.19,0.81,1214535
20,-0.08,-0.02,-0.06,0.19,-2.00,23.44,5.75,-6.68,4.00,-0.33,-0.45,0.19,0.81,1214574
21,-0.04,-0.06,-0.08,0.19,-2.00,23.44,5.75,-6.68,4.00,-0.33,-0.45,0.19,0.81,1214615
22,-0.04,-0.06,-0.08,0.19,-2.00,23.44,5.94,-6.79,4.12,-0.33,-0.45,0.19,0.81,1214657
23,-0.03,-0.07,-0.02,0.19,-2.00,23.44,5.94,-6.79,4.12,-0.33,-0.45,0.19,0.81,1214698
24,-0.03,-0.07,-0.02,0.19,-2.00,23.44,5.71,-6.79,4.08,-0.33,-0.45,0.19,0.81,1214739
25,-0.03,-0.07,-0.02,0.19,-2.00,23.44,6.02,-6.87,3.77,-0.33,-0.45,0.19,0.81,1214781
26,-0.03,-0.07,-0.02,0.19,-2.00,23.44,5.75,-6.37,4.27,-0.33,-0.45,0.19,0.81,1214821
27,-0.15,0.10,-0.19,0.19,-2.00,23.44,5.75,-6.37,4.27,-0.33,-0.45,0.19,0.81,1214862
28,-0.15,0.10,-0.19,0.19,-2.00,23.44,6.21,-7.02,3.01,-0.33,-0.45,0.19,0.81,1214904
29,0.02,0.07,-0.04,0.19,-2.00,23.44,6.21,-7.02,3.01,-0.33,-0.45,0.19,0.81,1214945
30,0.02,0.07,-0.04,0.19,-2.00,23.44,5.82,-6.83,3.62,-0.33,-0.45,0.19,0.81,1214985
31,0.02,0.07,-0.04,0.19,-2.00,23.44,6.13,-6.64,4.12,-0.33,-0.45,0.19,0.81,1215023
32,-0.01,-0.04,-0.01,0.19,-2.00,23.44,6.13,-6.64,4.12,-0.33,-0.45,0.19,0.81,1215065
33,-0.04,-0.08,-0.05,0.19,-2.00,23.44,6.13,-6.64,4.12,-0.33,-0.45,0.19,0.81,1215105
34,-0.04,-0.08,-0.05,0.19,-2.00,23.44,6.21,-7.06,3.32,-0.33,-0.45,0.19,0.81,1215145
35,-0.04,-0.08,-0.05,0.19,-2.00,23.44,5.98,-6.83,3.36,-0.33,-0.45,0.19,0.81,1215186
36,-0.04,-0.08,-0.05,0.19,-2.00,23.44,5.82,-6.56,4.35,-0.33,-0.45,0.19,0.81,1215227
37,-0.04,-0.08,-0.05,-1.63,-4.56,21.94,5.82,-6.56,4.35,-0.33,-0.45,0.19,0.81,1215266
38,-0.04,-0.08,-0.05,-1.63,-4.56,21.94,5.90,-6.75,3.70,-0.33,-0.45,0.19,0.81,1215309
39,-0.04,0.00,-0.08,-1.63,-4.56,21.94,5.90,-6.75,3.70,-0.33,-0.45,0.19,0.81,1215351
40,-0.04,0.00,-0.08,-1.63,-4.56,21.94,6.21,-6.79,3.47,-0.33,-0.45,0.19,0.81,1215393
41,-0.04,0.00,-0.08,-1.63,-4.56,21.94,6.05,-6.68,3.66,-0.33,-0.45,0.19,0.81,1215434
42,-0.04,0.00,-0.08,-1.63,-4.56,21.94,5.44,-6.64,3.74,-0.33,-0.45,0.19,0.81,1215475
43,-0.04,0.00,-0.08,-1.69,-1.00,23.44,5.44,-6.64,3.74,-0.33,-0.45,0.19,0.81,1215514
44,0.10,-0.12,-0.19,-1.69,-1.00,23.44,5.44,-6.64,3.74,-0.33,-0.45,0.19,0.81,1215555
45,0.10,-0.12,-0.19,-1.69,-1.00,23.44,6.63,-6.75,4.00,-0.33,-0.45,0.19,0.81,1215597
46,0.10,-0.12,-0.19,-1.69,-1.00,23.44,5.94,-6.21,3.93,-0.33,-0.45,0.19,0.81,1215638
