,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime
0,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,231433.0
1,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231471.0
2,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231510.0
3,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,231549.0
4,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231588.0
5,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,231627.0
6,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,231665.0
7,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,231704.0
8,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,231744.0
9,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,231782.0
10,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231820.0
11,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231859.0
12,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,231900.0
13,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,231939.0
14,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,231979.0
15,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232015.0
16,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232054.0
17,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232093.0
18,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,232132.0
19,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,232169.0
20,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,232209.0
21,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,232249.0
22,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,232289.0
23,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,232328.0
24,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232366.0
25,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232404.0
26,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232443.0
27,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,232482.0
28,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,232519.0
29,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,232560.0
30,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,232599.0
31,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232639.0
32,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,232678.0
33,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232716.0
34,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232755.0
35,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232794.0
36,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,232832.0
37,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232869.0
38,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232909.0
39,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,232948.0
40,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,232987.0
41,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,233027.0
42,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233065.0
43,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233103.0
44,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,233142.0
45,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233182.0
46,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233219.0
47,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233259.0
48,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233297.0
49,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233337.0
50,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.55,1.26,-0.57,0.35,0.67,0.31,233376.0
51,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233413.0
52,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233452.0
53,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233491.0
54,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233531.0
55,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233569.0
56,-0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,233608.0
57,-0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233648.0
58,-0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233689.0
59,-0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233728.0
60,-0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233765.0
61,0.0,-0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233805.0
62,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,233844.0
63,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,233883.0
64,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.55,1.3,-0.57,0.35,0.67,0.31,233921.0
65,0.0,0.01,-0.0,23.56,15.0,-2.69,-9.46,1.55,1.3,-0.57,0.35,0.67,0.31,233960.0
66,0.0,0.01,-0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234001.0
67,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234041.0
68,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,234080.0
69,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234118.0
70,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234158.0
71,0.0,0.0,-0.01,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234196.0
72,0.0,0.0,-0.01,23.56,15.0,-2.69,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,234235.0
73,0.0,0.0,-0.01,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234274.0
74,0.0,0.0,-0.01,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,234312.0
75,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,234351.0
76,0.0,0.0,0.0,23.56,15.0,-2.69,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,234390.0
77,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234430.0
78,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234468.0
79,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234507.0
80,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234546.0
81,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,234585.0
82,0.0,0.0,0.0,23.56,15.0,-2.69,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234622.0
83,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234660.0
84,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234700.0
85,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234739.0
86,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234780.0
87,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,234817.0
88,0.0,0.0,-0.0,24.06,16.31,-1.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,234857.0
89,0.0,0.0,-0.0,24.06,16.31,-1.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,234896.0
90,0.0,0.0,-0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,234936.0
91,0.0,0.0,-0.0,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,234976.0
92,0.0,0.0,-0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235013.0
93,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235053.0
94,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235091.0
95,0.0,0.0,0.0,24.06,16.31,-1.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,235131.0
96,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235168.0
97,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235208.0
98,0.0,0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235248.0
99,0.0,0.0,-0.01,24.06,16.31,-1.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235288.0
100,0.0,0.0,-0.01,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235328.0
101,0.0,0.0,-0.01,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235366.0
102,0.0,0.0,-0.01,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235406.0
103,0.0,-0.0,0.0,24.06,16.31,-1.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235446.0
104,0.0,-0.0,0.0,24.06,16.31,-1.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,235524.0
105,0.0,-0.0,0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,235563.0
106,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,235600.0
107,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,235640.0
108,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235679.0
109,0.0,0.0,0.0,24.13,17.31,0.94,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,235716.0
110,0.0,0.0,-0.0,24.13,17.31,0.94,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,235755.0
111,-0.0,-0.0,0.0,24.13,17.31,0.94,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,235794.0
112,-0.0,-0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235833.0
113,-0.0,-0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235872.0
114,0.0,-0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235911.0
115,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,235951.0
116,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,235990.0
117,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236029.0
118,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236067.0
119,0.0,0.0,-0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236105.0
120,0.0,0.0,-0.0,24.13,17.31,0.94,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236144.0
121,0.0,0.0,-0.0,24.13,17.31,0.94,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236182.0
122,0.0,0.0,-0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,236220.0
123,-0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,236260.0
124,0.0,0.0,0.0,24.13,17.31,0.94,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,236299.0
125,0.0,0.0,0.0,24.13,17.31,0.94,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,236340.0
126,0.0,0.0,0.0,24.13,17.31,0.94,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,236379.0
127,0.0,0.0,0.0,24.13,17.31,0.94,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,236416.0
128,-0.0,-0.0,-0.0,24.13,17.31,0.94,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,236453.0
129,-0.0,-0.0,-0.0,24.13,17.31,0.94,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,236493.0
130,-0.0,-0.0,-0.0,24.13,17.31,0.94,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236533.0
131,-0.0,-0.0,-0.0,24.13,17.31,0.94,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236572.0
132,-0.0,-0.0,-0.0,23.81,15.63,-2.19,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236611.0
133,-0.0,-0.0,-0.0,23.81,15.63,-2.19,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,236652.0
134,-0.0,-0.0,-0.0,23.81,15.63,-2.19,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236693.0
135,-0.0,-0.0,-0.0,23.81,15.63,-2.19,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,236733.0
136,-0.0,-0.0,-0.0,23.81,15.63,-2.19,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236773.0
137,-0.0,-0.0,-0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236813.0
138,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,236853.0
139,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236893.0
140,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236933.0
141,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,236971.0
142,0.0,0.0,-0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237010.0
143,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237050.0
144,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237091.0
145,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237130.0
146,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237168.0
147,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237208.0
148,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237249.0
149,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237290.0
150,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,237330.0
151,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237368.0
152,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237409.0
153,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237449.0
154,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237487.0
155,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,237528.0
156,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237565.0
157,0.0,0.0,-0.01,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237603.0
158,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,237642.0
159,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.46,1.55,1.3,-0.57,0.35,0.67,0.31,237682.0
160,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,237720.0
161,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,237760.0
162,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,237800.0
163,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237839.0
164,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237880.0
165,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237917.0
166,-0.0,0.0,-0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,237957.0
167,-0.0,0.0,-0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,237998.0
168,0.0,0.0,-0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,238039.0
169,0.0,0.0,-0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238078.0
170,0.0,0.0,-0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238116.0
171,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238157.0
172,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238196.0
173,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238236.0
174,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238275.0
175,0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238313.0
176,-0.01,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238353.0
177,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238392.0
178,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238432.0
179,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238469.0
180,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238509.0
181,0.0,0.0,-0.01,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238547.0
182,0.0,0.0,-0.01,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238587.0
183,0.0,0.0,-0.01,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238628.0
184,0.0,0.0,-0.01,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238666.0
185,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238706.0
186,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238747.0
187,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,238788.0
188,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,238828.0
189,-0.0,-0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,238867.0
190,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,238909.0
191,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,238948.0
192,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,238987.0
193,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.26,-0.57,0.35,0.67,0.31,239027.0
194,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239065.0
195,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239102.0
196,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239141.0
197,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239180.0
198,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239218.0
199,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239257.0
200,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239297.0
201,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239336.0
202,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239376.0
203,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239413.0
204,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239452.0
205,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239491.0
206,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,239531.0
207,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239568.0
208,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239607.0
209,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239646.0
210,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,239687.0
211,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,239727.0
212,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,239764.0
213,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,239803.0
214,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,239841.0
215,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.26,-0.57,0.35,0.67,0.31,239881.0
216,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,239918.0
217,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,239958.0
218,0.0,0.0,0.0,23.69,16.0,-0.63,-9.46,1.52,1.3,-0.57,0.35,0.67,0.31,239996.0
219,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.55,1.3,-0.57,0.35,0.67,0.31,240037.0
220,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.26,-0.57,0.35,0.67,0.31,240076.0
221,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,240114.0
222,0.0,0.0,0.0,23.69,16.0,-0.63,-9.5,1.52,1.3,-0.57,0.35,0.67,0.31,240154.0
