,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.00,0.00,0.00,-12.63,-31.44,-17.25,-1.32,0.55,9.93,0.04,0.07,-0.12,0.99,336771
1,0.00,0.00,0.00,-12.63,-31.44,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,336811
2,0.00,0.00,0.00,-12.63,-31.44,-17.25,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,336851
3,0.00,0.00,0.00,-12.63,-31.44,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,336891
4,0.00,0.00,0.00,-12.63,-31.44,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,336931
5,0.00,0.00,0.00,-11.63,-30.88,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,336971
6,0.00,0.00,0.00,-11.63,-30.88,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337012
7,0.00,0.00,0.00,-11.63,-30.88,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337052
8,0.00,0.00,0.00,-11.63,-30.88,-17.63,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337092
9,0.00,0.00,0.00,-11.63,-30.88,-17.63,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337132
10,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337171
11,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337211
12,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337253
13,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337293
14,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337333
15,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337372
16,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337412
17,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337452
18,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337491
19,0.00,0.00,0.00,-11.81,-29.69,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337531
20,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337571
21,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337611
22,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337651
23,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337692
24,0.00,0.00,0.00,-12.19,-30.13,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337732
25,0.00,0.00,0.00,-12.56,-30.56,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337771
26,0.00,0.00,0.00,-12.56,-30.56,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337811
27,0.00,0.00,0.00,-12.56,-30.56,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337851
28,0.00,0.00,0.00,-12.56,-30.56,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,337892
29,0.00,0.00,0.00,-12.56,-30.56,-17.25,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337931
30,0.00,0.00,0.00,-10.94,-30.44,-16.13,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,337971
31,0.00,0.00,0.00,-10.94,-30.44,-16.13,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,338012
32,0.00,0.00,0.00,-10.94,-30.44,-16.13,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,338052
33,0.00,0.00,0.00,-10.94,-30.44,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338092
34,0.00,0.00,0.00,-10.94,-30.44,-16.13,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338131
35,0.00,0.00,0.00,-12.31,-31.75,-16.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338170
36,0.00,0.00,0.00,-12.31,-31.75,-16.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338210
37,0.00,0.00,0.00,-12.31,-31.75,-16.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338250
38,0.00,0.00,0.00,-12.31,-31.75,-16.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338291
39,0.00,0.00,0.00,-12.31,-31.75,-16.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338331
40,0.00,0.00,0.00,-12.44,-33.00,-17.19,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338370
41,0.00,0.00,0.00,-12.44,-33.00,-17.19,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338411
42,0.00,0.00,0.00,-12.44,-33.00,-17.19,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338451
43,0.00,0.00,0.00,-12.44,-33.00,-17.19,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338492
44,0.00,0.00,0.00,-12.44,-33.00,-17.19,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338531
45,0.00,0.00,0.00,-11.63,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338571
46,0.00,0.00,0.00,-11.63,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338612
47,0.00,0.00,0.00,-11.63,-30.50,-16.88,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,338651
48,0.00,0.00,0.00,-11.63,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338692
49,0.00,0.00,0.00,-11.63,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338732
50,0.00,0.00,0.00,-12.13,-29.69,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338770
51,0.00,0.00,0.00,-12.13,-29.69,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338810
52,0.00,0.00,0.00,-12.13,-29.69,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338850
53,0.00,0.00,0.00,-12.13,-29.69,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338891
54,0.00,0.00,0.00,-12.13,-29.69,-17.63,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338931
55,0.00,0.00,0.00,-11.25,-30.44,-18.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,338970
56,0.00,0.00,0.00,-11.25,-30.44,-18.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339011
57,0.00,0.00,0.00,-11.25,-30.44,-18.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339051
58,0.00,0.00,0.00,-11.25,-30.44,-18.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339091
59,0.00,0.00,0.00,-11.25,-30.44,-18.44,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339131
60,0.00,0.00,0.00,-11.88,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339170
61,0.00,0.00,0.00,-11.88,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339210
62,0.00,0.00,0.00,-11.88,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339250
63,0.00,0.00,0.00,-11.88,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339291
64,0.00,0.00,0.00,-11.88,-30.50,-16.88,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339331
65,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339369
66,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,339410
67,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,339450
68,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.85,0.04,0.07,-0.12,0.99,339490
69,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339529
70,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339570
71,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339610
72,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339650
73,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339690
74,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339729
75,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339770
76,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339810
77,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339851
78,0.00,0.00,0.00,-12.00,-31.69,-17.25,-1.32,0.55,9.89,0.04,0.07,-0.12,0.99,339891
