,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,-0.00,-0.00,0.00,-26.19,26.13,9.94,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476593
1,-0.00,-0.00,0.00,-26.19,26.13,9.94,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,476635
2,-0.00,-0.00,0.00,-26.19,26.13,9.94,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476673
3,0.00,-0.00,0.00,-26.19,26.13,9.94,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476713
4,0.00,-0.00,0.00,-26.19,26.13,9.94,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,476753
5,0.00,-0.00,0.00,-26.19,26.13,9.94,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476792
6,0.00,-0.00,0.00,-26.19,26.13,9.94,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476831
7,0.00,-0.00,0.00,-25.56,25.75,10.31,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476870
8,0.00,0.00,-0.00,-25.56,25.75,10.31,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476910
9,0.00,0.00,-0.00,-25.56,25.75,10.31,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,476951
10,0.00,0.00,-0.00,-25.56,25.75,10.31,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,476991
11,0.00,0.00,-0.00,-25.56,25.75,10.31,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477031
12,0.00,0.00,-0.00,-25.88,26.50,10.69,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477070
13,0.00,-0.00,0.00,-25.88,26.50,10.69,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477110
14,0.01,0.00,-0.00,-25.88,26.50,10.69,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477150
15,0.01,0.00,-0.00,-25.88,26.50,10.69,-0.00,0.96,9.63,0.05,-0.00,-0.04,1.00,477191
16,0.01,0.00,-0.00,-25.88,26.50,10.69,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477230
17,-0.00,-0.00,0.00,-25.88,26.50,10.69,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477270
18,-0.00,0.00,0.00,-25.88,26.50,10.69,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477310
19,-0.00,0.00,0.00,-25.88,26.50,10.69,-0.00,0.96,9.66,0.05,-0.00,-0.04,1.00,477350
20,-0.00,0.00,0.00,-25.88,26.50,10.69,-0.00,0.96,9.66,0.05,-0.00,-0.04,1.00,477391
21,-0.00,0.00,0.00,-25.88,26.50,10.69,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477431
22,-0.00,0.00,0.00,-26.56,25.69,10.75,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477469
23,-0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477510
24,-0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477550
25,-0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,477590
26,-0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477629
27,0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477670
28,0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477710
29,0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477750
30,0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,477791
31,0.00,0.00,0.00,-26.56,25.69,10.75,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,477830
32,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,477869
33,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,477908
34,0.00,0.00,0.00,-25.81,26.56,9.50,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,477949
35,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.74,0.05,-0.00,-0.04,1.00,477988
36,0.00,0.00,0.00,-25.81,26.56,9.50,0.04,0.96,9.59,0.05,-0.00,-0.04,1.00,478026
37,-0.01,0.00,0.00,-25.81,26.56,9.50,0.04,0.96,9.59,0.05,-0.00,-0.04,1.00,478065
38,-0.01,0.00,0.00,-25.81,26.56,9.50,0.04,0.93,9.63,0.05,-0.00,-0.04,1.00,478106
39,-0.02,-0.02,0.00,-25.81,26.56,9.50,0.04,0.93,9.63,0.05,-0.00,-0.04,1.00,478146
40,-0.02,-0.02,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,478187
41,-0.02,-0.02,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478226
42,0.02,0.01,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478267
43,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478307
44,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,478347
45,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478388
46,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,478426
47,-0.01,-0.01,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,478465
48,-0.01,-0.01,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478505
49,-0.01,-0.01,0.00,-25.81,26.56,9.50,-0.00,0.96,9.66,0.05,-0.00,-0.04,1.00,478547
50,-0.01,-0.01,0.00,-25.81,26.56,9.50,0.04,0.96,9.66,0.05,-0.00,-0.04,1.00,478588
51,-0.01,-0.01,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478626
52,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478668
53,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478707
54,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478747
55,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478787
56,0.00,0.00,0.00,-25.81,26.56,9.50,0.04,0.93,9.70,0.05,-0.00,-0.04,1.00,478825
57,-0.01,-0.00,0.00,-25.81,26.56,9.50,0.04,0.93,9.70,0.05,-0.00,-0.04,1.00,478865
58,-0.01,-0.01,-0.00,-25.81,26.56,9.50,0.04,0.93,9.70,0.05,-0.00,-0.04,1.00,478905
59,-0.01,-0.01,-0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,478947
60,-0.01,-0.01,-0.00,-25.81,26.56,9.50,-0.00,0.93,9.70,0.05,-0.00,-0.04,1.00,478988
61,-0.01,-0.01,-0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479028
62,0.01,0.01,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479068
63,0.01,0.01,0.00,-25.81,26.56,9.50,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,479109
64,0.00,0.00,0.00,-25.81,26.56,9.50,0.04,0.93,9.66,0.05,-0.00,-0.04,1.00,479149
65,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.63,0.05,-0.00,-0.04,1.00,479186
66,0.00,0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479225
67,-0.00,-0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479265
68,-0.00,-0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479305
69,-0.00,-0.00,0.00,-25.81,26.56,9.50,-0.00,0.93,9.66,0.05,-0.00,-0.04,1.00,479347
