,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time
0,0.72,-0.07,0.37,-7.94,-23.88,-7.56,-8.86,1.91,3.81,-0.03,-0.19,-0.49,0.85,4696815
1,0.72,-0.07,0.37,-7.94,-23.88,-7.56,-9.05,2.83,3.85,-0.03,-0.19,-0.49,0.85,4696856
2,0.72,-0.07,0.37,-7.94,-23.88,-7.56,-9.02,3.17,4.38,-0.03,-0.19,-0.49,0.85,4696899
3,0.72,-0.07,0.37,-7.94,-23.88,-7.56,-8.75,3.52,3.16,-0.03,-0.19,-0.49,0.85,4696941
4,0.72,-0.07,0.37,-7.94,-23.88,-7.56,-8.67,4.09,3.73,-0.03,-0.19,-0.49,0.85,4696982
5,0.68,0.64,0.55,-7.94,-23.88,-7.56,-8.67,4.09,3.73,-0.03,-0.19,-0.49,0.85,4697023
6,0.93,0.37,0.66,-7.94,-23.88,-7.56,-8.67,4.09,3.73,-0.03,-0.19,-0.49,0.85,4697064
7,0.93,0.37,0.66,-7.94,-23.88,-7.56,-9.02,5.05,3.27,-0.03,-0.19,-0.49,0.85,4697105
8,0.93,0.37,0.66,-7.94,-23.88,-7.56,-8.63,5.05,2.35,-0.03,-0.19,-0.49,0.85,4697146
9,0.93,0.37,0.66,-7.94,-23.88,-7.56,-8.21,5.66,1.39,-0.03,-0.19,-0.49,0.85,4697187
10,0.93,0.37,0.66,-17.81,-23.88,4.13,-8.21,5.66,1.39,-0.03,-0.19,-0.49,0.85,4697227
11,0.93,0.37,0.66,-17.81,-23.88,4.13,-8.25,6.20,1.82,-0.03,-0.19,-0.49,0.85,4697269
12,0.78,0.05,0.50,-17.81,-23.88,4.13,-8.25,6.20,1.82,-0.03,-0.19,-0.49,0.85,4697311
13,0.78,0.05,0.50,-17.81,-23.88,4.13,-8.18,6.12,1.63,-0.03,-0.19,-0.49,0.85,4697352
14,0.78,0.05,0.50,-17.81,-23.88,4.13,-8.02,6.16,1.43,-0.03,-0.19,-0.49,0.85,4697394
15,0.78,0.05,0.50,-17.81,-23.88,4.13,-7.87,6.31,0.93,-0.03,-0.19,-0.49,0.85,4697435
16,0.78,0.05,0.50,-19.56,-21.69,5.25,-7.87,6.31,0.93,-0.03,-0.19,-0.49,0.85,4697474
17,0.78,0.05,0.50,-19.56,-21.69,5.25,-7.79,6.50,1.28,-0.03,-0.19,-0.49,0.85,4697516
18,0.50,-0.16,0.19,-19.56,-21.69,5.25,-7.79,6.50,1.28,-0.03,-0.19,-0.49,0.85,4697556
19,0.50,-0.16,0.19,-19.56,-21.69,5.25,-7.75,6.73,1.36,-0.03,-0.19,-0.49,0.85,4697600
20,0.50,-0.16,0.19,-19.56,-21.69,5.25,-7.60,6.89,1.32,-0.03,-0.19,-0.49,0.85,4697641
21,0.50,-0.16,0.19,-19.56,-21.69,5.25,-7.33,6.58,0.82,-0.03,-0.19,-0.49,0.85,4697681
22,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.33,6.58,0.82,-0.03,-0.19,-0.49,0.85,4697723
23,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.37,6.66,0.52,-0.03,-0.19,-0.49,0.85,4697764
24,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.33,6.73,0.36,-0.03,-0.19,-0.49,0.85,4697807
25,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.37,7.00,0.71,-0.03,-0.19,-0.49,0.85,4697849
26,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.29,7.04,0.52,-0.03,-0.19,-0.49,0.85,4697891
27,0.07,-0.05,0.16,-19.56,-21.69,5.25,-7.29,6.89,0.13,-0.03,-0.19,-0.49,0.85,4697932
28,0.06,0.01,0.03,-19.56,-21.69,5.25,-7.29,6.89,0.13,-0.03,-0.19,-0.49,0.85,4697973
29,0.06,0.01,0.03,-19.56,-21.69,5.25,-7.06,6.96,0.09,-0.03,-0.19,-0.49,0.85,4698014
30,0.06,0.01,0.03,-19.56,-21.69,5.25,-7.06,7.08,0.25,-0.03,-0.19,-0.49,0.85,4698056
31,0.06,0.01,0.03,-19.56,-21.69,5.25,-6.60,7.08,0.05,-0.03,-0.19,-0.49,0.85,4698097
32,0.06,0.01,0.03,-19.56,-21.69,5.25,-6.79,7.04,0.09,-0.03,-0.19,-0.49,0.85,4698138
33,0.06,0.01,0.03,-19.56,-21.69,5.25,-6.95,7.12,0.13,-0.03,-0.19,-0.49,0.85,4698178
34,0.15,-0.06,0.07,-19.56,-21.69,5.25,-6.95,7.12,0.13,-0.03,-0.19,-0.49,0.85,4698220
35,0.07,-0.10,0.06,-19.56,-21.69,5.25,-6.95,7.12,0.13,-0.03,-0.19,-0.49,0.85,4698262
36,0.07,-0.10,0.06,-19.56,-21.69,5.25,-6.83,7.20,0.21,-0.03,-0.19,-0.49,0.85,4698304
37,0.07,-0.10,0.06,-19.56,-21.69,5.25,-6.79,7.20,-0.06,-0.03,-0.19,-0.49,0.85,4698345
38,0.07,-0.10,0.06,-19.56,-21.69,5.25,-6.95,7.23,-0.02,-0.03,-0.19,-0.49,0.85,4698387
39,0.07,-0.10,0.06,-20.00,-14.13,5.06,-6.95,7.23,-0.02,-0.03,-0.19,-0.49,0.85,4698430
40,0.04,0.05,0.11,-20.00,-14.13,5.06,-6.95,7.23,-0.02,-0.03,-0.19,-0.49,0.85,4698472
41,0.01,0.07,0.06,-20.00,-14.13,5.06,-6.95,7.23,-0.02,-0.03,-0.19,-0.49,0.85,4698513
42,0.01,0.07,0.06,-20.00,-14.13,5.06,-6.99,7.23,0.21,-0.03,-0.19,-0.49,0.85,4698555
43,0.01,0.07,0.06,-20.00,-14.13,5.06,-6.87,7.23,0.09,-0.03,-0.19,-0.49,0.85,4698595
44,0.01,0.07,0.06,-20.00,-14.13,5.06,-6.91,7.31,0.17,-0.03,-0.19,-0.49,0.85,4698636
45,0.01,0.07,0.06,-20.44,-16.19,4.75,-6.91,7.31,0.17,-0.03,-0.19,-0.49,0.85,4698677
46,-0.06,0.10,0.02,-20.44,-16.19,4.75,-6.91,7.31,0.17,-0.03,-0.19,-0.49,0.85,4698719
47,-0.04,0.06,0.00,-20.44,-16.19,4.75,-6.91,7.31,0.17,-0.03,-0.19,-0.49,0.85,4698761
