,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.0,0.0,0.0,2.7880966799015114,-0.3386128754914003,-0.3635725780078198
1,0.0,0.0,0.0,2.786677993002336,-0.3414425926076316,-0.3665940407153953
2,0.0,0.0,0.0,2.786099431033158,-0.3482419383942932,-0.3636393267086028
3,0.0,0.0,0.0,2.786705265150589,-0.3568062724541132,-0.3556690543782075
4,0.0,0.0,0.0,2.788125375319092,-0.3638890781095215,-0.3453211862298621
5,0.0,0.0,0.0,2.789719629594346,-0.3662105824260737,-0.3376168295734666
6,0.0,0.0,0.0,2.790988974183602,-0.3618502280935343,-0.3378090274010848
7,0.0,0.0,0.0,2.79166038428405,-0.3518741580781198,-0.3463854596138161
8,0.0,0.0,0.0,2.7917101447502928,-0.3406745438852492,-0.3593944193385351
9,0.0,0.0,0.0,2.7913643640871224,-0.3336497702964139,-0.3715772888244177
10,0.0,0.0,0.0,2.7909311395024297,-0.3340402184091122,-0.3776925167916134
11,0.0,0.0,0.0,2.7907199474288245,-0.3413553201610719,-0.3744075713202918
12,0.0,0.0,0.0,2.790704143494973,-0.3524300162662405,-0.3624658831356165
13,0.0,0.0,0.0,2.790445158217455,-0.3633160373849977,-0.3468624684696255
14,0.0,0.0,0.0,2.789675954701848,-0.3703399013739338,-0.3345537742227293
15,0.0,0.0,0.0,2.788649319945258,-0.3714228608796072,-0.3300992663391146
16,0.0,0.0,0.0,2.7878394286226604,-0.3674483766708898,-0.3328971521108043
17,0.0,0.0,0.0,2.7875218942885103,-0.3610597188999193,-0.3399665068149031
18,0.0,0.0,0.0,2.787663280192184,-0.3547461245207609,-0.3485584257563768
19,0.0,0.0,0.0,2.7880583568391564,-0.3501223968520909,-0.355996373041005
20,0.0,0.0,0.0,2.78857143364571,-0.3470480796104259,-0.3608131781246222
21,0.0,0.0,0.0,2.789203369543419,-0.3446499425355721,-0.3633322587646774
22,0.0,0.0,0.0,2.78985262782732,-0.343011237277796,-0.3642438801301428
23,0.0,0.0,0.0,2.790247702588861,-0.3430579440466238,-0.3635554947629356
24,0.0,0.0,0.0,2.7900125494887145,-0.3454740081654918,-0.360667130483823
25,0.0,0.0,0.0,2.7890179135893525,-0.3500450236644615,-0.3552286703353274
26,0.0,0.0,0.0,2.78751401659655,-0.3552747183837763,-0.3485948947945661
27,0.0,0.0,0.0,2.7860412756898083,-0.358857106252381,-0.3443756969550026
28,0.0,0.0,0.0,2.7853237879149493,-0.3592690656865164,-0.3461754654322286
29,0.0,0.0,0.0,2.78584933965353,-0.3566986296799881,-0.3540964728161992
30,0.0,0.0,0.0,2.7875207909789315,-0.3529794800042279,-0.3641109604537558
31,0.0,0.0,0.0,2.789583930303784,-0.3504617268712379,-0.3707627322961853
32,0.0,0.0,0.0,2.790971621272123,-0.3505559411572905,-0.3691339711998824
33,0.0,0.0,0.0,2.791068508743201,-0.3529752375165051,-0.3577508908886883
34,0.0,0.0,0.0,2.7901067439833254,-0.3563911782815498,-0.3413154692311571
35,0.0,0.0,0.0,2.788884172450743,-0.3590765559493637,-0.3291091123285286
36,0.0,0.0,0.0,2.7883029056146955,-0.3594515981786484,-0.3281845838090725
37,0.0,0.0,0.0,2.7888173991906577,-0.3576083482639722,-0.3377329176968239
38,0.0,0.0,0.0,2.790171591256312,-0.3550062913097262,-0.349925187060975
39,0.0,0.0,0.0,2.7916965651187966,-0.3531715451887949,-0.3568858085623021
40,0.0,-2.760096244229429,0.0,2.7926862918446527,-0.3526210217682617,-0.3558373316362684
41,0.0,3.1360896921993326,0.0,2.792574454087004,-0.3519611776600718,-0.3496083341382697
42,0.0,2.7071092017832377,0.0,2.7912125754275725,-0.3492958051500117,-0.3437302466197661
43,0.0,2.2512717365405783,0.0,2.789104637092463,-0.344844987980777,-0.3419207652869924
44,0.0,1.784672354211826,0.0,2.787188174338149,-0.3404808737815942,-0.3437810563824147
45,0.0,1.3129606637054956,0.0,2.786256105606581,-0.3380340611276745,-0.3462720829497878
46,0.0,0.8385465895857834,0.3814964093603638,2.7866836376128044,-0.3388674884714918,-0.347698890090906
47,0.0,0.3626527646936389,-0.0055029613904606,2.7882501802982627,-0.3431450114223309,-0.3495020050597456
48,0.0,-0.1139921266710106,-0.3764969345625519,2.79013330799739,-0.3497139066946305,-0.3546245651713245
49,0.0,-0.590867905861471,-0.739798502213648,2.791465323022971,-0.3566180950933634,-0.3650842940140976
50,0.0,-1.0675127972261211,-1.1213292671965918,2.7916783355226804,-0.3619331953307908,-0.3787958029988136
51,0.0,-1.5434066221182656,-1.5282797361808402,2.7906413641358,-0.3645249129661671,-0.3891069281255799
52,0.0,-2.0178206962379783,-1.952248617789178,2.788707957124684,-0.3643897750994023,-0.3886737048490469
53,0.0,-2.489532386744308,-2.3867311300302188,2.78659934831933,-0.3624197537616737,-0.3751146553574844
54,0.0,-2.956131769073061,-2.827456551594945,2.785162265482927,-0.359752568835549,-0.3536448074139316
55,0.0,2.871216072863866,3.011696573917868,2.7849867165654425,-0.3571504303841389,-0.3339619714733367
56,0.0,2.442235582447771,2.5666287007292365,2.786143933313917,-0.3550073834807886,-0.323264246517589
57,0.0,2.0552362116969465,2.1225965190624634,2.788248250391191,-0.353254412406572,-0.322583331957141
58,0.0,0.0,1.681871097497736,2.7906703513400584,-0.3516056201259092,-0.3284472236928483
59,0.0,0.0,1.2473885852566953,2.792654361374925,-0.349662039109875,-0.3356098652055844
60,0.0,0.0,0.8234197036483574,2.793594052240937,-0.3472516842685095,-0.3399237079464236
61,0.0,0.0,0.4164692346641092,2.793347609590575,-0.3454084343538329,-0.3409207138371619
62,0.0,0.0,0.0349384696811653,2.7922508191188578,-0.3457834765831178,-0.3420576703646672
63,0.0,0.0,-0.3283630979699311,2.7908869182334626,-0.3486572866497103,-0.3471040254302391
64,0.0,0.0,-0.6993570711420222,2.7898093957038856,-0.3521550794918638,-0.356684440494945
65,0.0,0.0,-1.0863564418928469,2.7892390540277003,-0.3535704314453692,-0.3670419968403343
66,0.0,0.0,0.0,2.788946870124643,-0.3515601684857939,-0.3728773112399287
67,0.0,0.0,0.0,2.7885743849055644,-0.3472602766311318,-0.3710289662053788
68,0.0,0.0,0.0,2.788060578605404,-0.3437346202252095,-0.3628662777978363
69,0.0,0.0,0.0,2.787663168651414,-0.3439540370448709,-0.3540068980983043
70,0.0,0.0,0.0,2.787736928888683,-0.3487733396398371,-0.3504495342286466
71,0.0,0.0,0.0,2.788310368233576,-0.3563544101910615,-0.3541021770404673
72,0.0,0.0,0.0,2.789045314102456,-0.3632315696190202,-0.3623803375115846
73,0.0,0.0,0.0,2.78952416741952,-0.3662471570410813,-0.3703448417025022
74,0.0,0.0,0.3814964093603638,2.78952531332404,-0.3646391499222201,-0.3736982350305685
75,0.0,0.0,-0.0055029613904606,2.7891626373235527,-0.3602049215431962,-0.3715905173846265
76,0.0,0.0,-0.3764969345625519,2.788799961323065,-0.3555642273824697,-0.3664802804370875
77,0.0,0.0,-0.739798502213648,2.7888011072275862,-0.3527075558395565,-0.3613305001678277
78,0.0,0.0,-1.1213292671965918,2.7892799605446497,-0.3519663571681027,-0.3566287652281283
79,0.0,2.871216072863866,3.011696573917868,2.7849867165654425,-0.3571504303841389,-0.3339619714733367
80,0.0,2.442235582447771,2.5666287007292365,2.786143933313917,-0.3550073834807886,-0.323264246517589
81,0.0,2.0552362116969465,2.1225965190624634,2.788248250391191,-0.353254412406572,-0.322583331957141
82,0.0,0.0,1.681871097497736,2.7906703513400584,-0.3516056201259092,-0.3284472236928483
83,0.0,0.0,1.2473885852566953,2.792654361374925,-0.349662039109875,-0.3356098652055844
84,0.0,0.0,0.8234197036483574,2.793594052240937,-0.3472516842685095,-0.3399237079464236
85,0.0,0.0,0.4164692346641092,2.793347609590575,-0.3454084343538329,-0.3409207138371619
86,0.0,0.0,0.0349384696811653,2.7922508191188578,-0.3457834765831178,-0.3420576703646672
87,0.0,0.0,-0.3283630979699311,2.7908869182334626,-0.3486572866497103,-0.3471040254302391
88,0.0,0.0,-0.6993570711420222,2.7898093957038856,-0.3521550794918638,-0.356684440494945
89,0.0,0.0,-1.0863564418928469,2.7892390540277003,-0.3535704314453692,-0.3670419968403343
90,0.0,0.0,0.0,2.788946870124643,-0.3515601684857939,-0.3728773112399287
91,0.0,0.0,0.0,2.7885743849055644,-0.3472602766311318,-0.3710289662053788
