,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
1543,2.74,-0.3,-1.1,11.06,-0.94,-15.63,-8.2,4.93,2.49,0.38,0.47,0.12,0.79,596343,36792,W,-1.403325517955961,1.442047288698182,2.3576169569277665,2.7556337452225845,-0.1158336050306187,0.1848910606440844,0.0,0.0,0.0,-0.0373170731707317,0.04,0.0270731707317073,0.0,0.0,0.0,0.0029255768809292,0.0026187419768934,0.0005912833839506
1544,2.74,-0.3,-1.1,11.06,-0.94,-15.63,-9.73,6.57,3.6,0.38,0.47,0.12,0.79,596384,36833,W,-1.636322643681125,1.18827367893335,1.985724198280852,2.854854874236366,-0.4967033286316888,-0.1516823740508524,0.0,0.0,0.0,0.0826315789473684,0.1473684210526315,0.0513157894736842,-0.0017731829573934,0.0003007518796992,0.0005764411027568,-0.002174515235457,-0.0038781163434903,-0.0013504155124653
1545,2.74,-0.3,-1.1,11.06,-0.94,-15.63,-6.59,12.17,5.55,0.38,0.47,0.12,0.79,596422,36871,W,-1.8880425062139208,0.8781649084007919,1.6000273932685265,2.9555568939285983,-0.8802704891128894,-0.469888467607706,-0.0673809523809523,0.0114285714285714,0.0219047619047619,0.0,0.0,0.0,0.0016043083900226,-0.0002721088435374,-0.0005215419501133,-0.0015714285714285,-0.0069583333333333,-0.001845238095238
1546,-0.09,0.18,-0.18,11.06,-0.94,-15.63,-6.59,12.17,5.55,0.38,0.47,0.12,0.79,596464,36913,W,-2.15275894503818,0.5185827404318595,1.196196302453879,3.012931284032348,-1.2657339527314402,-0.7638547540378242,0.0,0.0,0.0,-0.066,-0.29225,-0.0774999999999999,0.00016875,8.750000000000001e-05,0.000175,0.00165,0.00730625,0.0019374999999999
1547,-0.09,0.18,-0.18,11.06,-0.94,-15.63,-9.23,0.48,2.45,0.38,0.47,0.12,0.79,596504,36953,W,-2.426153931405987,0.1084373031408639,0.7671419098423962,3.013746100229586,-1.6519621575189605,-1.0152538712246788,0.00675,0.0035,0.007,0.0,0.0,0.0,-0.00016875,-8.750000000000001e-05,-0.000175,0.00011875,0.0009124999999999,-5.000000000000004e-05
1548,0.18,0.32,0.1,11.06,-0.94,-15.63,-9.23,0.48,2.45,0.38,0.47,0.12,0.79,596544,36993,W,-2.701517380169356,-0.3479806649321667,0.2934176416036114,2.971146532067129,-2.0374467992052114,-1.1777791863061915,0.0,0.0,0.0,0.00475,0.0365,-0.002,0.0,0.0,0.0,-0.0003490131578947,-0.000991447368421,2.368421052631581e-05
1549,0.18,0.32,0.1,11.06,-0.94,-15.63,-9.04,1.94,2.37,0.38,0.47,0.12,0.79,596584,37033,W,-2.960315467386016,-0.8390693069565702,-0.278885090720595,2.9070630127592603,-2.4225585947898627,-1.137499232362789,0.0,0.0,0.0,-0.0092105263157895,-0.0031578947368421,-0.0010526315789473,-0.0001012145748987,-0.0001686909581646,-0.0001147098515519,0.0002423822714681,8.310249307479216e-05,2.770083102493077e-05
1550,0.18,0.32,0.1,11.06,-0.94,-15.63,-9.39,1.82,2.33,0.38,0.47,0.12,0.79,596622,37071,W,-3.1195432426788647,-1.347460388270473,-1.076410471847911,2.844140648789764,-2.8306543924526792,-0.7544112818295469,-0.0038461538461538,-0.0064102564102564,-0.0043589743589743,0.0,0.0,0.0,7.938856015779091e-05,0.0001130834976988,6.689677843523998e-05,0.0,0.0,0.0
1551,0.03,0.07,-0.07,11.06,-0.94,-15.63,-9.39,1.82,2.33,0.38,0.47,0.12,0.79,596661,37110,W,-2.896769715025496,-1.8632125632096048,-2.070873145982722,2.799169219153728,0.3182064471444237,-0.4016002185520045,-0.00075,-0.002,-0.00175,0.0,0.0,0.0,1.875e-05,5e-05,4.3750000000000006e-05,4.878048780487809e-05,-4.268292682926833e-05,-4.268292682926847e-05
1552,0.0,-0.01,-0.14,11.06,-0.94,-15.63,-9.39,1.82,2.33,0.38,0.47,0.12,0.79,596701,37150,W,-2.521141211627599,-2.391531057604152,-2.8441552504848104,2.779155002661073,-0.1492097102194989,-0.3142178871955363,0.0,0.0,0.0,0.0019512195121951,-0.0017073170731707,-0.0017073170731707,0.0,0.0,0.0,-4.759071980963717e-05,4.164187983343252e-05,8.229228633749787e-05
1553,0.0,-0.01,-0.14,11.06,-0.94,-15.63,-9.31,1.75,2.26,0.38,0.47,0.12,0.79,596742,37191,W,-2.881004032709324,-2.968676635198113,2.914493677488269,2.7754205134673864,-0.3591042148732227,-0.320284220874529,0.0,0.0,0.0,0.0,0.0,0.0016666666666666,0.0,0.0,0.0,2.4420024420024982e-05,-2.442002442002444e-05,-1.5262515262515405e-05
1554,0.0,-0.01,-0.14,11.06,-0.94,-15.63,-9.31,1.75,2.33,0.38,0.47,0.12,0.79,596784,37233,W,2.381934446738336,2.4918457880145293,2.5076159131050604,2.774531421995952,-0.4208567345755758,-0.3296773633619048,0.0,0.0,0.0,0.001025641025641,-0.001025641025641,0.001025641025641,2.5015634771732333e-05,4.3777360850531575e-05,5.628517823639776e-05,-2.6298487836949982e-05,2.62984878369494e-05,-2.62984878369494e-05
1555,0.0,-0.01,-0.14,11.06,-0.94,-15.63,-9.27,1.71,2.37,0.38,0.47,0.12,0.79,596823,37272,W,1.046259833080262,1.0132768447975986,2.1689918547277856,2.774210808132563,-0.3874853530070545,-0.3329309303644269,0.0009756097560975,0.0017073170731707,0.0021951219512195,0.0,0.0,0.0,-2.379535990481856e-05,-4.164187983343247e-05,-5.353955978584177e-05,-2.501563477173291e-05,2.5015634771732356e-05,-2.5015634771732356e-05
1556,0.04,0.06,-0.05,11.06,-0.94,-15.63,-9.27,1.71,2.37,0.38,0.47,0.12,0.79,596864,37313,W,0.1806839653380701,-0.0294181933630134,1.8996976253366755,2.774722798092028,-0.3579326310858496,-0.3353346358090293,0.0,0.0,0.0,-0.001025641025641,0.001025641025641,-0.001025641025641,0.0,0.0,0.0,9.681130834977126e-05,-5.193951347797506e-05,5.193951347797506e-05
1557,0.04,0.06,-0.05,11.06,-0.94,-15.63,-9.31,1.75,2.33,0.38,0.47,0.12,0.79,596903,37352,W,-0.3944850622777979,-0.6164706291340809,1.7026940957783092,2.774804173962888,-0.3409101009691975,-0.3324007645451449,0.0,0.0,0.0,0.00275,-0.001,0.001,0.0,0.0,0.0,-8.750000000000146e-05,2.500000000000002e-05,-5.000000000000004e-05
1558,0.04,0.06,-0.05,11.06,-0.94,-15.63,-9.2,1.71,2.37,0.38,0.47,0.12,0.79,596943,37392,W,-0.7905087906611332,-0.9560897178215932,1.6450003409294682,2.77654450455406,-0.3286711665789772,-0.3270736649199779,0.0,0.0,0.0,-0.00075,0.0,-0.001,0.0,0.0,0.0,3.848684210526461e-05,2.6315789473684232e-05,5.1315789473684254e-05
1559,0.04,0.06,-0.05,11.06,-0.94,-15.63,-9.23,1.71,2.33,0.38,0.47,0.12,0.79,596983,37432,W,-0.8413550883887523,-1.0595096250355818,1.786117189575558,2.77901589656945,-0.3348619154254935,-0.3261501835317084,0.0,0.0,0.0,0.0007894736842105,0.0010526315789473,0.0010526315789473,-3.209242618741977e-05,-7.06033376123235e-05,7.06033376123235e-05,-2.077562326869885e-05,-2.770083102493077e-05,-2.770083102493077e-05
1560,0.04,0.06,-0.05,11.06,-0.94,-15.63,-9.2,1.75,2.37,0.38,0.47,0.12,0.79,597021,37470,W,-0.7143736910084248,-1.0896172939980238,1.9166856076098349,2.787054763518215,-0.3599115460920193,-0.3365815850421077,-0.0012195121951219,-0.0026829268292682,0.0026829268292682,0.0,0.0,0.0,3.584176085663296e-05,4.1046995835812026e-05,-3.4949434860202264e-05,0.0,0.0,0.0
1561,-0.01,-0.05,0.06,11.06,-0.94,-15.63,-9.2,1.75,2.37,0.38,0.47,0.12,0.79,597062,37511,W,-0.8128832842653543,-1.2096067562992243,1.8562287221067948,2.82747517614135,-0.2464010177726143,-0.3327374003511512,0.00025,-0.0009999999999999,0.00125,0.0,0.0,0.0,-6.25e-06,2.4999999999999994e-05,-3.125e-05,7.499999999999952e-05,0.0,9.374999999999996e-05
1562,0.0,-0.09,0.11,11.06,-0.94,-15.63,-9.2,1.75,2.37,0.38,0.47,0.12,0.79,597102,37551,W,-1.159431659386517,-1.423078958767628,1.6662842307798529,2.917128805144765,0.1250776647627296,-0.3365239099988538,0.0,0.0,0.0,0.0029999999999999,0.0,0.0037499999999999,0.0,0.0,0.0,-0.0001937499999999,2.500000000000002e-05,-0.0001874999999999
1563,0.0,-0.09,0.11,11.06,-0.94,-15.63,-9.08,1.75,2.52,0.38,0.47,0.12,0.79,597142,37591,W,-1.677726202123169,-1.6890390567979396,1.4172963035920687,3.0088025341006945,0.230722297203398,-0.4626968180058485,0.0,0.0,0.0,-0.0047499999999999,0.001,-0.0037499999999999,0.0,0.0,0.0,-5.432692307692311e-05,-2.500000000000002e-05,2.323717948717923e-05
1564,0.0,-0.09,0.11,11.06,-0.94,-15.63,-9.27,1.79,2.37,0.38,0.47,0.12,0.79,597182,37631,W,-2.28617206429226,-1.9856356235840875,1.129676396002885,3.0325519837450168,0.0348987310634762,-0.7354862744306986,0.0,0.0,0.0,-0.0069230769230769,0.0,-0.0028205128205128,8.974358974358976e-05,-0.0002051282051282,0.0002307692307692,0.0001775147928994,0.0,7.232084155161099e-05
1565,0.0,-0.09,0.11,11.06,-0.94,-15.63,-9.54,1.79,2.26,0.38,0.47,0.12,0.79,597221,37670,W,-2.9088848468766284,-2.304645571330344,0.8025278104774358,2.975046933485213,-0.2951767505684277,-1.1184225843660012,0.0035,-0.0079999999999999,0.009,0.0,0.0,0.0,-0.0005490384615384,-0.0004474358974358,0.000351923076923,0.0,0.0,0.0
1566,0.14,-0.41,0.47,11.06,-0.94,-15.63,-9.54,1.79,2.26,0.38,0.47,0.12,0.79,597261,37710,W,2.7921302893426847,-2.638660911762469,0.4419513409683133,2.862034923674764,-0.6994548923899682,-1.5900548831428252,-0.0184615384615384,-0.0258974358974358,0.023076923076923,0.0,0.0,0.0,0.000473372781065,0.0006640368178829,-0.0005917159763313,-0.0026538461538461,0.0016666666666666,-0.0001730769230769
1567,-0.58,-1.42,1.37,11.06,-0.94,-15.63,-9.54,1.79,2.26,0.38,0.47,0.12,0.79,597300,37749,W,2.2659600007988887,-2.9812720220603914,0.058634763946927,2.7237010871932674,-1.1652702807885578,-2.1485596988009164,0.0,0.0,0.0,-0.1035,0.0649999999999999,-0.0067499999999999,0.0,0.0,0.0,0.0031113095238095,-0.0006904761904761,7.946428571428564e-05
1568,-0.58,-1.42,1.37,11.06,-0.94,-15.63,-13.68,4.39,1.99,0.38,0.47,0.12,0.79,597340,37789,W,1.789465985615586,2.955089745994614,-0.3342899382280568,2.5871928090066905,-1.7050277461602106,-2.7986185382073234,0.0,0.0,0.0,0.0209523809523809,0.0373809523809523,-0.0035714285714285,0.0,0.0,0.0,0.0028466771323914,-0.0067569335426478,-0.0050187510901796
1569,-0.58,-1.42,1.37,11.06,-0.94,-15.63,-12.8,5.96,1.84,0.38,0.47,0.12,0.79,597382,37831,W,1.3533500639635443,2.6073346144397367,-0.7239811679997098,2.4786810899604004,-2.3536998517257315,2.7669624817525444,0.0,0.0,0.0,0.1405128205128205,-0.2464102564102564,-0.2143589743589743,0.0012148962148962,3.663003663003652e-05,5.494505494505486e-05,-0.003602892833662,0.006318211702827,0.0054963839579224
1570,-0.58,-1.42,1.37,11.06,-0.94,-15.63,-7.32,-3.65,-6.52,0.38,0.47,0.12,0.79,597421,37870,W,0.951864338930512,2.261412362210155,-1.1007854394491117,2.426356169765986,-3.113606368371557,2.052104793383468,0.0473809523809523,0.0014285714285714,0.0021428571428571,0.0,0.0,0.0,-0.0011281179138321,-3.4013605442176775e-05,-5.102040816326523e-05,-0.0011324041811846,0.001910569105691,0.0062543554006968
1571,1.41,-1.36,1.46,11.06,-0.94,-15.63,-7.32,-3.65,-6.52,0.38,0.47,0.12,0.79,597463,37912,W,0.5840801791581748,1.9192235937553013,-1.4587885581851865,2.458156505772372,2.438546885454544,1.4037464095320171,0.0,0.0,0.0,-0.047560975609756,0.0802439024390243,0.2626829268292683,6.253908692933088e-06,0.0006566604127579,-0.0014133833646028,0.0011600237953599,-0.0019571683521713,-0.0064069006543723
1572,1.41,-1.36,1.46,11.06,-0.94,-15.63,-9.27,-0.36,4.25,0.38,0.47,0.12,0.79,597504,37953,W,0.2555775556688464,1.5874339947466505,-1.798007785553308,2.5718413597849743,1.8707711833476983,0.8348609640650007,0.0002564102564102,0.0269230769230769,-0.0579487179487179,0.0,0.0,0.0,-6.574621959237349e-06,-0.0006903353057199,0.0014858645627876,0.0006602564102564,0.0019423076923076,-0.0001987179487179
1573,1.42,-0.31,-0.8,11.06,-0.94,-15.63,-9.27,-0.36,4.25,0.38,0.47,0.12,0.79,597543,37992,W,-0.0256296149781408,1.2856979708129013,-2.12294043914553,2.7036873115605435,1.4619181785501354,0.331549559901229,0.0,0.0,0.0,0.0257499999999999,0.07575,-0.00775,0.0,0.0,0.0,-0.0004963141025641,-0.0015796474358974,-0.0009600961538461
1574,1.42,-0.31,-0.8,11.06,-0.94,-15.63,-8.24,2.67,3.94,0.38,0.47,0.12,0.79,597583,38032,W,-0.2591672148550618,1.0724777375077348,-2.438206195779983,2.778356097734453,1.16887367639378,-0.117583125511185,0.0,0.0,0.0,0.0058974358974359,0.0125641025641025,-0.0461538461538461,-3.126954346466531e-05,0.0001125703564727,-0.0006879299562226,-0.0001512163050624,-0.0003221564760026,0.0011834319526627
1575,1.42,-0.31,-0.8,11.06,-0.94,-15.63,-8.01,3.16,2.14,0.38,0.47,0.12,0.79,597622,38071,W,-0.4665579927627373,1.2772346189062866,-2.7471735841691403,2.780855315946042,0.9440109213296548,-0.4985885840224638,-0.0012195121951219,0.004390243902439,-0.0268292682926829,0.0,0.0,0.0,4.193932183224248e-05,-0.0003143961927424,0.00037998215348,0.0,0.0,0.0
1576,1.37,-0.13,-1.9,11.06,-0.94,-15.63,-8.01,3.16,2.14,0.38,0.47,0.12,0.79,597663,38112,W,-0.6843998719581165,2.308845566857927,-3.0491144388662,2.741441566563063,0.733178136839456,-0.6980865615465526,0.0004999999999999,-0.0084999999999999,-0.01125,0.0,0.0,0.0,-1.2499999999999874e-05,0.0002124999999999,0.00028125,-0.0005365853658536,0.002060975609756,-0.0002560975609756
1577,1.39,-0.47,-2.35,11.06,-0.94,-15.63,-8.01,3.16,2.14,0.38,0.47,0.12,0.79,597703,38152,W,-0.9403529546996892,2.318748868823831,2.9459518621754315,2.68978664084263,0.4922449485362544,-0.0256643049153755,0.0,0.0,0.0,-0.0214634146341463,0.0824390243902439,-0.0102439024390243,0.0,0.0,0.0,0.0003588637715645,-0.0016143664485425,0.0001096073765615
1578,1.39,-0.47,-2.35,11.06,-0.94,-15.63,-8.89,6.54,1.72,0.38,0.47,0.12,0.79,597744,38193,W,-1.2416960466929408,2.0187342422418943,2.6800902588545235,2.645401826065292,0.2034797974429889,0.4937264883780891,0.0,0.0,0.0,-0.0067499999999999,0.01625,-0.00575,0.0,0.0,0.0,0.0010277243589743,0.0019463141025641,0.0010796474358974
1579,1.39,-0.47,-2.35,11.06,-0.94,-15.63,-9.16,7.19,1.49,0.38,0.47,0.12,0.79,597784,38233,W,-1.5806746130632598,1.6280520527657394,2.442580646675768,2.6400461119242027,-0.1240645472775762,0.3053734262429501,0.0,0.0,0.0,0.0343589743589743,0.094102564102564,0.0374358974358974,-0.0011257035647279,0.0004065040650406,0.0006378986866791,-0.0008809993425378,-0.0024128862590401,-0.0009598948060486
1580,1.39,-0.47,-2.35,11.06,-0.94,-15.63,-7.82,10.86,2.95,0.38,0.47,0.12,0.79,597823,38272,W,-1.948433497187048,1.1837473197848798,2.236349720100192,2.722526553598645,-0.4727920493548372,0.0273926383654812,-0.0439024390243902,0.0158536585365853,0.0248780487804878,0.0,0.0,0.0,0.0010707911957168,-0.0003866745984533,-0.0006067816775728,0.0014634146341463,0.0011897679952409,0.0009994051160023
1581,-0.41,0.18,-1.33,11.06,-0.94,-15.63,-7.82,10.86,2.95,0.38,0.47,0.12,0.79,597864,38313,W,-2.341330968114826,0.6971797460593412,2.061225789087872,2.8955153767267574,-0.8315416439520554,-0.2485596155278641,0.0,0.0,0.0,0.06,0.048780487804878,0.0409756097560975,0.0,0.0,0.0,-0.0030160618679357,-0.0046757882212968,-0.001046995835812
1582,-0.41,0.18,-1.33,11.06,-0.94,-15.63,-5.36,12.86,4.63,0.38,0.47,0.12,0.79,597905,38354,W,-2.758091279372481,0.168844663723569,1.9090336390016984,3.0473680822568268,-1.1935106553441142,-0.5089001277972743,0.0,0.0,0.0,-0.0636585365853658,-0.1429268292682926,-0.0019512195121951,0.0,0.0,0.0,0.0009084946384173,0.0001276712579508,-0.0015534099055812
1583,-0.41,0.18,-1.33,11.06,-0.94,-15.63,-7.97,7.0,4.55,0.38,0.47,0.12,0.79,597946,38395,W,3.0853562303973434,-0.4143126087794942,1.7576598834149284,3.0912820590251413,-1.5532545309576549,-0.7362321391374193,0.0,0.0,0.0,-0.0264102564102564,-0.1376923076923077,-0.0656410256410256,0.0,0.0,0.0,0.0005719921104536,0.0035568704799474,0.0018869165023011
1584,-0.41,0.18,-1.33,11.06,-0.94,-15.63,-9.0,1.63,1.99,0.38,0.47,0.12,0.79,597985,38434,W,2.629929980558392,-1.071199357035393,1.5883001416465905,3.0483093074204644,-1.906786630761128,-0.8918696630282927,0.0,0.0,0.0,-0.0041025641025641,0.001025641025641,0.0079487179487179,0.0002948717948717,-0.0002628205128205,0.0008653846153846,0.0001051939513477,-2.62984878369494e-05,-0.0002038132807363
1585,-0.41,0.18,-1.33,11.06,-0.94,-15.63,-9.16,1.67,2.3,0.38,0.47,0.12,0.79,598024,38473,W,2.184246048437264,-1.818519769855803,1.3974876416830069,2.9653331713014053,-2.2504412516176084,-0.8836205063554218,0.0115,-0.01025,0.03375,0.0,0.0,0.0,-0.0004125,0.00039375,-0.00093125,0.0,0.0,0.0
1586,0.05,-0.23,0.02,11.06,-0.94,-15.63,-9.16,1.67,2.3,0.38,0.47,0.12,0.79,598064,38513,W,1.800115939932366,-2.6275290959671653,1.1922428316246123,2.87898288722871,-2.585059296204768,-0.6000808107383429,-0.005,0.0055,-0.0034999999999999,0.0,0.0,0.0,0.000125,-0.0001374999999999,8.749999999999999e-05,-0.0001187499999999,-2.500000000000002e-05,0.0001375
1587,-0.15,-0.01,-0.12,11.06,-0.94,-15.63,-9.16,1.67,2.3,0.38,0.47,0.12,0.79,598104,38553,W,1.509454017992316,2.8488702598847024,0.9843490485296392,2.813391513724146,-2.9423748594951764,-0.2868857407990713,0.0,0.0,0.0,-0.0047499999999999,-0.001,0.0055,0.0,0.0,0.0,0.000195673076923,5.0641025641025685e-05,-8.62179487179488e-05
1588,-0.15,-0.01,-0.12,11.06,-0.94,-15.63,-9.35,1.63,2.52,0.38,0.47,0.12,0.79,598144,38593,W,1.241447526002935,2.0558168139072075,0.7857569483419465,2.7788030615818538,0.3938929392707466,-0.206951700121735,0.0,0.0,0.0,0.003076923076923,0.001025641025641,0.002051282051282,0.0,0.0,0.0,-8.382642998026328e-06,2.498356344510193e-05,-5.259697567389879e-05
1589,-0.15,-0.01,-0.12,11.06,-0.94,-15.63,-9.23,1.67,2.6,0.38,0.47,0.12,0.79,598183,38632,W,0.8866835966114144,1.2898421180593225,0.6031661003151353,2.771262719759672,-0.0350678520682872,-0.2520181620064058,0.0,0.0,0.0,0.00275,0.002,0.0,0.00026875,3.75e-05,0.0002187499999999,-6.875000000000075e-05,-5.000000000000004e-05,0.0
1590,-0.15,-0.01,-0.12,11.06,-0.94,-15.63,-9.12,1.75,2.6,0.38,0.47,0.12,0.79,598223,38672,W,0.4185576253240258,0.6119286352998817,0.4085793775756485,2.7760821461787955,-0.1664140491722485,-0.3180897306872331,0.01075,0.0015,0.0087499999999999,0.0,0.0,0.0,-0.00035,-1.2500000000000006e-05,-0.000225,0.0,0.0,0.0
1591,0.28,0.05,0.23,11.06,-0.94,-15.63,-9.12,1.75,2.6,0.38,0.47,0.12,0.79,598263,38712,W,-0.1432598408350042,0.0216226852633158,0.1447848050492733,2.782347040174717,-0.2095844994672975,-0.3557231497349707,-0.00325,0.0009999999999999,-0.00025,0.0,0.0,0.0,8.125000000000002e-05,-2.4999999999999994e-05,6.250000000000005e-06,0.0,9.374999999999996e-05,-5.000000000000004e-05
1592,0.15,0.09,0.22,11.06,-0.94,-15.63,-9.12,1.75,2.6,0.38,0.47,0.12,0.79,598303,38752,W,-0.7622207305276707,-0.5191411531066507,-0.2182694782152613,2.788533909416949,-0.2340108543393646,-0.3604216414622282,0.0,0.0,0.0,0.0,0.0037499999999999,-0.002,0.0,0.0,0.0,-2.5641025641026236e-05,-0.000119391025641,7.564102564102571e-05
1593,0.15,0.09,0.22,11.06,-0.94,-15.63,-9.12,1.9,2.52,0.38,0.47,0.12,0.79,598343,38792,W,-1.392581162549145,-1.03478211635178,-0.6829367539542361,2.7926495847372665,-0.2617807793297806,-0.3465616148270287,0.0,0.0,0.0,-0.001025641025641,-0.001025641025641,0.001025641025641,0.0,0.0,0.0,2.6298487836949982e-05,8.027959444963471e-05,-5.32890411432922e-05
1594,0.15,0.09,0.22,11.06,-0.94,-15.63,-9.16,1.86,2.56,0.38,0.47,0.12,0.79,598382,38831,W,-2.0060546385049007,-1.527808422396624,-1.2618965838488196,2.792335002333795,-0.2820133135381131,-0.3315616744990864,0.0,0.0,0.0,0.0,0.0021052631578947,-0.0010526315789473,-0.0003508771929824,-0.0001147098515519,-0.0001821862348178,0.0,-5.540166204986139e-05,2.770083102493077e-05
1595,0.15,0.09,0.22,11.06,-0.94,-15.63,-9.16,1.94,2.52,0.38,0.47,0.12,0.79,598420,38869,W,-2.595154931115513,-1.980922604423785,-2.079318992721761,2.789257610348883,-0.2829489021421956,-0.3338347501531767,-0.0133333333333333,-0.0043589743589743,-0.0069230769230769,0.0,0.0,0.0,0.0003418803418803,0.000111768573307,0.0001775147928994,0.0,-7.326007326007319e-05,9.768009768009776e-05
1596,-0.37,-0.08,-0.05,11.06,-0.94,-15.63,-9.16,1.94,2.52,0.38,0.47,0.12,0.79,598459,38908,W,3.122763313719043,-2.349169350264938,3.090407352721521,2.7885885957073526,-0.2507290032385735,-0.3568558688611554,0.0,0.0,0.0,0.0,-0.0028571428571428,0.0038095238095238,0.0001974448315911,5.226480836236933e-05,7.549361207897793e-05,0.0,6.802721088435369e-05,-9.070294784580509e-05
1597,-0.37,-0.08,-0.05,11.06,-0.94,-15.63,-9.16,1.82,2.68,0.38,0.47,0.12,0.79,598501,38950,W,2.6013592613682164,-2.47703905525061,2.349597546999742,2.7992913369314114,-0.1742172231988693,-0.3875989592303357,0.0082926829268292,0.0021951219512195,0.003170731707317,0.0,0.0,0.0,-0.0002022605591909,-5.353955978584176e-05,-7.733491969066033e-05,0.0,0.0001646341463414,-7.317073170731714e-05
1598,-0.03,0.01,0.08,11.06,-0.94,-15.63,-9.16,1.82,2.68,0.38,0.47,0.12,0.79,598542,38991,W,2.1887707486081025,-1.4839324679436268,2.04216097570227,2.834233013874198,-0.0640203626761557,-0.4043617777735905,0.0,0.0,0.0,0.0,0.0067499999999999,-0.003,0.0,0.0,0.0,2.631578947368482e-05,-0.0002148026315789,7.500000000000006e-05
1599,-0.03,0.01,0.08,11.06,-0.94,-15.63,-9.16,2.09,2.56,0.38,0.47,0.12,0.79,598582,39031,W,1.951307042697547,-1.0613302076144069,1.8997397684662032,2.9062824351616494,0.0656716555114743,-0.3748390845679363,0.0,0.0,0.0,0.0010526315789473,-0.0018421052631578,0.0,0.0,0.0,0.0,-5.337477197486779e-05,9.340585095601628e-05,-9.627727856225924e-05
1600,-0.03,0.01,0.08,11.06,-0.94,-15.63,-9.12,2.02,2.56,0.38,0.47,0.12,0.79,598620,39069,W,1.8552089500623004,-1.2266288743235156,1.762891462166147,3.007283795933935,0.2176576127767938,-0.2688341219486405,0.0,0.0,0.0,-0.0009756097560975,0.0017073170731707,-0.0036585365853658,3.048780487804878e-05,-6.0975609756097554e-05,0.0003170731707317,2.379535990481911e-05,-4.1641879833432384e-05,8.923259964306955e-05
1601,-0.03,0.01,0.08,11.06,-0.94,-15.63,-9.16,2.09,2.41,0.38,0.47,0.12,0.79,598661,39110,W,1.746143531602059,-1.482395548561738,1.578398069204744,3.087147080831281,0.2973608199855442,-0.1568403167052109,0.00125,-0.0024999999999999,0.013,0.0,0.0,0.0,-3.125e-05,6.249999999999999e-05,-0.000325,-0.000703947368421,0.0004276315789473,9.868421052631572e-05
1602,0.02,-0.09,0.6,11.06,-0.94,-15.63,-9.16,2.09,2.41,0.38,0.47,0.12,0.79,598701,39150,W,1.5460977616691989,-1.770735734239942,1.3316642937903775,3.0931469945704544,0.23313603853341,-0.1580359944804847,0.0,0.0,0.0,-0.0281578947368421,0.0171052631578947,0.0039473684210526,0.0,0.0,0.0,0.0009186288088642,-0.0005225069252077,-5.193905817174511e-06
1603,0.02,-0.09,0.6,11.06,-0.94,-15.63,-10.23,2.74,2.56,0.38,0.47,0.12,0.79,598739,39188,W,1.273036303399195,-2.083309074840771,1.020577771017647,3.0168890116844627,0.0552464644299735,-0.2823660277503366,0.0,0.0,0.0,0.0067499999999999,-0.00275,0.0037499999999999,0.0,0.0,0.0,-0.0014187499999999,0.0003379807692307,0.0001049679487179
1604,0.02,-0.09,0.6,11.06,-0.94,-15.63,-9.96,2.63,2.71,0.38,0.47,0.12,0.79,598779,39228,W,0.9539695294435124,-2.412666996442084,0.659831827755812,2.8789177206124204,-0.1977082040247245,-0.4903970829736764,0.0,0.0,0.0,-0.0499999999999999,0.0107692307692307,0.0079487179487179,0.0005064102564102,-0.0002628205128205,0.0017243589743589,0.0012820512820512,-0.0002761341222879,-0.0002038132807363
1605,0.02,-0.09,0.6,11.06,-0.94,-15.63,-11.91,3.05,3.02,0.38,0.47,0.12,0.79,598818,39267,W,0.6116509573528127,-2.754614573239988,0.2655219214420961,2.702830892680572,-0.5041546994591866,-0.7507753422610033,0.01975,-0.01025,0.06725,0.0,0.0,0.0,-0.00049375,0.00025625,-0.00168125,-0.0005182926829268,0.0010487804878048,0.000280487804878
1606,0.81,-0.5,3.29,11.06,-0.94,-15.63,-11.91,3.05,3.02,0.38,0.47,0.12,0.79,598858,39307,W,0.2619034762710674,-3.106369662033632,-0.1494004249081519,2.5086894712760777,-0.8584728102127482,-1.046761234337594,0.0,0.0,0.0,-0.0207317073170731,0.0419512195121951,0.0112195121951219,0.0,0.0,0.0,0.0018180788079657,-0.0011974165037817,-0.0009414747457579
1607,0.81,-0.5,3.29,11.06,-0.94,-15.63,-12.76,4.77,3.48,0.38,0.47,0.12,0.79,598899,39348,W,-0.0858393503823342,2.8271977305241665,-0.5743831430132355,2.3161164523093363,-1.2827971928619086,-1.3748351432562882,0.0,0.0,0.0,0.0538095238095238,-0.0071428571428571,-0.0273809523809523,0.0,0.0,0.0,-6.68934240362817e-05,-0.0028835034013605,-0.0008956916099773
1608,0.81,-0.5,3.29,11.06,-0.94,-15.63,-10.5,4.47,2.33,0.38,0.47,0.12,0.79,598941,39390,W,-0.4253013109182647,2.498295479894957,-1.000060275006385,2.151820895046224,-1.912476279514068,-1.7511827484450302,0.0,0.0,0.0,0.0509999999999999,-0.12825,-0.065,0.0,0.0,0.0,-0.0001211538461538,0.0042126602564102,0.0024326923076923
