,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.01,0.11,0.02,53.56,-65.56,10.88,4.36,8.86,0.81,0.59,0.32,0.6,0.43,1107527,326,W,-1.194791758676936,-0.9015669846510888,0.5235732420548708,-0.40457045462260377,-0.346572409220482,-0.2751410008277942
1,0.01,0.11,0.02,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.6,0.43,1107565,364,W,-1.6378703193630682,-1.249578163852975,0.19276949437018218,-0.41365578135895154,-0.34745158386952446,-0.2338754352304823
2,0.01,0.11,0.02,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.61,0.43,1107604,403,W,-2.0049643210783294,-1.5929075353483684,-0.18373440735838542,-0.4144704405156662,-0.34875235917856606,-0.204116506532867
3,-0.01,0.0,0.06,53.56,-65.56,10.88,4.33,8.94,0.89,0.59,0.32,0.61,0.43,1107644,443,W,-2.245158020806875,-1.9258765586762492,-0.5967250120959252,-0.4030643236167284,-0.35000469196661604,-0.18472443233522426
4,-0.01,0.0,0.06,53.56,-65.56,10.88,4.17,9.02,0.89,0.59,0.32,0.61,0.43,1107684,483,W,-2.2635098496502417,-2.242188615294806,-1.0349809782650974,-0.37874479332214767,-0.35179883905375176,-0.17607606917914428
5,-0.01,0.0,0.06,53.56,-65.56,10.88,4.14,8.86,0.93,0.59,0.32,0.61,0.43,1107724,523,W,-2.068129140760228,-2.5334878436165886,-1.4880392798141668,-0.3464306990106256,-0.3555173660642514,-0.18163867776075732
6,-0.01,0.0,0.06,53.56,-65.56,10.88,4.17,8.94,0.96,0.59,0.32,0.61,0.43,1107762,561,W,-1.9829307240662313,-2.7911059808082346,-1.9502318171492485,-0.3150404111518385,-0.36178757888430685,-0.20499881377212312
7,0.0,-0.04,-0.03,53.56,-65.56,10.88,4.17,8.94,0.96,0.59,0.32,0.61,0.43,1107802,601,W,-2.095327284290329,-2.995597942173907,-2.418859569790873,-0.2929144694651928,-0.36958020833292143,-0.24769443582758385
8,0.0,-0.04,-0.03,53.56,-65.56,10.88,4.25,8.98,1.04,0.59,0.32,0.61,0.43,1107844,643,W,-2.3058200789815055,-3.1094537029156197,-2.8915911721743766,-0.2841979215032455,-0.37643671897426445,-0.3060721869523035
9,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.25,8.98,1.04,0.59,0.32,0.61,0.43,1107885,684,W,-2.550534890633464,-3.098099266658279,2.9175612671246953,-0.2883375525011544,-0.37938309311026025,-0.3707898298450453
10,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.36,8.86,1.04,0.59,0.32,0.61,0.43,1107924,723,W,-2.7949656321869094,-2.985393757003235,2.4440667901443986,-0.3007898042706168,-0.37637258338678564,-0.43243846889851706
11,-0.03,-0.03,-0.04,53.56,-65.56,10.88,4.4,8.75,1.0,0.59,0.32,0.61,0.43,1107964,763,W,-3.028320160204946,-2.9264349964715075,1.9692223021489756,-0.31645073016167974,-0.3675836018515484,-0.48851732990473745
