,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
132,0.06,-0.01,-0.53,1.44,-19,-5.13,-14.37,0.87,0.11,0.38,0.47,0.12,0.79,564658,5107,W
133,0.06,-0.01,-0.53,1.44,-19,-5.13,-5.9,2.86,1.88,0.38,0.47,0.12,0.79,564697,5146,W
134,0.06,-0.01,-0.53,1.44,-19,-5.13,-5.4,3.82,2.3,0.38,0.47,0.12,0.79,564737,5186,W
135,0.06,-0.01,-0.53,1.44,-19,-5.13,-5.32,5.89,2.98,0.38,0.47,0.12,0.79,564774,5223,W
136,-0.13,-0.04,-2.5,1.44,-19,-5.13,-5.32,5.89,2.98,0.38,0.47,0.12,0.79,564813,5262,W
137,-0.13,-0.04,-2.5,1.44,-19,-5.13,-6.05,5.35,2.11,0.38,0.47,0.12,0.79,564853,5302,W
138,-0.13,-0.04,-2.5,1.44,-19,-5.13,-6.25,5,0.15,0.38,0.47,0.12,0.79,564893,5342,W
139,-0.13,-0.04,-2.5,1.44,-19,-5.13,-7.74,7,0.76,0.38,0.47,0.12,0.79,564932,5381,W
140,-0.08,0.01,-3.36,1.44,-19,-5.13,-7.74,7,0.76,0.38,0.47,0.12,0.79,564972,5421,W
141,-0.08,0.01,-3.36,1.44,-19,-5.13,-9.58,6.77,1.99,0.38,0.47,0.12,0.79,565012,5461,W
142,-0.54,0.21,-2.59,1.44,-19,-5.13,-9.58,6.77,1.99,0.38,0.47,0.12,0.79,565051,5500,W
143,-0.54,0.21,-2.59,1.44,-19,-5.13,-8.12,11.94,3.14,0.38,0.47,0.12,0.79,565091,5540,W
144,-0.54,0.21,-2.59,1.44,-19,-5.13,-8.66,12.55,4.82,0.38,0.47,0.12,0.79,565129,5578,W
145,1.05,-0.07,2.71,1.44,-19,-5.13,-8.66,12.55,4.82,0.38,0.47,0.12,0.79,565170,5619,W
146,-0.27,0.08,0.79,1.44,-19,-5.13,-8.66,12.55,4.82,0.38,0.47,0.12,0.79,565210,5659,W
147,-0.27,0.08,0.79,1.44,-19,-5.13,-9.27,1.48,1.8,0.38,0.47,0.12,0.79,565250,5699,W
148,-0.27,0.08,0.79,1.44,-19,-5.13,-9.62,1.75,2.6,0.38,0.47,0.12,0.79,565289,5738,W
149,-0.27,0.08,0.79,1.44,-19,-5.13,-9.16,1.79,2.37,0.38,0.47,0.12,0.79,565327,5776,W
150,-0.02,-0.02,0.09,1.44,-19,-5.13,-9.16,1.79,2.37,0.38,0.47,0.12,0.79,565365,5814,W
151,0.08,0.05,0.13,1.44,-19,-5.13,-9.16,1.79,2.37,0.38,0.47,0.12,0.79,565404,5853,W
152,0.08,0.05,0.13,1.44,-19,-5.13,-9.2,1.79,2.49,0.38,0.47,0.12,0.79,565442,5891,W
153,0.08,0.05,0.13,1.44,-19,-5.13,-9.16,1.82,2.6,0.38,0.47,0.12,0.79,565480,5929,W
154,0.01,-0.01,0.08,1.44,-19,-5.13,-9.16,1.82,2.6,0.38,0.47,0.12,0.79,565519,5968,W
155,0,0,0.07,1.44,-19,-5.13,-9.16,1.82,2.6,0.38,0.47,0.12,0.79,565558,6007,W
156,0,0,0.07,1.44,-19,-5.13,-9.16,1.86,2.52,0.38,0.47,0.12,0.79,565596,6045,W
157,0,0,0.07,1.44,-19,-5.13,-9.2,1.79,2.49,0.38,0.47,0.12,0.79,565634,6083,W
158,0,0,0.07,1.44,-19,-5.13,-9.16,1.9,2.6,0.38,0.47,0.12,0.79,565671,6120,W
159,-0.01,-0.04,0.12,1.44,-19,-5.13,-9.16,1.9,2.6,0.38,0.47,0.12,0.79,565710,6159,W
160,-0.01,-0.04,0.12,1.44,-19,-5.13,-9.16,1.94,2.52,0.38,0.47,0.12,0.79,565750,6199,W
161,-0.01,-0.04,0.12,1.44,-19,-5.13,-9.12,2.05,2.52,0.38,0.47,0.12,0.79,565790,6239,W
162,-0.01,-0.04,0.12,1.44,-19,-5.13,-9.16,2.05,2.56,0.38,0.47,0.12,0.79,565828,6277,W
163,-0.22,-0.04,0.23,1.44,-19,-5.13,-9.16,2.05,2.56,0.38,0.47,0.12,0.79,565868,6317,W
164,-0.01,0.02,0.55,1.44,-19,-5.13,-9.16,2.05,2.56,0.38,0.47,0.12,0.79,565908,6357,W
165,-0.01,0.02,0.55,1.44,-19,-5.13,-9.81,2.44,2.52,0.38,0.47,0.12,0.79,565946,6395,W
166,-0.01,0.02,0.55,1.44,-19,-5.13,-9.5,2.52,2.91,0.38,0.47,0.12,0.79,565986,6435,W
167,-0.01,0.02,0.55,1.44,-19,-5.13,-11.07,4.09,2.95,0.38,0.47,0.12,0.79,566024,6473,W
168,0.67,-0.34,3.2,1.44,-19,-5.13,-11.07,4.09,2.95,0.38,0.47,0.12,0.79,566063,6512,W
169,0.67,-0.34,3.2,1.44,-19,-5.13,-10.57,6.57,2.41,0.38,0.47,0.12,0.79,566102,6551,W
170,0.67,-0.34,3.2,1.44,-19,-5.13,-11.11,6.34,2.33,0.38,0.47,0.12,0.79,566141,6590,W
171,0.67,-0.34,3.2,1.44,-19,-5.13,-9.23,4.05,2.3,0.38,0.47,0.12,0.79,566180,6629,W
172,-1.48,2.16,-0.46,1.44,-19,-5.13,-9.23,4.05,2.3,0.38,0.47,0.12,0.79,566219,6668,W
173,-1.48,2.16,-0.46,1.44,-19,-5.13,-7.97,-1.78,1.64,0.38,0.47,0.12,0.79,566259,6708,W
174,-1.48,2.16,-0.46,1.44,-19,-5.13,-6.66,2.09,2.6,0.38,0.47,0.12,0.79,566299,6748,W
175,-1.48,2.16,-0.46,1.44,-19,-5.13,-7.24,6,3.98,0.38,0.47,0.12,0.79,566339,6788,W
176,-1.48,2.16,-0.46,1.44,-19,-5.13,-6.86,6.38,3.25,0.38,0.47,0.12,0.79,566377,6826,W
177,-0.51,0.76,-2.54,1.44,-19,-5.13,-6.86,6.38,3.25,0.38,0.47,0.12,0.79,566416,6865,W
178,-0.51,0.76,-2.54,1.44,-19,-5.13,-7.74,11.29,5.25,0.38,0.47,0.12,0.79,566456,6905,W
179,-0.51,0.76,-2.54,1.44,-19,-5.13,-6.78,9.95,4.48,0.38,0.47,0.12,0.79,566496,6945,W
180,-0.51,0.76,-2.54,1.44,-19,-5.13,-10.19,10.79,6.32,0.38,0.47,0.12,0.79,566535,6984,W
181,-0.51,0.76,-2.54,1.81,-34.19,-24.44,-10.19,10.79,6.32,0.38,0.47,0.12,0.79,566574,7023,W
182,-0.51,0.76,-2.54,1.81,-34.19,-24.44,-9.96,-2.08,2.71,0.38,0.47,0.12,0.79,566616,7065,W
183,-0.21,0.32,-0.05,1.81,-34.19,-24.44,-9.96,-2.08,2.71,0.38,0.47,0.12,0.79,566657,7106,W
184,-0.21,0.32,-0.05,1.81,-34.19,-24.44,-9.54,2.25,2.18,0.38,0.47,0.12,0.79,566696,7145,T
185,-0.21,0.32,-0.05,1.81,-34.19,-24.44,-9.39,2.05,2.14,0.38,0.47,0.12,0.79,566738,7187,T
186,-0.21,0.32,-0.05,1.81,-34.19,-24.44,-9.16,1.94,2.33,0.38,0.47,0.12,0.79,566776,7225,T
187,0.05,0.09,-0.01,1.81,-34.19,-24.44,-9.16,1.94,2.33,0.38,0.47,0.12,0.79,566816,7265,T
188,0.05,0.09,-0.01,1.81,-34.19,-24.44,-9.23,2.02,2.22,0.38,0.47,0.12,0.79,566856,7305,T
189,-0.03,-0.03,-0.04,1.81,-34.19,-24.44,-9.23,2.02,2.22,0.38,0.47,0.12,0.79,566895,7344,T
190,-0.03,-0.03,-0.04,1.81,-34.19,-24.44,-9.23,1.98,2.18,0.38,0.47,0.12,0.79,566935,7384,T
191,-0.03,-0.03,-0.04,2.63,-34.63,-27.63,-9.23,1.98,2.18,0.38,0.47,0.12,0.79,566974,7423,T
192,-0.03,-0.03,-0.04,2.63,-34.63,-27.63,-9.2,1.98,2.26,0.38,0.47,0.12,0.79,567014,7463,T
193,-0.03,-0.03,-0.04,2.63,-34.63,-27.63,-9.27,1.98,2.14,0.38,0.47,0.12,0.79,567054,7503,T
194,-0.03,-0.03,-0.04,2.63,-34.63,-27.63,-9.23,2.02,2.22,0.38,0.47,0.12,0.79,567095,7544,T
195,-0.03,-0.03,-0.04,2.63,-34.63,-27.63,-9.23,1.98,2.14,0.38,0.47,0.12,0.79,567135,7584,T
196,-0.03,-0.03,-0.04,3.19,-33.38,-26.69,-9.23,1.98,2.14,0.38,0.47,0.12,0.79,567175,7624,T
197,-0.01,-0.02,0.01,3.19,-33.38,-26.69,-9.23,1.98,2.14,0.38,0.47,0.12,0.79,567215,7664,T
198,-0.01,-0.02,0.01,3.19,-33.38,-26.69,-9.23,2.02,2.22,0.38,0.47,0.12,0.79,567254,7703,T
199,-0.01,-0.02,0.01,3.19,-33.38,-26.69,-9.2,2.05,2.26,0.38,0.47,0.12,0.79,567293,7742,T
200,-0.01,-0.02,0.01,3.19,-33.38,-26.69,-9.2,2.05,2.22,0.38,0.47,0.12,0.79,567332,7781,T
201,0,-0.02,0.02,3.19,-33.38,-26.69,-9.2,2.05,2.22,0.38,0.47,0.12,0.79,567372,7821,T
202,0,-0.01,0.01,3.19,-33.38,-26.69,-9.2,2.05,2.22,0.38,0.47,0.12,0.79,567412,7861,T
203,0,-0.01,0.01,3.19,-33.38,-26.69,-9.2,2.05,2.26,0.38,0.47,0.12,0.79,567452,7901,T
204,0,-0.01,0.01,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567492,7941,T
205,0,-0.01,0.01,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567531,7980,T
206,0,-0.02,0.01,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567571,8020,T
207,0,-0.02,0.01,3.19,-33.38,-26.69,-9.2,2.09,2.26,0.38,0.47,0.12,0.79,567612,8061,T
208,0.01,0.01,0,3.19,-33.38,-26.69,-9.2,2.09,2.26,0.38,0.47,0.12,0.79,567651,8100,T
209,0.01,0.01,0,3.19,-33.38,-26.69,-9.23,2.05,2.26,0.38,0.47,0.12,0.79,567691,8140,T
210,0.01,0.01,0,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567728,8177,T
211,0,-0.01,0.01,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567769,8218,T
212,0,0,0,3.19,-33.38,-26.69,-9.23,2.05,2.22,0.38,0.47,0.12,0.79,567809,8258,T
213,0,0,0,3.19,-33.38,-26.69,-9.2,2.09,2.22,0.38,0.47,0.12,0.79,567848,8297,T
214,0,0,0,3.19,-33.38,-26.69,-9.23,2.09,2.22,0.38,0.47,0.12,0.79,567889,8338,T
215,0,0,0,3.19,-33.38,-26.69,-9.23,2.05,2.26,0.38,0.47,0.12,0.79,567927,8376,T
216,0.01,0.01,-0.01,3.19,-33.38,-26.69,-9.23,2.05,2.26,0.38,0.47,0.12,0.79,567966,8415,T
217,0.01,0.02,-0.02,3.19,-33.38,-26.69,-9.23,2.05,2.26,0.38,0.47,0.12,0.79,568005,8454,T
218,0.01,0.02,-0.02,3.19,-33.38,-26.69,-9.23,2.09,2.22,0.38,0.47,0.12,0.79,568045,8494,T
219,0.01,0.02,-0.02,3.19,-33.38,-26.69,-9.23,2.09,2.22,0.38,0.47,0.12,0.79,568084,8533,T
220,0.01,0.02,-0.02,2,-36.06,-26.06,-9.23,2.09,2.22,0.38,0.47,0.12,0.79,568122,8571,T
221,0,0.01,-0.01,2,-36.06,-26.06,-9.23,2.09,2.22,0.38,0.47,0.12,0.79,568162,8611,T
222,0,0.01,-0.01,2,-36.06,-26.06,-9.23,2.05,2.18,0.38,0.47,0.12,0.79,568203,8652,T
223,0.01,0.01,-0.02,2,-36.06,-26.06,-9.23,2.05,2.18,0.38,0.47,0.12,0.79,568243,8692,T
224,0.01,0.01,-0.02,2,-36.06,-26.06,-9.2,2.05,2.18,0.38,0.47,0.12,0.79,568281,8730,T
225,0,0.01,0,2,-36.06,-26.06,-9.2,2.05,2.18,0.38,0.47,0.12,0.79,568321,8770,T
226,0,0.01,0,2,-36.06,-26.06,-9.23,2.05,2.18,0.38,0.47,0.12,0.79,568361,8810,W
227,0.02,0.04,-0.04,2,-36.06,-26.06,-9.23,2.05,2.18,0.38,0.47,0.12,0.79,568401,8850,W
228,0.02,0.04,-0.04,2,-36.06,-26.06,-9.27,2.02,2.14,0.38,0.47,0.12,0.79,568440,8889,W
229,0.02,0.04,-0.04,2,-36.06,-26.06,-9.23,2.02,2.14,0.38,0.47,0.12,0.79,568478,8927,W
230,-0.02,0,-0.04,2,-36.06,-26.06,-9.23,2.02,2.14,0.38,0.47,0.12,0.79,568520,8969,W
231,0.01,0.02,-0.06,2,-36.06,-26.06,-9.23,2.02,2.14,0.38,0.47,0.12,0.79,568560,9009,W
232,0.01,0.02,-0.06,2,-36.06,-26.06,-9.27,2.02,2.07,0.38,0.47,0.12,0.79,568600,9049,W
233,0.01,0.02,-0.06,2,-36.06,-26.06,-9.27,1.9,2.14,0.38,0.47,0.12,0.79,568641,9090,W
234,0.01,0.02,-0.06,2,-36.06,-26.06,-9.27,1.9,2.07,0.38,0.47,0.12,0.79,568679,9128,W
235,0.12,0.1,-0.14,2,-36.06,-26.06,-9.27,1.9,2.07,0.38,0.47,0.12,0.79,568719,9168,W
236,0.13,0.12,-0.11,2,-36.06,-26.06,-9.27,1.9,2.07,0.38,0.47,0.12,0.79,568759,9208,W
237,0.13,0.12,-0.11,2,-36.06,-26.06,-9.31,1.75,1.88,0.38,0.47,0.12,0.79,568800,9249,W
238,0.13,0.12,-0.11,2,-36.06,-26.06,-9.31,1.79,1.88,0.38,0.47,0.12,0.79,568840,9289,W
239,0.13,0.12,-0.11,2,-36.06,-26.06,-9.31,1.75,1.84,0.38,0.47,0.12,0.79,568878,9327,W
240,0,0.06,-0.05,2,-36.06,-26.06,-9.31,1.75,1.84,0.38,0.47,0.12,0.79,568918,9367,W
241,0,0.06,-0.05,2,-36.06,-26.06,-9.35,1.71,1.8,0.38,0.47,0.12,0.79,568958,9407,W
242,-0.08,-0.01,-0.01,2,-36.06,-26.06,-9.35,1.71,1.8,0.38,0.47,0.12,0.79,568998,9447,W
243,-0.08,-0.01,-0.01,2,-36.06,-26.06,-9.35,1.71,1.76,0.38,0.47,0.12,0.79,569038,9487,W
244,-0.08,-0.01,-0.01,2,-36.06,-26.06,-9.27,1.75,1.88,0.38,0.47,0.12,0.79,569078,9527,W
245,-0.27,-0.47,0.19,2,-36.06,-26.06,-9.27,1.75,1.88,0.38,0.47,0.12,0.79,569119,9568,W
246,0.01,-0.27,0.08,2,-36.06,-26.06,-9.27,1.75,1.88,0.38,0.47,0.12,0.79,569159,9608,W
247,0.01,-0.27,0.08,2,-36.06,-26.06,-9.08,1.82,2.49,0.38,0.47,0.12,0.79,569199,9648,W
248,0.01,-0.27,0.08,2,-36.06,-26.06,-10,2.02,2.56,0.38,0.47,0.12,0.79,569240,9689,W
249,0.01,-0.27,0.08,2,-36.06,-26.06,-6.93,10.14,11.18,0.38,0.47,0.12,0.79,569279,9728,W
250,-3.36,1.29,0.76,2,-36.06,-26.06,-6.93,10.14,11.18,0.38,0.47,0.12,0.79,569320,9769,W
251,-3.36,1.29,0.76,2,-36.06,-26.06,-4.6,10.9,-3.61,0.38,0.47,0.12,0.79,569361,9810,W
252,-4.42,0.25,1.76,2,-36.06,-26.06,-4.6,10.9,-3.61,0.38,0.47,0.12,0.79,569402,9851,W
253,-4.42,0.25,1.76,2,-36.06,-26.06,-9.16,2.4,1.72,0.38,0.47,0.12,0.79,569442,9891,W
254,-4.42,0.25,1.76,2,-36.06,-26.06,-10.69,1.82,2.91,0.38,0.47,0.12,0.79,569480,9929,W
255,-2.54,0.21,1.44,2,-36.06,-26.06,-10.69,1.82,2.91,0.38,0.47,0.12,0.79,569521,9970,W
256,-2.68,0.22,1.08,2,-36.06,-26.06,-10.69,1.82,2.91,0.38,0.47,0.12,0.79,569562,10011,W
257,-2.68,0.22,1.08,2,-36.06,-26.06,-10.19,1.59,0.07,0.38,0.47,0.12,0.79,569602,10051,W
258,-2.68,0.22,1.08,2,-36.06,-26.06,-9.88,2.17,0.15,0.38,0.47,0.12,0.79,569641,10090,W
259,-2.68,0.22,1.08,2,-36.06,-26.06,-9.35,2.86,0.07,0.38,0.47,0.12,0.79,569679,10128,W
260,-2.68,0.22,1.08,15.31,22.56,-19.56,-9.35,2.86,0.07,0.38,0.47,0.12,0.79,569719,10168,W
261,-4,1.14,0.36,15.31,22.56,-19.56,-9.35,2.86,0.07,0.38,0.47,0.12,0.79,569759,10208,W
262,-4,1.14,0.36,15.31,22.56,-19.56,-9.12,2.21,-0.43,0.38,0.47,0.12,0.79,569800,10249,W
263,-4,1.14,0.36,15.31,22.56,-19.56,-7.28,1.94,-0.81,0.38,0.47,0.12,0.79,569841,10290,W
264,-4,1.14,0.36,15.31,22.56,-19.56,-12.03,-2.04,-0.92,0.38,0.47,0.12,0.79,569880,10329,W
265,0.31,0.45,1.17,15.31,22.56,-19.56,-12.03,-2.04,-0.92,0.38,0.47,0.12,0.79,569921,10370,W
266,0.31,0.45,1.17,15.31,22.56,-19.56,-10.61,4.2,4.29,0.38,0.47,0.12,0.79,569962,10411,W
267,0.32,0.17,0.17,15.31,22.56,-19.56,-10.61,4.2,4.29,0.38,0.47,0.12,0.79,570001,10450,W
268,0.32,0.17,0.17,15.31,22.56,-19.56,-9.39,2.13,2.18,0.38,0.47,0.12,0.79,570041,10490,W
269,0.32,0.17,0.17,15.31,22.56,-19.56,-9.27,2.02,2.45,0.38,0.47,0.12,0.79,570080,10529,W
