,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
80,-0.04,-0.27,-0.94,7.5,-9.5,-14.13,-7.85,3.78,0.65,0.38,0.47,0.12,0.79,625760,3130,W
81,-0.04,-0.27,-0.94,7.5,-9.5,-14.13,-9.04,-2.96,4.71,0.38,0.47,0.12,0.79,625801,3171,W
82,0.1,0.26,0.01,7.5,-9.5,-14.13,-9.04,-2.96,4.71,0.38,0.47,0.12,0.79,625842,3212,W
83,0.1,0.26,0.01,7.5,-9.5,-14.13,-9.16,1.59,2.14,0.38,0.47,0.12,0.79,625881,3251,W
84,0.1,0.26,0.01,7.5,-9.5,-14.13,-9.16,1.82,2.41,0.38,0.47,0.12,0.79,625918,3288,W
85,0.1,0.26,0.01,7.5,-9.5,-14.13,-9.16,1.82,2.41,0.38,0.47,0.12,0.79,625956,3326,W
86,0.01,0,0.11,7.5,-9.5,-14.13,-9.16,1.82,2.41,0.38,0.47,0.12,0.79,625995,3365,W
87,0.01,0,0.11,7.5,-9.5,-14.13,-9.2,1.82,2.37,0.38,0.47,0.12,0.79,626034,3404,W
88,0.01,0,0.11,7.5,-9.5,-14.13,-9.12,2.05,2.52,0.38,0.47,0.12,0.79,626073,3443,W
89,0.01,0,0.11,7.5,-9.5,-14.13,-9.2,1.86,2.71,0.38,0.47,0.12,0.79,626111,3481,W
90,0,0.04,0.09,7.5,-9.5,-14.13,-9.2,1.86,2.71,0.38,0.47,0.12,0.79,626149,3519,W
91,-0.01,0.05,0.04,7.5,-9.5,-14.13,-9.2,1.86,2.71,0.38,0.47,0.12,0.79,626187,3557,W
92,-0.01,0.05,0.04,7.5,-9.5,-14.13,-9.16,1.98,2.45,0.38,0.47,0.12,0.79,626226,3596,W
93,-0.01,0.05,0.04,7.5,-9.5,-14.13,-9.16,2.09,2.41,0.38,0.47,0.12,0.79,626264,3634,W
94,-0.01,0.02,0.06,7.5,-9.5,-14.13,-9.16,2.09,2.41,0.38,0.47,0.12,0.79,626304,3674,W
95,-0.02,0,0.1,7.5,-9.5,-14.13,-9.16,2.09,2.41,0.38,0.47,0.12,0.79,626343,3713,W
96,-0.02,0,0.1,7.5,-9.5,-14.13,-9.12,2.17,2.45,0.38,0.47,0.12,0.79,626382,3752,W
97,-0.02,0,0.1,7.5,-9.5,-14.13,-9.16,2.13,2.41,0.38,0.47,0.12,0.79,626422,3792,W
98,-0.02,0,0.1,7.5,-9.5,-14.13,-9.12,2.21,2.41,0.38,0.47,0.12,0.79,626460,3830,W
99,-0.1,-0.04,0.21,7.5,-9.5,-14.13,-9.12,2.21,2.41,0.38,0.47,0.12,0.79,626499,3869,W
100,-0.02,0,0.61,7.5,-9.5,-14.13,-9.12,2.21,2.41,0.38,0.47,0.12,0.79,626538,3908,W
101,-0.02,0,0.61,7.5,-9.5,-14.13,-9.62,2.93,2.26,0.38,0.47,0.12,0.79,626577,3947,W
102,-0.02,0,0.61,7.5,-9.5,-14.13,-10.11,3.16,2.79,0.38,0.47,0.12,0.79,626616,3986,W
103,0.55,-0.72,1.94,7.5,-9.5,-14.13,-10.11,3.16,2.79,0.38,0.47,0.12,0.79,626656,4026,W
104,0.76,-0.63,3.24,7.5,-9.5,-14.13,-10.11,3.16,2.79,0.38,0.47,0.12,0.79,626696,4066,W
105,0.76,-0.63,3.24,7.5,-9.5,-14.13,-12.95,5.5,3.25,0.38,0.47,0.12,0.79,626734,4104,W
106,0.76,-0.63,3.24,7.5,-9.5,-14.13,-13.29,5.58,3.48,0.38,0.47,0.12,0.79,626774,4144,W
107,0.76,-0.63,3.24,7.5,-9.5,-14.13,-10.77,2.78,0.34,0.38,0.47,0.12,0.79,626812,4182,W
108,-0.79,-0.16,-0.69,7.5,-9.5,-14.13,-10.77,2.78,0.34,0.38,0.47,0.12,0.79,626851,4221,W
109,-0.79,-0.16,-0.69,7.5,-9.5,-14.13,-5.75,0.71,1.26,0.38,0.47,0.12,0.79,626893,4263,W
110,0.35,0.27,-2.18,7.5,-9.5,-14.13,-5.75,0.71,1.26,0.38,0.47,0.12,0.79,626934,4304,W
111,0.35,0.27,-2.18,7.5,-9.5,-14.13,-6.36,3.74,2.56,0.38,0.47,0.12,0.79,626973,4343,W
112,0.35,0.27,-2.18,7.5,-9.5,-14.13,-7.16,4.81,2.71,0.38,0.47,0.12,0.79,627011,4381,W
113,-0.47,0.59,-3.13,7.5,-9.5,-14.13,-7.16,4.81,2.71,0.38,0.47,0.12,0.79,627051,4421,W
114,-1.14,0.88,-3.12,7.5,-9.5,-14.13,-7.16,4.81,2.71,0.38,0.47,0.12,0.79,627091,4461,W
115,-1.14,0.88,-3.12,7.5,-9.5,-14.13,-10.69,6.88,3.18,0.38,0.47,0.12,0.79,627130,4500,W
116,-1.14,0.88,-3.12,7.5,-9.5,-14.13,-10.34,7.53,3.06,0.38,0.47,0.12,0.79,627170,4540,W
117,-1.14,0.88,-3.12,7.5,-9.5,-14.13,-10.77,8.18,3.98,0.38,0.47,0.12,0.79,627208,4578,W
118,-0.54,0.34,-2.73,7.5,-9.5,-14.13,-10.77,8.18,3.98,0.38,0.47,0.12,0.79,627248,4618,W
119,0.38,-0.65,-0.92,7.5,-9.5,-14.13,-10.77,8.18,3.98,0.38,0.47,0.12,0.79,627288,4658,W
120,0.38,-0.65,-0.92,7.5,-9.5,-14.13,-1.19,19.68,2.52,0.38,0.47,0.12,0.79,627328,4698,W
121,0.38,-0.65,-0.92,7.5,-9.5,-14.13,-11,5.2,0.99,0.38,0.47,0.12,0.79,627365,4735,W
122,0.38,-0.65,-0.92,7.5,-9.5,-14.13,-11,5.2,0.99,-0.61,0.12,0.78,0.11,627405,4775,W
123,-0.13,-0.02,0.18,7.5,-9.5,-14.13,-11,5.2,0.99,-0.61,0.12,0.78,0.11,627445,4815,W
124,-0.13,-0.02,0.18,7.5,-9.5,-14.13,-9.35,1.44,2.41,-0.61,0.12,0.78,0.11,627486,4856,W
125,-0.13,-0.02,0.18,7.5,-9.5,-14.13,-9.88,1.79,2.45,-0.61,0.12,0.78,0.11,627526,4896,W
126,-0.13,-0.02,0.18,7.5,-9.5,-14.13,-9.27,1.67,2.26,-0.61,0.12,0.78,0.11,627564,4934,W
127,0.09,0.11,-0.01,7.5,-9.5,-14.13,-9.27,1.67,2.26,-0.61,0.12,0.78,0.11,627605,4975,W
128,0.09,0.11,-0.01,7.5,-9.5,-14.13,-9.31,1.67,2.22,-0.61,0.12,0.78,0.11,627646,5016,W
129,0.05,0.02,0.07,7.5,-9.5,-14.13,-9.31,1.67,2.22,-0.61,0.12,0.78,0.11,627685,5055,W
130,0.05,0.02,0.07,7.5,-9.5,-14.13,-9.23,1.75,2.14,-0.61,0.12,0.78,0.11,627725,5095,W
131,0.05,0.02,0.07,7.5,-9.5,-14.13,-9.23,1.75,2.22,-0.61,0.12,0.78,0.11,627762,5132,W
132,0.02,-0.03,0.12,7.5,-9.5,-14.13,-9.23,1.75,2.22,-0.61,0.12,0.78,0.11,627803,5173,W
133,0.01,-0.06,0.11,7.5,-9.5,-14.13,-9.23,1.75,2.22,-0.61,0.12,0.78,0.11,627843,5213,W
134,0.01,-0.06,0.11,7.5,-9.5,-14.13,-9.23,1.82,2.22,-0.61,0.12,0.78,0.11,627881,5251,W
135,0.01,-0.06,0.11,7.5,-9.5,-14.13,-9.23,1.86,2.18,-0.61,0.12,0.78,0.11,627921,5291,W
136,0.01,-0.06,0.11,7.5,-9.5,-14.13,-9.23,1.86,2.22,-0.61,0.12,0.78,0.11,627960,5330,W
137,-0.05,-0.08,0.14,7.5,-9.5,-14.13,-9.23,1.86,2.22,-0.61,0.12,0.78,0.11,627999,5369,W
138,-0.05,-0.07,0.15,7.5,-9.5,-14.13,-9.23,1.9,2.3,-0.61,0.12,0.78,0.11,628080,5450,W
139,-0.05,-0.07,0.15,7.5,-9.5,-14.13,-9.27,1.94,2.3,-0.61,0.12,0.78,0.11,628120,5490,W
140,-0.05,-0.07,0.15,7.5,-9.5,-14.13,-9.62,2.71,2.07,-0.61,0.12,0.78,0.11,628158,5528,W
141,0.05,-0.26,0.74,7.5,-9.5,-14.13,-9.62,2.71,2.07,-0.61,0.12,0.78,0.11,628198,5568,W
142,0.05,-0.26,0.74,7.5,-9.5,-14.13,-9.65,2.21,2.52,-0.61,0.12,0.78,0.11,628237,5607,W
143,0.05,-0.26,0.74,7.5,-9.5,-14.13,-10.8,3.05,2.75,-0.61,0.12,0.78,0.11,628277,5647,W
144,0.05,-0.26,0.74,7.5,-9.5,-14.13,-11.45,4.62,2.26,-0.61,0.12,0.78,0.11,628317,5687,W
145,0.05,-0.26,0.74,0.56,-20.13,-12.25,-11.45,4.62,2.26,-0.61,0.12,0.78,0.11,628356,5726,W
146,0.05,-0.26,0.74,0.56,-20.13,-12.25,-12.11,5.27,3.02,-0.61,0.12,0.78,0.11,628397,5767,W
147,-1.43,1.5,1.49,0.56,-20.13,-12.25,-12.11,5.27,3.02,-0.61,0.12,0.78,0.11,628436,5806,W
148,-1.43,1.5,1.49,0.56,-20.13,-12.25,-8.01,-1.93,-0.2,-0.61,0.12,0.78,0.11,628476,5846,W
149,-1.43,1.5,1.49,0.56,-20.13,-12.25,-5.71,-1.51,0.23,-0.61,0.12,0.78,0.11,628516,5886,W
150,0.63,0.36,-2.32,0.56,-20.13,-12.25,-5.71,-1.51,0.23,-0.61,0.12,0.78,0.11,628557,5927,W
151,0.7,-0.11,-3.66,0.56,-20.13,-12.25,-5.71,-1.51,0.23,-0.61,0.12,0.78,0.11,628597,5967,W
152,0.7,-0.11,-3.66,0.56,-20.13,-12.25,-8.89,7.11,1.88,-0.61,0.12,0.78,0.11,628638,6008,W
153,0.7,-0.11,-3.66,0.56,-20.13,-12.25,-9.5,7.23,2.71,-0.61,0.12,0.78,0.11,628678,6048,W
154,0.7,-0.11,-3.66,0.56,-20.13,-12.25,-9.31,13.89,3.1,-0.61,0.12,0.78,0.11,628719,6089,W
155,0.7,-0.11,-3.66,3,-34.13,-14.38,-9.31,13.89,3.1,-0.61,0.12,0.78,0.11,628758,6128,W
156,-1.1,0.84,-0.95,3,-34.13,-14.38,-9.31,13.89,3.1,-0.61,0.12,0.78,0.11,628799,6169,W
157,-1.1,0.84,-0.95,3,-34.13,-14.38,-7.63,7.53,3.37,-0.61,0.12,0.78,0.11,628842,6212,W
158,-1.1,0.84,-0.95,3,-34.13,-14.38,-8.46,7,5.97,-0.61,0.12,0.78,0.11,628883,6253,W
159,-1.1,0.84,-0.95,3,-34.13,-14.38,-7.28,7.57,2.95,-0.61,0.12,0.78,0.11,628924,6294,W
160,-1.1,0.84,-0.95,3,-34.13,-14.38,-8.35,-1.47,2.87,-0.61,0.12,0.78,0.11,628963,6333,W
161,0.42,0.12,0.25,3,-34.13,-14.38,-8.35,-1.47,2.87,-0.61,0.12,0.78,0.11,629005,6375,W
162,0.13,0.2,-0.05,3,-34.13,-14.38,-8.35,-1.47,2.87,-0.61,0.12,0.78,0.11,629045,6415,W
163,0.13,0.2,-0.05,3,-34.13,-14.38,-9.65,1.67,2.22,-0.61,0.12,0.78,0.11,629086,6456,W
164,0.13,0.2,-0.05,3,-34.13,-14.38,-9.27,1.44,1.99,-0.61,0.12,0.78,0.11,629126,6496,W
165,0.13,0.2,-0.05,3,-34.13,-14.38,-9.27,1.48,2.22,-0.61,0.12,0.78,0.11,629165,6535,W
166,0.06,0.47,-0.16,3,-34.13,-14.38,-9.27,1.48,2.22,-0.61,0.12,0.78,0.11,629204,6574,W
167,0.06,0.47,-0.16,3,-34.13,-14.38,-9.5,1.21,1.84,-0.61,0.12,0.78,0.11,629245,6615,W
168,-0.07,0.01,0.04,3,-34.13,-14.38,-9.5,1.21,1.84,-0.61,0.12,0.78,0.11,629286,6656,W
169,-0.07,0.01,0.04,3,-34.13,-14.38,-9.43,1.17,1.76,-0.61,0.12,0.78,0.11,629326,6696,W
170,-0.07,0.01,0.04,3,-34.13,-14.38,-9.39,1.02,1.68,-0.61,0.12,0.78,0.11,629365,6735,W
171,-0.11,-0.29,0.11,3,-34.13,-14.38,-9.39,1.02,1.68,-0.61,0.12,0.78,0.11,629405,6775,W
172,-0.02,-0.03,0.06,3,-34.13,-14.38,-9.39,1.02,1.68,-0.61,0.12,0.78,0.11,629445,6815,W
173,-0.02,-0.03,0.06,3,-34.13,-14.38,-9.35,1.52,1.99,-0.61,0.12,0.78,0.11,629485,6855,W
174,-0.02,-0.03,0.06,3,-34.13,-14.38,-9.35,1.48,2.03,-0.61,0.12,0.78,0.11,629526,6896,W
175,-0.02,-0.03,0.06,3,-34.13,-14.38,-9.39,1.48,1.95,-0.61,0.12,0.78,0.11,629566,6936,W
176,-0.02,-0.03,0.06,7.06,-35.25,-19.56,-9.39,1.48,1.95,-0.61,0.12,0.78,0.11,629605,6975,W
177,-0.02,-0.03,0.06,7.06,-35.25,-19.56,-9.46,1.63,2.22,-0.61,0.12,0.78,0.11,629646,7016,W
178,-0.01,-0.1,0.03,7.06,-35.25,-19.56,-9.46,1.63,2.22,-0.61,0.12,0.78,0.11,629686,7056,W
179,-0.01,-0.1,0.03,7.06,-35.25,-19.56,-9.35,1.63,2.11,-0.61,0.12,0.78,0.11,629727,7097,W
180,-0.01,-0.1,0.03,7.06,-35.25,-19.56,-9.27,1.59,2.18,-0.61,0.12,0.78,0.11,629765,7135,W
181,-0.03,-0.07,0.03,7.06,-35.25,-19.56,-9.27,1.59,2.18,-0.61,0.12,0.78,0.11,629807,7177,W
182,-0.01,-0.05,0.06,7.06,-35.25,-19.56,-9.27,1.59,2.18,-0.61,0.12,0.78,0.11,629847,7217,T
183,-0.01,-0.05,0.06,7.06,-35.25,-19.56,-9.31,1.67,2.18,-0.61,0.12,0.78,0.11,629886,7256,T
184,-0.01,-0.05,0.06,7.06,-35.25,-19.56,-9.31,1.67,2.18,-0.61,0.12,0.78,0.11,629926,7296,T
185,-0.01,-0.05,0.06,7.06,-35.25,-19.56,-9.31,1.67,2.18,-0.61,0.12,0.78,0.11,629966,7336,T
186,-0.01,-0.05,0.06,5.81,-34,-18.75,-9.31,1.67,2.18,-0.61,0.12,0.78,0.11,630006,7376,T
187,-0.01,-0.04,0.03,5.81,-34,-18.75,-9.31,1.67,2.18,-0.61,0.12,0.78,0.11,630046,7416,T
188,-0.01,-0.04,0.03,5.81,-34,-18.75,-9.27,1.67,2.22,-0.61,0.12,0.78,0.11,630087,7457,T
189,-0.01,-0.04,0.03,5.81,-34,-18.75,-9.27,1.71,2.26,-0.61,0.12,0.78,0.11,630127,7497,T
190,-0.01,-0.04,0.03,5.81,-34,-18.75,-9.27,1.71,2.22,-0.61,0.12,0.78,0.11,630167,7537,T
191,-0.01,-0.04,0.03,6.06,-32.31,-22.31,-9.27,1.71,2.22,-0.61,0.12,0.78,0.11,630206,7576,T
192,-0.01,-0.04,0.03,6.06,-32.31,-22.31,-9.31,1.75,2.26,-0.61,0.12,0.78,0.11,630247,7617,T
193,-0.02,-0.02,0.05,6.06,-32.31,-22.31,-9.31,1.75,2.26,-0.61,0.12,0.78,0.11,630287,7657,T
194,-0.02,-0.02,0.05,6.06,-32.31,-22.31,-9.27,1.75,2.3,-0.61,0.12,0.78,0.11,630327,7697,T
195,-0.02,-0.02,0.05,6.06,-32.31,-22.31,-9.23,1.75,2.26,-0.61,0.12,0.78,0.11,630367,7737,T
196,-0.02,-0.02,0.05,5.88,-31.88,-19.69,-9.23,1.75,2.26,-0.61,0.12,0.78,0.11,630406,7776,T
197,-0.01,-0.01,0.03,5.88,-31.88,-19.69,-9.23,1.75,2.26,-0.61,0.12,0.78,0.11,630447,7817,T
198,-0.01,-0.01,0.03,5.88,-31.88,-19.69,-9.27,1.79,2.33,-0.61,0.12,0.78,0.11,630487,7857,T
199,-0.01,-0.01,0.03,5.88,-31.88,-19.69,-9.23,1.79,2.3,-0.61,0.12,0.78,0.11,630526,7896,T
200,-0.01,-0.01,0.03,5.88,-31.88,-19.69,-9.31,1.79,2.3,-0.61,0.12,0.78,0.11,630566,7936,T
201,-0.01,-0.01,0.03,4.75,-33.75,-20.63,-9.31,1.79,2.3,-0.61,0.12,0.78,0.11,630605,7975,T
202,-0.01,-0.01,0.03,4.75,-33.75,-20.63,-9.2,1.82,2.33,-0.61,0.12,0.78,0.11,630646,8016,T
203,0,0.01,0.01,4.75,-33.75,-20.63,-9.2,1.82,2.33,-0.61,0.12,0.78,0.11,630687,8057,T
204,0,0.01,0.01,4.75,-33.75,-20.63,-9.23,1.79,2.33,-0.61,0.12,0.78,0.11,630726,8096,T
205,0,0.01,0.01,4.75,-33.75,-20.63,-9.27,1.82,2.33,-0.61,0.12,0.78,0.11,630764,8134,T
206,-0.03,0.01,0.02,4.75,-33.75,-20.63,-9.27,1.82,2.33,-0.61,0.12,0.78,0.11,630805,8175,T
207,0.01,0.02,-0.01,4.75,-33.75,-20.63,-9.27,1.82,2.33,-0.61,0.12,0.78,0.11,630845,8215,T
208,0.01,0.02,-0.01,4.75,-33.75,-20.63,-9.23,1.82,2.33,-0.61,0.12,0.78,0.11,630885,8255,T
209,0.01,0.02,-0.01,4.75,-33.75,-20.63,-9.2,1.82,2.33,-0.61,0.12,0.78,0.11,630924,8294,T
210,0.01,0.02,-0.01,4.75,-33.75,-20.63,-9.23,1.79,2.33,-0.61,0.12,0.78,0.11,630963,8333,T
211,0.01,0.02,-0.01,4.75,-33.75,-20.63,-9.23,1.79,2.33,-0.61,0.12,0.78,0.11,631004,8374,T
212,0.01,0.02,-0.03,4.75,-33.75,-20.63,-9.23,1.79,2.33,-0.61,0.12,0.78,0.11,631044,8414,T
213,0.01,0.02,-0.03,4.75,-33.75,-20.63,-9.23,1.82,2.3,-0.61,0.12,0.78,0.11,631086,8456,T
214,0.01,0.02,-0.03,4.75,-33.75,-20.63,-9.23,1.79,2.3,-0.61,0.12,0.78,0.11,631124,8494,T
215,0.01,0.02,-0.03,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631163,8533,T
216,0,0.04,-0.02,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631203,8573,T
217,0,0.04,-0.02,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631245,8615,T
218,0,0.03,-0.04,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631285,8655,T
219,0,0.03,-0.04,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631325,8695,T
220,0,0.03,-0.04,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631365,8735,T
221,-0.01,0.04,-0.05,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631405,8775,T
222,0.02,0.08,-0.04,4.75,-33.75,-20.63,-9.23,1.79,2.26,-0.61,0.12,0.78,0.11,631446,8816,T
223,0.02,0.08,-0.04,4.75,-33.75,-20.63,-9.27,1.75,2.18,-0.61,0.12,0.78,0.11,631486,8856,T
224,0.02,0.08,-0.04,4.75,-33.75,-20.63,-9.23,1.75,2.22,-0.61,0.12,0.78,0.11,631526,8896,T
225,0.02,0.08,-0.04,4.75,-33.75,-20.63,-9.27,1.75,2.07,-0.61,0.12,0.78,0.11,631566,8936,W
226,0.02,0.08,-0.04,5.69,-34.06,-20.75,-9.27,1.75,2.07,-0.61,0.12,0.78,0.11,631605,8975,W
227,0.02,0.08,-0.04,5.69,-34.06,-20.75,-9.23,1.71,2.07,-0.61,0.12,0.78,0.11,631645,9015,W
228,0.02,0.08,-0.04,5.69,-34.06,-20.75,-9.31,1.71,2.07,-0.61,0.12,0.78,0.11,631685,9055,W
229,0.02,0.08,-0.04,5.69,-34.06,-20.75,-9.35,1.67,2.14,-0.61,0.12,0.78,0.11,631725,9095,W
230,0.02,0.08,-0.04,5.69,-34.06,-20.75,-9.31,1.59,1.88,-0.61,0.12,0.78,0.11,631762,9132,W
231,-0.02,0,-0.04,5.69,-34.06,-20.75,-9.31,1.59,1.88,-0.61,0.12,0.78,0.11,631804,9174,W
232,-0.02,-0.06,-0.03,5.69,-34.06,-20.75,-9.31,1.59,1.88,-0.61,0.12,0.78,0.11,631844,9214,W
233,-0.02,-0.06,-0.03,5.69,-34.06,-20.75,-9.31,1.59,2.07,-0.61,0.12,0.78,0.11,631885,9255,W
234,-0.02,-0.06,-0.03,5.69,-34.06,-20.75,-9.31,1.59,2.07,-0.61,0.12,0.78,0.11,631926,9296,W
235,-0.02,-0.06,-0.03,5.69,-34.06,-20.75,-9.35,1.55,2.07,-0.61,0.12,0.78,0.11,631966,9336,W
236,-0.06,-0.12,-0.05,5.69,-34.06,-20.75,-9.35,1.55,2.07,-0.61,0.12,0.78,0.11,632006,9376,W
237,-0.13,-0.2,-0.01,5.69,-34.06,-20.75,-9.35,1.55,2.07,-0.61,0.12,0.78,0.11,632047,9417,W
238,-0.13,-0.2,-0.01,5.69,-34.06,-20.75,-9.69,1.55,2.33,-0.61,0.12,0.78,0.11,632089,9459,W
239,-0.13,-0.2,-0.01,5.69,-34.06,-20.75,-9.23,1.75,2.45,-0.61,0.12,0.78,0.11,632131,9501,W
240,-0.13,-0.2,-0.01,5.69,-34.06,-20.75,-9.35,1.36,2.64,-0.61,0.12,0.78,0.11,632172,9542,W
241,-0.13,-0.2,-0.01,5.69,-34.06,-20.75,-9.46,1.82,2.83,-0.61,0.12,0.78,0.11,632212,9582,W
242,-1.54,0.14,0.45,5.69,-34.06,-20.75,-9.46,1.82,2.83,-0.61,0.12,0.78,0.11,632254,9624,W
243,-6.82,2.36,1.22,5.69,-34.06,-20.75,-9.46,1.82,2.83,-0.61,0.12,0.78,0.11,632294,9664,W
244,-6.82,2.36,1.22,5.69,-34.06,-20.75,-8.85,5.46,-2.91,-0.61,0.12,0.78,0.11,632335,9705,W
245,-6.82,2.36,1.22,5.69,-34.06,-20.75,-7.55,2.4,1.45,-0.61,0.12,0.78,0.11,632375,9745,W
246,-6.82,2.36,1.22,5.69,-34.06,-20.75,-9.96,1.9,4.82,-0.61,0.12,0.78,0.11,632414,9784,W
247,-2.75,-0.08,0.9,5.69,-34.06,-20.75,-9.96,1.9,4.82,-0.61,0.12,0.78,0.11,632454,9824,W
248,-2.75,-0.08,0.9,5.69,-34.06,-20.75,-9.35,2.93,1.99,-0.61,0.12,0.78,0.11,632495,9865,W
249,-3.3,0.45,1.03,5.69,-34.06,-20.75,-9.35,2.93,1.99,-0.61,0.12,0.78,0.11,632536,9906,W
250,-3.3,0.45,1.03,5.69,-34.06,-20.75,-9.88,2.32,-0.35,-0.61,0.12,0.78,0.11,632576,9946,W
251,-3.3,0.45,1.03,5.69,-34.06,-20.75,-9.16,2.71,-0.77,-0.61,0.12,0.78,0.11,632614,9984,W
252,-4.64,0.94,0.59,5.69,-34.06,-20.75,-9.16,2.71,-0.77,-0.61,0.12,0.78,0.11,632655,10025,W
253,-5.22,1.07,0.39,5.69,-34.06,-20.75,-9.16,2.71,-0.77,-0.61,0.12,0.78,0.11,632695,10065,W
254,-5.22,1.07,0.39,5.69,-34.06,-20.75,-9.08,2.55,-1.5,-0.61,0.12,0.78,0.11,632735,10105,W
255,-5.22,1.07,0.39,5.69,-34.06,-20.75,-9,1.36,-2.61,-0.61,0.12,0.78,0.11,632776,10146,W
256,-5.22,1.07,0.39,5.69,-34.06,-20.75,-11.15,-2.01,-4.45,-0.61,0.12,0.78,0.11,632816,10186,W
257,-5.22,1.07,0.39,24.44,23.94,6.38,-11.15,-2.01,-4.45,-0.61,0.12,0.78,0.11,632856,10226,W
258,0.29,-0.71,0.75,24.44,23.94,6.38,-11.15,-2.01,-4.45,-0.61,0.12,0.78,0.11,632896,10266,W
