,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
77,0.01,0.03,0.06,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453160,2996,W
78,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453200,3036,W
79,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453240,3076,W
80,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9,2.74,2.33,0.61,-0.05,-0.78,0.14,453280,3116,W
81,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9,2.82,2.37,0.61,-0.05,-0.78,0.14,453320,3156,W
82,-0.03,-0.01,0.15,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453358,3194,W
83,-0.06,-0.12,0.52,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453397,3233,W
84,-0.19,-0.3,1.08,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453436,3272,W
85,-0.19,-0.3,1.08,7.44,0.06,-4.38,-10.19,2.97,2.75,0.61,-0.05,-0.78,0.14,453475,3311,W
86,-0.19,-0.3,1.08,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453514,3350,W
87,0.59,-0.02,3.32,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453554,3390,W
88,0.03,-1.49,3.19,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453594,3430,W
89,0.03,-1.49,3.19,7.44,0.06,-4.38,-10.38,-1.74,-0.31,0.61,-0.05,-0.78,0.14,453634,3470,W
90,0.03,-1.49,3.19,7.44,0.06,-4.38,-9.92,-0.93,2.49,0.61,-0.05,-0.78,0.14,453675,3511,W
91,0.03,-1.49,3.19,7.44,0.06,-4.38,-6.93,0.83,2.11,0.61,-0.05,-0.78,0.14,453712,3548,W
92,0.68,0.04,-0.81,7.44,0.06,-4.38,-6.93,0.83,2.11,0.61,-0.05,-0.78,0.14,453751,3587,W
93,0.68,0.04,-0.81,7.44,0.06,-4.38,-7.74,3.2,3.41,0.61,-0.05,-0.78,0.14,453791,3627,W
94,0.77,-0.66,-1.62,7.44,0.06,-4.38,-7.74,3.2,3.41,0.61,-0.05,-0.78,0.14,453831,3667,W
95,0.77,-0.66,-1.62,7.44,0.06,-4.38,-8.54,6.8,1.8,0.61,-0.05,-0.78,0.14,453870,3706,W
96,0.77,-0.66,-1.62,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453908,3744,W
97,0.38,-0.34,-1.69,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453949,3785,W
98,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453988,3824,W
99,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-7.85,5.73,2.41,0.61,-0.05,-0.78,0.14,454028,3864,W
100,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-7.97,5.85,2.49,0.61,-0.05,-0.78,0.14,454067,3903,W
101,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454105,3941,W
102,-0.31,0.59,-1.65,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454145,3981,W
103,-0.2,0.12,-1.13,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454184,4020,W
104,-0.2,0.12,-1.13,7.44,0.06,-4.38,-6.7,13.05,4.52,0.61,-0.05,-0.78,0.14,454223,4059,W
105,-0.2,0.12,-1.13,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454262,4098,W
106,1.24,-0.26,1.11,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454302,4138,W
107,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454342,4178,W
108,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-9.04,2.13,2.75,0.61,-0.05,-0.78,0.14,454383,4219,W
109,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-9.2,1.86,2.56,0.61,-0.05,-0.78,0.14,454424,4260,W
110,0.12,0.13,0.08,7.44,0.06,-4.38,-9.08,2.13,2.6,0.61,-0.05,-0.78,0.14,454502,4338,W
111,0.12,0.13,0.08,7.44,0.06,-4.38,-9.04,2.21,2.52,0.61,-0.05,-0.78,0.14,454542,4378,W
112,0.13,0.06,0.21,7.44,0.06,-4.38,-9.04,2.21,2.52,0.61,-0.05,-0.78,0.14,454581,4417,W
113,0.13,0.06,0.21,7.44,0.06,-4.38,-8.96,2.55,2.37,0.61,-0.05,-0.78,0.14,454620,4456,W
114,0.13,0.06,0.21,7.44,0.06,-4.38,-9.04,2.36,2.68,0.61,-0.05,-0.78,0.14,454657,4493,W
115,0.08,-0.03,0.16,7.44,0.06,-4.38,-9.04,2.36,2.68,0.61,-0.05,-0.78,0.14,454695,4531,W
116,0.08,-0.03,0.16,7.44,0.06,-4.38,-9,2.55,2.64,0.61,-0.05,-0.78,0.14,454734,4570,W
117,0.08,-0.03,0.16,7.44,0.06,-4.38,-9.08,2.59,2.41,0.61,-0.05,-0.78,0.14,454773,4609,W
118,0.08,-0.03,0.16,7.44,0.06,-4.38,-8.93,2.59,2.6,0.61,-0.05,-0.78,0.14,454810,4646,W
119,0.04,0.13,0.29,7.44,0.06,-4.38,-8.93,2.59,2.6,0.61,-0.05,-0.78,0.14,454850,4686,W
120,0.04,0.13,0.29,7.44,0.06,-4.38,-9.04,3.01,2.18,0.61,-0.05,-0.78,0.14,454890,4726,W
121,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.04,3.01,2.18,0.61,-0.05,-0.78,0.14,454928,4764,W
122,-0.14,0.36,0.73,7.44,0.06,-4.38,-8.73,3.47,2.37,0.61,-0.05,-0.78,0.14,454967,4803,W
123,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.77,3.93,2.11,0.61,-0.05,-0.78,0.14,455005,4841,W
124,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.96,3.78,2.18,0.61,-0.05,-0.78,0.14,455044,4880,W
125,0.96,-0.22,2.25,7.44,0.06,-4.38,-9.96,3.78,2.18,0.61,-0.05,-0.78,0.14,455081,4917,W
126,0.96,-0.22,2.25,7.44,0.06,-4.38,-10.54,5.54,2.33,0.61,-0.05,-0.78,0.14,455121,4957,W
127,0.96,-0.22,2.25,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455158,4994,W
128,-0.06,-0.09,4.04,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455199,5035,W
129,-0.86,1.12,1.49,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455240,5076,W
130,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.93,-1.16,0.72,0.61,-0.05,-0.78,0.14,455280,5116,W
131,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.31,-1.32,0.11,0.61,-0.05,-0.78,0.14,455320,5156,W
132,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455358,5194,W
133,0.27,-0.08,-2.96,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455397,5233,W
134,-0.14,0.3,-3.29,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455437,5273,W
135,-0.14,0.3,-3.29,7.44,0.06,-4.38,-9.73,5.85,4.32,0.61,-0.05,-0.78,0.14,455477,5313,W
136,-0.14,0.3,-3.29,7.44,0.06,-4.38,-11.03,7.04,3.37,0.61,-0.05,-0.78,0.14,455517,5353,W
137,-0.14,0.3,-3.29,7.44,0.06,-4.38,-9.58,8.95,1.41,0.61,-0.05,-0.78,0.14,455555,5391,W
138,0.51,0.2,-2.74,7.44,0.06,-4.38,-9.58,8.95,1.41,0.61,-0.05,-0.78,0.14,455595,5431,W
139,0.51,0.2,-2.74,7.44,0.06,-4.38,-7.97,10.98,2.95,0.61,-0.05,-0.78,0.14,455632,5468,W
140,0.51,0.2,-2.74,7.44,0.06,-4.38,-7.47,10.25,2.79,0.61,-0.05,-0.78,0.14,455673,5509,W
141,0.51,0.2,-2.74,7.44,0.06,-4.38,-6.86,8.87,1.84,0.61,-0.05,-0.78,0.14,455711,5547,W
142,-0.23,-0.23,-0.71,7.44,0.06,-4.38,-6.86,8.87,1.84,0.61,-0.05,-0.78,0.14,455751,5587,W
143,-0.23,-0.23,-0.71,7.44,0.06,-4.38,-4.94,11.09,2.22,0.61,-0.05,-0.78,0.14,455791,5627,W
144,-0.23,-0.23,-0.71,7.44,0.06,-4.38,-8.62,-0.44,-1.23,0.61,-0.05,-0.78,0.14,455832,5668,W
145,-0.23,-0.23,-0.71,7.44,0.06,-4.38,-10.54,5.73,4.32,0.61,-0.05,-0.78,0.14,455873,5709,W
146,-0.23,-0.23,-0.71,7.44,0.06,-4.38,-9.31,2.13,1.76,0.61,-0.05,-0.78,0.14,455912,5748,W
147,0.13,-0.05,0.18,7.44,0.06,-4.38,-9.31,2.13,1.76,0.61,-0.05,-0.78,0.14,455954,5790,W
148,0.03,-0.02,0.16,7.44,0.06,-4.38,-9.31,2.13,1.76,0.61,-0.05,-0.78,0.14,455993,5829,W
149,0.03,-0.02,0.16,7.44,0.06,-4.38,-9.08,2.25,2.71,0.61,-0.05,-0.78,0.14,456032,5868,W
150,0.03,-0.02,0.16,7.44,0.06,-4.38,-9.04,2.32,2.56,0.61,-0.05,-0.78,0.14,456072,5908,W
151,0.03,-0.02,0.16,7.44,0.06,-4.38,-9,2.44,2.52,0.61,-0.05,-0.78,0.14,456109,5945,W
152,0.08,0.07,0.12,7.44,0.06,-4.38,-9,2.44,2.52,0.61,-0.05,-0.78,0.14,456148,5984,W
153,-0.03,-0.06,0.16,7.44,0.06,-4.38,-9,2.44,2.52,0.61,-0.05,-0.78,0.14,456186,6022,W
154,-0.03,-0.06,0.16,7.44,0.06,-4.38,-9,2.63,2.56,0.61,-0.05,-0.78,0.14,456225,6061,W
155,-0.03,-0.06,0.16,7.44,0.06,-4.38,-9,2.63,2.52,0.61,-0.05,-0.78,0.14,456264,6100,W
156,-0.03,-0.06,0.16,-2.88,-21.5,-6.75,-9,2.63,2.52,0.61,-0.05,-0.78,0.14,456303,6139,W
157,-0.05,0.03,0.31,-2.88,-21.5,-6.75,-9,2.63,2.52,0.61,-0.05,-0.78,0.14,456344,6180,W
158,-0.05,0.03,0.31,-2.88,-21.5,-6.75,-9.04,2.97,2.45,0.61,-0.05,-0.78,0.14,456384,6220,W
159,-0.05,0.03,0.31,-2.88,-21.5,-6.75,-8.89,3.16,2.41,0.61,-0.05,-0.78,0.14,456425,6261,W
160,-0.05,0.03,0.31,-2.88,-21.5,-6.75,-9.12,3.97,2.37,0.61,-0.05,-0.78,0.14,456465,6301,W
161,-0.05,0.03,0.31,-4.06,-22.13,-7.13,-9.12,3.97,2.37,0.61,-0.05,-0.78,0.14,456504,6340,W
162,-0.05,0.03,0.31,-4.06,-22.13,-7.13,-9.39,4.01,2.11,0.61,-0.05,-0.78,0.14,456545,6381,W
163,0.31,-0.32,1.64,-4.06,-22.13,-7.13,-9.39,4.01,2.11,0.61,-0.05,-0.78,0.14,456585,6421,W
164,0.31,-0.32,1.64,-4.06,-22.13,-7.13,-11.15,5.16,2.75,0.61,-0.05,-0.78,0.14,456626,6462,W
165,0.31,-0.32,1.64,-4.06,-22.13,-7.13,-9.39,7.42,1.49,0.61,-0.05,-0.78,0.14,456666,6502,W
166,0.31,-0.32,1.64,-13,-21.56,-3.81,-9.39,7.42,1.49,0.61,-0.05,-0.78,0.14,456705,6541,W
167,-3.22,1.47,1.83,-13,-21.56,-3.81,-9.39,7.42,1.49,0.61,-0.05,-0.78,0.14,456745,6581,W
168,-3.22,1.47,1.83,-13,-21.56,-3.81,-6.63,-4.34,1.07,0.61,-0.05,-0.78,0.14,456785,6621,W
169,-3.22,1.47,1.83,-13,-21.56,-3.81,-4.14,-1.51,-1.3,0.61,-0.05,-0.78,0.14,456827,6663,W
170,-3.22,1.47,1.83,-13,-21.56,-3.81,-9.81,4.62,2.22,0.61,-0.05,-0.78,0.14,456869,6705,W
171,-3.22,1.47,1.83,-13,-21.56,-3.81,-9.12,6.8,4.21,0.61,-0.05,-0.78,0.14,456909,6745,W
172,0.01,-0.18,-3.62,-13,-21.56,-3.81,-9.12,6.8,4.21,0.61,-0.05,-0.78,0.14,456952,6788,W
173,-0.76,-0.46,-1.61,-13,-21.56,-3.81,-9.12,6.8,4.21,0.61,-0.05,-0.78,0.14,456993,6829,W
174,-0.76,-0.46,-1.61,-13,-21.56,-3.81,-9.81,15.54,7.16,0.61,-0.05,-0.78,0.14,457035,6871,W
175,-0.76,-0.46,-1.61,-13,-21.56,-3.81,-5.25,6.5,4.09,0.61,-0.05,-0.78,0.14,457078,6914,W
176,-0.76,-0.46,-1.61,-13,-21.56,-3.81,-12.14,-0.63,2.33,0.61,-0.05,-0.78,0.14,457121,6957,T
177,-0.76,-0.46,-1.61,-13,-21.56,-3.81,-9,2.36,2.45,0.61,-0.05,-0.78,0.14,457163,6999,T
178,-0.01,-0.05,0.02,-13,-21.56,-3.81,-9,2.36,2.45,0.61,-0.05,-0.78,0.14,457206,7042,T
179,0.08,0.04,-0.02,-13,-21.56,-3.81,-9,2.36,2.45,0.61,-0.05,-0.78,0.14,457248,7084,T
180,0.08,0.04,-0.02,-13,-21.56,-3.81,-9.04,2.25,2.68,0.61,-0.05,-0.78,0.14,457289,7125,T
181,0.08,0.04,-0.02,-13,-21.56,-3.81,-9.04,2.25,2.68,0.61,-0.05,-0.78,0.14,457332,7168,T
182,0.08,0.04,-0.02,-13,-21.56,-3.81,-9.04,2.29,2.68,0.61,-0.05,-0.78,0.14,457373,7209,T
183,0.08,0.04,-0.02,-13,-21.56,-3.81,-9.04,2.25,2.68,0.61,-0.05,-0.78,0.14,457412,7248,T
184,0.01,0.03,-0.04,-13,-21.56,-3.81,-9.04,2.25,2.68,0.61,-0.05,-0.78,0.14,457454,7290,T
185,0,0.04,-0.04,-13,-21.56,-3.81,-9.04,2.25,2.68,0.61,-0.05,-0.78,0.14,457495,7331,T
186,0,0.04,-0.04,-13,-21.56,-3.81,-9.08,2.21,2.6,0.61,-0.05,-0.78,0.14,457535,7371,T
187,0,0.04,-0.04,-13,-21.56,-3.81,-9.08,2.13,2.6,0.61,-0.05,-0.78,0.14,457576,7412,T
188,0,0.04,-0.04,-13,-21.56,-3.81,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,457617,7453,T
189,0,0.04,-0.04,0.81,-29.25,-24.56,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,457657,7493,T
190,-0.01,0.01,-0.02,0.81,-29.25,-24.56,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,457698,7534,T
191,-0.01,0.01,-0.02,0.81,-29.25,-24.56,-9.08,2.17,2.68,0.61,-0.05,-0.78,0.14,457740,7576,T
192,-0.01,0.01,-0.02,0.81,-29.25,-24.56,-9.08,2.13,2.68,0.61,-0.05,-0.78,0.14,457782,7618,T
193,-0.01,0.01,-0.02,0.81,-29.25,-24.56,-9.04,2.13,2.64,0.61,-0.05,-0.78,0.14,457823,7659,T
194,-0.01,0.01,-0.02,0.81,-29.25,-24.56,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,457863,7699,T
195,0,0,0.01,0.81,-29.25,-24.56,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,457904,7740,T
196,-0.01,0,0.01,0.81,-29.25,-24.56,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,457944,7780,T
197,-0.01,0,0.01,0.81,-29.25,-24.56,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,457985,7821,T
198,-0.01,0,0.01,0.81,-29.25,-24.56,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458024,7860,T
199,-0.01,0,0.01,0.81,-29.25,-24.56,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458064,7900,T
200,-0.01,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458104,7940,T
201,-0.01,0,0.01,2.5,-29.31,-26.38,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,458146,7982,T
202,0,0,0,2.5,-29.31,-26.38,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,458187,8023,T
203,0,0,0,2.5,-29.31,-26.38,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,458228,8064,T
204,0,0,0,2.5,-29.31,-26.38,-9.08,2.13,2.64,0.61,-0.05,-0.78,0.14,458270,8106,T
205,0,0,0,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458310,8146,T
206,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458351,8187,T
207,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458393,8229,T
208,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458433,8269,T
209,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.13,2.6,0.61,-0.05,-0.78,0.14,458473,8309,T
210,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458512,8348,T
211,0,0,0.01,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458553,8389,T
212,0,0,0.02,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458594,8430,T
213,0,0,0.02,2.5,-29.31,-26.38,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458634,8470,T
214,0,0,0.02,2.5,-29.31,-26.38,-9.08,2.17,2.64,0.61,-0.05,-0.78,0.14,458674,8510,T
215,0,0,0.02,2.5,-29.31,-26.38,-9.08,2.21,2.6,0.61,-0.05,-0.78,0.14,458714,8550,T
216,0,0,0.02,1,-29,-26.63,-9.08,2.21,2.6,0.61,-0.05,-0.78,0.14,458753,8589,T
217,0.02,0,0,1,-29,-26.63,-9.08,2.21,2.6,0.61,-0.05,-0.78,0.14,458791,8627,T
218,0.02,0,0,1,-29,-26.63,-9.08,2.17,2.6,0.61,-0.05,-0.78,0.14,458832,8668,T
219,0.02,0,0,1,-29,-26.63,-9.08,2.17,2.56,0.61,-0.05,-0.78,0.14,458872,8708,T
220,0.02,0,0,1,-29,-26.63,-9.12,2.05,2.64,0.61,-0.05,-0.78,0.14,458910,8746,T
221,0.09,0.1,-0.05,1,-29,-26.63,-9.12,2.05,2.64,0.61,-0.05,-0.78,0.14,458951,8787,T
222,0.09,0.05,-0.02,1,-29,-26.63,-9.12,2.05,2.64,0.61,-0.05,-0.78,0.14,458992,8828,T
223,0.03,0.05,-0.07,1,-29,-26.63,-9.12,2.05,2.64,0.61,-0.05,-0.78,0.14,459032,8868,W
224,0.03,0.05,-0.07,1,-29,-26.63,-9.08,2.09,2.49,0.61,-0.05,-0.78,0.14,459072,8908,W
225,0.03,0.05,-0.07,1,-29,-26.63,-9.12,2.09,2.52,0.61,-0.05,-0.78,0.14,459112,8948,W
226,-0.04,-0.01,-0.01,1,-29,-26.63,-9.12,2.09,2.52,0.61,-0.05,-0.78,0.14,459152,8988,W
227,-0.02,0.04,0,1,-29,-26.63,-9.12,2.09,2.52,0.61,-0.05,-0.78,0.14,459194,9030,W
228,-0.02,0.04,0,1,-29,-26.63,-9.12,2.05,2.45,0.61,-0.05,-0.78,0.14,459234,9070,W
229,-0.05,-0.03,-0.02,1,-29,-26.63,-9.12,2.05,2.45,0.61,-0.05,-0.78,0.14,459275,9111,W
230,-0.05,-0.03,-0.02,1,-29,-26.63,-9.2,1.98,2.37,0.61,-0.05,-0.78,0.14,459316,9152,W
231,-0.05,-0.03,-0.02,1.63,-27.81,-26.63,-9.2,1.98,2.37,0.61,-0.05,-0.78,0.14,459356,9192,W
232,-0.05,-0.03,-0.02,1.63,-27.81,-26.63,-8.96,2.13,2.6,0.61,-0.05,-0.78,0.14,459400,9236,W
233,-0.02,-0.16,0.02,1.63,-27.81,-26.63,-8.96,2.13,2.6,0.61,-0.05,-0.78,0.14,459442,9278,W
234,-0.02,-0.16,0.02,1.63,-27.81,-26.63,-9.04,2.36,2.95,0.61,-0.05,-0.78,0.14,459482,9318,W
235,-0.02,-0.16,0.02,1.63,-27.81,-26.63,-9.12,3.36,3.87,0.61,-0.05,-0.78,0.14,459524,9360,W
236,-0.02,-0.16,0.02,1.63,-27.81,-26.63,-8.66,11.75,7.58,0.61,-0.05,-0.78,0.14,459564,9400,W
237,-0.02,-0.16,0.02,0.5,-18.88,-36.38,-8.66,11.75,7.58,0.61,-0.05,-0.78,0.14,459604,9440,W
238,-0.02,-0.16,0.02,0.5,-18.88,-36.38,-7.59,6.8,0.92,0.61,-0.05,-0.78,0.14,459646,9482,W
239,-7.69,2.03,1.64,0.5,-18.88,-36.38,-7.59,6.8,0.92,0.61,-0.05,-0.78,0.14,459688,9524,W
240,-7.69,2.03,1.64,0.5,-18.88,-36.38,-12.14,1.55,3.56,0.61,-0.05,-0.78,0.14,459728,9564,W
241,-7.69,2.03,1.64,0.5,-18.88,-36.38,-8.27,3.16,-0.69,0.61,-0.05,-0.78,0.14,459769,9605,W
242,-7.69,2.03,1.64,0.5,-18.88,-36.38,-9.58,3.36,1.8,0.61,-0.05,-0.78,0.14,459809,9645,W
243,-1.32,-0.33,0.53,0.5,-18.88,-36.38,-9.58,3.36,1.8,0.61,-0.05,-0.78,0.14,459850,9686,W
244,-1.32,-0.33,0.53,0.5,-18.88,-36.38,-9.62,4.89,0.8,0.61,-0.05,-0.78,0.14,459893,9729,W
245,-2.92,0.94,1.35,0.5,-18.88,-36.38,-9.62,4.89,0.8,0.61,-0.05,-0.78,0.14,459933,9769,W
246,-2.92,0.94,1.35,0.5,-18.88,-36.38,-9.92,3.05,-1.11,0.61,-0.05,-0.78,0.14,459973,9809,W
247,-2.92,0.94,1.35,0.5,-18.88,-36.38,-10.15,2.02,-1.8,0.61,-0.05,-0.78,0.14,460013,9849,W
248,-3.41,1.32,0.75,0.5,-18.88,-36.38,-10.15,2.02,-1.8,0.61,-0.05,-0.78,0.14,460055,9891,W
249,-2.6,0.64,0.12,0.5,-18.88,-36.38,-10.15,2.02,-1.8,0.61,-0.05,-0.78,0.14,460097,9933,W
250,-2.6,0.64,0.12,0.5,-18.88,-36.38,-9.62,1.4,-0.81,0.61,-0.05,-0.78,0.14,460139,9975,W
251,-2.6,0.64,0.12,0.5,-18.88,-36.38,-9.58,1.9,-0.08,0.61,-0.05,-0.78,0.14,460181,10017,W
252,-2.6,0.64,0.12,0.5,-18.88,-36.38,-8.46,2.52,1.26,0.61,-0.05,-0.78,0.14,460222,10058,W
253,-2.6,0.64,0.12,0.5,-18.88,-36.38,-11.84,0.1,2.37,0.61,-0.05,-0.78,0.14,460261,10097,W
254,0.76,-0.23,0.95,0.5,-18.88,-36.38,-11.84,0.1,2.37,0.61,-0.05,-0.78,0.14,460303,10139,W
255,0.05,-0.37,0.04,0.5,-18.88,-36.38,-11.84,0.1,2.37,0.61,-0.05,-0.78,0.14,460343,10179,W
256,0.05,-0.37,0.04,0.5,-18.88,-36.38,-8.89,2.09,2.91,0.61,-0.05,-0.78,0.14,460384,10220,W
257,0.05,-0.37,0.04,0.5,-18.88,-36.38,-8.7,2.02,2.95,0.61,-0.05,-0.78,0.14,460425,10261,W
258,0.05,-0.37,0.04,0.5,-18.88,-36.38,-9.23,2.29,2.45,0.61,-0.05,-0.78,0.14,460465,10301,W
