,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,-0.03,-0.86,0.07,7.44,0.06,-4.38,-8.66,5.16,3.18,0.61,-0.05,-0.78,0.14,452501,2337,W,-2.300075648162393,3.0606369924252275,0.8258321777074126,2.840849076906397,-0.4153888838499126,-0.2621831445993422
1,-0.03,-0.86,0.07,7.44,0.06,-4.38,-6.51,9.1,3.25,0.61,-0.05,-0.78,0.14,452542,2378,W,-2.6284031070607523,2.6213952517399473,0.34882453209587644,3.028374200191865,-0.7297307445224703,-0.4246954359543725
2,-0.1,-0.58,0.4,7.44,0.06,-4.38,-6.51,9.1,3.25,0.61,-0.05,-0.78,0.14,452581,2417,W,-3.016460775132174,2.183508461177049,-0.1617858704590818,3.0931854710544338,-1.0380046401738383,-0.552161696773265
3,-0.1,-0.58,0.4,7.44,0.06,-4.38,-8.73,2.63,2.68,0.61,-0.05,-0.78,0.14,452621,2457,W,2.8011018667791627,1.748349095353008,-0.7080225546177896,3.052782575686777,-1.3265424515671498,-0.621961815741822
4,-0.1,-0.58,0.4,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452658,2494,W,2.259844640458255,1.3167199399561398,-1.2893870337492859,2.9604963376646043,-1.571375774913478,-0.6250391375102902
5,-0.05,0.19,-0.03,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452698,2534,W,1.6848115303628304,0.8886577769920544,-1.8978113958753267,2.8568592267668715,-1.7091161134202755,-0.5833639994474136
6,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.84,2.74,2.6,0.61,-0.05,-0.78,0.14,452737,2573,W,1.161161979854825,0.4615392976037768,-2.524714908427506,2.771124876609185,-1.5089132413470365,-0.5391113772881531
7,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.08,2.4,2.49,0.61,-0.05,-0.78,0.14,452775,2611,W,0.7696681353479996,0.022671467323211836,3.10038953069382,2.724666449870461,-0.7291828386400196,-0.5088490597756019
8,0.01,0.04,-0.03,7.44,0.06,-4.38,-9.08,2.4,2.45,0.61,-0.05,-0.78,0.14,452812,2648,W,0.4737181994231146,-0.47256046964217885,2.3691340036521966,2.724177753961104,-0.3969575116924427,-0.481631149060123
9,0.0,0.11,-0.06,7.44,0.06,-4.38,-9.08,2.4,2.45,0.61,-0.05,-0.78,0.14,452852,2688,W,0.20596530768951363,-1.087241111024095,1.597128703897504,2.7507982414565446,-0.3316348971959163,-0.44647234025068433
