,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,-0.82,0.46,-1.57,1.44,-19.0,-5.13,-9.08,4.73,1.99,0.38,0.47,0.12,0.79,561963,2412,W,-2.94752076111737,-0.3159188425210375,2.1228519143822253,2.792592431167121,-0.24875288066739992,0.3495919085152887
1,-0.82,0.46,-1.57,1.44,-19.0,-5.13,-8.5,10.14,3.37,0.38,0.47,0.12,0.79,562001,2450,W,2.8530334212251547,-0.710768329547427,1.847142789472914,2.8824163888043453,-0.6136222064323261,0.07505337103073276
2,-0.82,0.46,-1.57,1.44,-19.0,-5.13,-5.71,15.65,4.67,0.38,0.47,0.12,0.79,562042,2491,W,2.356834609857464,-1.1010213372072402,1.5605017555066438,2.9515863690067863,-0.9776011121606919,-0.2103711059057472
3,-0.82,0.46,-1.57,1.44,-19.0,-5.13,-9.62,3.13,5.05,0.38,0.47,0.12,0.79,562081,2530,W,1.8576650492576694,-1.4764283515871832,1.2570688541175843,2.959206898823088,-1.3359380209038036,-0.4953989990622046
4,-0.26,-0.17,0.25,1.44,-19.0,-5.13,-9.62,3.13,5.05,0.38,0.47,0.12,0.79,562121,2570,W,1.3661975348833713,-1.8219905469321085,0.9369718184297935,2.915016245902508,-1.6841046464115097,-0.7675583610775519
5,0.06,0.09,0.18,1.44,-19.0,-5.13,-9.62,3.13,5.05,0.38,0.47,0.12,0.79,562160,2609,W,0.8919022665534019,-2.1121373202611533,0.6044389817657047,2.8493480214722364,-2.016048940089966,-1.0078146880151992
6,0.06,0.09,0.18,1.44,-19.0,-5.13,-9.31,1.71,2.33,0.38,0.47,0.12,0.79,562200,2649,W,0.44311177833457643,-2.299878353818775,0.2679551594120101,2.7905633721084913,-2.3166766304701065,-1.1790600861884537
7,0.06,0.09,0.18,1.44,-19.0,-5.13,-9.23,1.79,2.45,0.38,0.47,0.12,0.79,562239,2688,W,0.02617613001682993,-2.341789265629558,-0.05329472381744385,2.7578442763850033,-2.5155630646442475,-1.1959413062610629
8,0.06,0.09,0.18,1.44,-19.0,-5.13,-9.2,1.75,2.52,0.38,0.47,0.12,0.79,562276,2725,W,-0.3735352946888659,-2.346581113684243,-0.30434863988918853,2.75646227231598,-0.5020087168394167,-0.9123381954166756
9,0.01,-0.02,0.18,1.44,-19.0,-5.13,-9.2,1.75,2.52,0.38,0.47,0.12,0.79,562315,2764,W,-0.7775043601542808,-2.524437014540915,-0.35380986287097704,2.7727785598818566,-0.09893859096258599,-0.5021751160323007
10,0.01,-0.02,0.18,1.44,-19.0,-5.13,-9.12,1.86,2.6,0.38,0.47,0.12,0.79,562354,2803,W,-1.0809735453092326,-2.9761697737389343,-0.1194064439187241,2.784637192233143,-0.06913332428852419,-0.33823226398904627
11,0.01,-0.02,0.18,1.44,-19.0,-5.13,-9.2,1.82,2.49,0.38,0.47,0.12,0.79,562394,2843,W,0.4750213472670148,2.579964062310851,0.036944242396644685,2.7856242032024663,-0.039388010869863405,-0.3284205697922496
12,0.01,-0.02,0.18,1.44,-19.0,-5.13,-9.2,2.02,2.52,0.38,0.47,0.12,0.79,562432,2881,W,0.552639001671254,1.8632105333872728,0.07172585045167099,2.7817705752318176,-0.03583875303274826,-0.35548948873959524
13,0.05,0.04,0.24,1.44,-19.0,-5.13,-9.2,2.02,2.52,0.38,0.47,0.12,0.79,562470,2919,W,0.39256085416296593,1.343598963842465,0.11930888455309678,2.7760318628889196,-0.02543362381516991,-0.3718156918054394
14,0.05,0.04,0.24,1.44,-19.0,-5.13,-9.16,2.13,2.56,0.38,0.47,0.12,0.79,562510,2959,W,0.4178741150981139,0.9417709909309527,0.1906962583504302,2.770767400789644,-0.012328491221174442,-0.37651665296891984
15,0.02,0.01,0.23,1.44,-19.0,-5.13,-9.16,2.13,2.56,0.38,0.47,0.12,0.79,562550,2999,W,0.6587183076684985,0.5491206912536513,0.2996549485602912,2.7680870428592015,-0.0042929839759805665,-0.38137891750507996
16,0.02,0.01,0.23,1.44,-19.0,-5.13,-9.12,2.4,2.45,0.38,0.47,0.12,0.79,562589,3038,W,0.8433452963246736,0.11781501184997263,0.5694259715039891,2.766890544914676,-0.003474792970424246,-0.38765293812363066
17,0.02,0.01,0.23,1.44,-19.0,-5.13,-9.08,2.48,2.49,0.38,0.47,0.12,0.79,562626,3075,W,0.813455075197434,-0.3217626744302962,1.06171630656461,2.7737025658565657,-0.0027656578949380923,-0.38761767951461207
18,0.06,0.08,0.35,1.44,-19.0,-5.13,-9.08,2.48,2.49,0.38,0.47,0.12,0.79,562664,3113,W,0.6634410158855771,-0.7421626974253703,1.3188823271774128,2.800665876925974,0.030170417459047107,-0.3749225237673272
19,0.06,0.08,0.35,1.44,-19.0,-5.13,-8.96,2.74,2.49,0.38,0.47,0.12,0.79,562704,3153,W,0.46714137452685967,-1.1713517448533333,1.326079371219857,2.8544631465673205,0.14494827100830746,-0.3516932457271286
20,0.06,0.08,0.35,1.44,-19.0,-5.13,-9.04,2.82,2.49,0.38,0.47,0.12,0.79,562744,3193,W,0.26504411621081053,-1.6348461995736967,1.2765726918154934,2.9317213995592604,0.3458531635612285,-0.3023196540775908
21,0.06,0.08,0.35,1.44,-19.0,-5.13,-9.08,3.01,2.41,0.38,0.47,0.12,0.79,562781,3230,W,0.08722740510083678,-2.1300714174700053,1.225020647772949,3.0195528382862244,0.4367329197317775,-0.24146990099891733
22,0.11,-0.1,0.61,1.44,-19.0,-5.13,-9.08,3.01,2.41,0.38,0.47,0.12,0.79,562820,3269,W,-0.06296416095082095,-2.6465554101561306,1.1403635737095752,3.0833812809790575,0.34612632247638814,-0.22716307629195695
23,0.11,-0.1,0.61,1.44,-19.0,-5.13,-9.31,3.36,2.49,0.38,0.47,0.12,0.79,562860,3309,W,-0.02582913429796714,3.1132015917394487,0.9650773985708541,3.0832107168684124,0.14586054103282411,-0.2864272030490713
24,0.09,-0.6,1.56,1.44,-19.0,-5.13,-9.31,3.36,2.49,0.38,0.47,0.12,0.79,562898,3347,W,0.1571893373523623,2.597967646290611,0.697586775716616,3.00995774062298,-0.10661332666104836,-0.4098204071296863
25,0.09,-0.6,1.56,1.44,-19.0,-5.13,-12.53,4.89,3.1,0.38,0.47,0.12,0.79,562938,3387,W,0.027747626437949983,2.103544193818845,0.36419828290666045,2.879539967817119,-0.38089227621781896,-0.5713976339687404
26,0.09,-0.6,1.56,1.44,-19.0,-5.13,-9.46,5.96,1.99,0.38,0.47,0.12,0.79,562975,3424,W,-0.30198183760932157,1.6384489161409461,-0.01105165776216502,2.7136344710569373,-0.6615591673082605,-0.7378821477792971
27,0.09,-0.6,1.56,1.44,-19.0,-5.13,-12.07,6.38,3.29,0.38,0.47,0.12,0.79,563015,3464,W,-0.7433762924754177,1.198912768624249,-0.4093995088466134,2.5323835754946336,-0.9366083040221503,-0.8548106253120524
28,0.13,0.54,4.04,1.44,-19.0,-5.13,-12.07,6.38,3.29,0.38,0.47,0.12,0.79,563054,3503,W,-1.256297587655653,0.7762531397793333,-0.8154338379249689,2.3560129861823476,-1.1876899567570256,-0.7440749303958784
29,0.13,0.54,4.04,1.44,-19.0,-5.13,-12.76,-1.66,0.11,0.38,0.47,0.12,0.79,563093,3542,W,-1.8042549813943143,0.36666248060932405,-1.2165459499418898,2.2099219202116793,-1.383400708575473,0.06821883062393098
30,0.13,0.54,4.04,1.44,-19.0,-5.13,-6.97,3.47,2.11,0.38,0.47,0.12,0.79,563131,3580,W,-2.3732222072257323,-0.034187097893259306,-1.6017111192036972,2.1337362477365063,-1.4116067617369743,0.4675144624548187
31,0.53,0.45,-0.52,1.44,-19.0,-5.13,-6.97,3.47,2.11,0.38,0.47,0.12,0.79,563171,3620,W,-2.9547976900627884,-0.4310428557564729,-1.9613860251742303,2.1965379384495862,0.5752145507672445,0.38548562343771153
32,-0.84,0.65,-1.28,1.44,-19.0,-5.13,-6.97,3.47,2.11,0.38,0.47,0.12,0.79,563211,3660,W,2.7330763783995433,-0.8345129125733112,-2.288065244031174,2.4636117856805866,0.9796595088075322,0.18667893910872482
33,-0.84,0.65,-1.28,1.44,-19.0,-5.13,-7.36,1.82,3.33,0.38,0.47,0.12,0.79,563250,3699,W,2.109466282004544,-1.260161847957437,-2.5758817352043706,2.791486927168659,0.9703762356654467,-0.04148633252784366
34,-0.84,0.65,-1.28,1.44,-19.0,-5.13,-7.24,2.67,3.1,0.38,0.47,0.12,0.79,563290,3739,W,1.436279617318678,-1.7275310734100302,-2.826217040788143,2.9708748619160152,0.9075428986150262,-0.2682092027374
35,-0.84,0.65,-1.28,1.44,-19.0,-5.13,-7.43,4.09,3.56,0.38,0.47,0.12,0.79,563328,3777,W,0.7020439136635139,-2.274440777368066,-3.0566431893127146,3.0170774326541343,0.7914857079672684,-0.467689887294522
36,1.55,-0.62,-2.67,1.44,-19.0,-5.13,-7.43,4.09,3.56,0.38,0.47,0.12,0.79,563366,3815,W,-0.06421160422654161,-2.968870437359206,2.9873471338658524,2.9860639841247982,0.6095255072750664,-0.611455670413649
37,0.19,0.01,-3.02,1.44,-19.0,-5.13,-7.43,4.09,3.56,0.38,0.47,0.12,0.79,563405,3854,W,-0.8013701989530035,2.4528600980217554,2.7235973311139547,2.898616033644162,0.36851104499941567,-0.6899665650767661
38,0.19,0.01,-3.02,1.44,-19.0,-5.13,-7.85,7.57,1.72,0.38,0.47,0.12,0.79,563444,3893,W,-1.4689424509694546,1.6184475166222247,2.4418235411895206,2.7647233189696094,0.09013794089793237,-0.7143599405112114
39,0.19,0.01,-3.02,1.44,-19.0,-5.13,-8.77,8.91,2.71,0.38,0.47,0.12,0.79,563482,3931,W,-2.062374799931322,0.9518645062657356,2.1616894497548973,2.605256084654804,-0.20988935975934342,-0.7066215582677253
40,-0.18,0.13,-2.19,1.44,-19.0,-5.13,-8.77,8.91,2.71,0.38,0.47,0.12,0.79,563521,3970,W,-2.5880670234592937,0.4121174260172598,1.9034282695836315,2.4574983438030067,-0.5256162478299753,-0.695724506644227
41,-0.75,0.54,-1.18,1.44,-19.0,-5.13,-8.77,8.91,2.71,0.38,0.47,0.12,0.79,563561,4010,W,-3.0555545856836526,-0.054509722766568985,1.6801058039485885,2.386520638396449,-0.8525599876106698,-0.6737905625662365
42,-0.75,0.54,-1.18,1.44,-19.0,-5.13,-8.62,10.86,2.41,0.38,0.47,0.12,0.79,563601,4050,W,2.8073145662676486,-0.4765860633983962,1.5042529676469973,2.546145936198769,-1.186197776111053,-0.5896273607506788
43,-0.75,0.54,-1.18,1.44,-19.0,-5.13,-3.29,9.75,2.64,0.38,0.47,0.12,0.79,563643,4092,W,2.4287660377216875,-0.8668201497524171,1.379652118547736,3.0432695615202485,-1.5217256258171554,-0.38923428249251907
44,-0.75,0.54,-1.18,1.44,-19.0,-5.13,-6.02,1.36,1.49,0.38,0.47,0.12,0.79,563681,4130,W,2.085454092093553,-1.2324630824409455,1.2914882268958625,-2.9536831153087126,-1.8555342851843533,-0.14229650764747867
45,-0.25,0.12,-0.22,1.44,-19.0,-5.13,-6.02,1.36,1.49,0.38,0.47,0.12,0.79,563721,4170,W,1.782013616248809,-1.5702164324918582,1.2159060730178655,-2.9668438451942136,-2.186079212327161,-0.02049774962448927
46,-0.25,0.12,-0.22,1.44,-19.0,-5.13,-8.96,1.52,2.98,0.38,0.47,0.12,0.79,563761,4210,W,1.5416294928493266,-1.8577423401529833,1.1326074615914417,-3.089075441806339,-2.520783721739949,-0.041339671361468634
47,-0.25,0.12,-0.22,1.44,-19.0,-5.13,-9.39,1.67,2.68,0.38,0.47,0.12,0.79,563802,4251,W,1.3663831020721735,-2.06913290596055,1.0361620093207304,3.04727385563723,-2.925010518607239,-0.13273429687984803
48,-0.25,0.12,-0.22,1.44,-19.0,-5.13,-9.12,1.79,2.52,0.38,0.47,0.12,0.79,563841,4290,W,1.2197927720530062,-2.1995307055274194,0.9433713646417432,2.9152731200247244,0.5862498833124367,-0.23766217654974311
49,-0.25,0.12,-0.22,1.44,-19.0,-5.13,-9.2,1.79,2.71,0.38,0.47,0.12,0.79,563879,4328,W,1.0418173115815947,-2.3248432358925633,0.8682254554474252,2.8218583719445895,0.04257537066644129,-0.3247193991723987
50,0.05,0.0,0.13,1.44,-19.0,-5.13,-9.2,1.79,2.71,0.38,0.47,0.12,0.79,563920,4369,W,0.7935553970026791,-2.5916771682322213,0.7953497423892834,2.777040676002147,-0.13540227233080543,-0.3761401123593183
51,0.03,0.01,0.15,1.44,-19.0,-5.13,-9.2,1.79,2.71,0.38,0.47,0.12,0.79,563959,4408,W,0.45627244439962594,3.1395594005042367,0.7335505366061118,2.7676158163500064,-0.18019267805676,-0.3910027276199197
52,0.03,0.01,0.15,1.44,-19.0,-5.13,-9.08,1.94,2.56,0.38,0.47,0.12,0.79,563997,4446,W,0.011479178748329167,2.4013520262611716,0.7570072599319244,2.7696268881437884,-0.16729123390588355,-0.38885142236016557
53,0.03,0.01,0.15,1.44,-19.0,-5.13,-9.12,1.9,2.6,0.38,0.47,0.12,0.79,564035,4484,W,-0.6001988049647377,1.824174869271839,0.9172471837365922,2.7699901785116716,-0.16230648935261346,-0.3911996781834322
54,0.03,0.01,0.15,1.44,-19.0,-5.13,-9.12,1.98,2.68,0.38,0.47,0.12,0.79,564073,4522,W,-1.9379078691048894,1.3865576219212037,1.05480366924624,2.7694244693743606,-0.14693678362837792,-0.39936414658220787
55,0.03,0.01,0.15,1.44,-19.0,-5.13,-9.12,2.05,2.6,0.38,0.47,0.12,0.79,564112,4561,W,2.9436774569530844,0.9587912109822301,1.132716191816836,2.7777787083596945,-0.07369125670480524,-0.41137475582195043
56,-0.02,0.12,0.36,1.44,-19.0,-5.13,-9.12,2.05,2.6,0.38,0.47,0.12,0.79,564152,4601,W,2.4004722377577083,0.4990484533209536,1.266467762803375,2.79504895733087,0.08329653209223697,-0.43010564892805103
57,-0.02,0.12,0.36,1.44,-19.0,-5.13,-8.93,2.25,2.56,0.38,0.47,0.12,0.79,564190,4639,W,2.0306666647273,0.021100697156375536,1.4207784285570328,2.8250763234415563,0.3246514352612545,-0.45310767737770574
58,-0.02,0.12,0.36,1.44,-19.0,-5.13,-9.0,2.21,2.52,0.38,0.47,0.12,0.79,564228,4677,W,1.7091049738981843,-0.45187518420090583,1.4510984933415603,2.886112939013558,0.5476431087089143,-0.4614373404584083
59,-0.04,0.24,0.72,1.44,-19.0,-5.13,-9.0,2.21,2.52,0.38,0.47,0.12,0.79,564267,4716,W,1.3660103449347794,-0.9091349265433692,1.3223111827189262,2.996119279463777,0.5881048987714528,-0.4438623966256365
60,0.17,0.27,0.83,1.44,-19.0,-5.13,-9.0,2.21,2.52,0.38,0.47,0.12,0.79,564305,4754,W,0.9749533226948647,-1.3559756242455225,1.0729900951859952,-3.1410339134807703,0.4590456416572615,-0.43543551760169585
61,0.17,0.27,0.83,1.44,-19.0,-5.13,-9.54,3.2,2.33,0.38,0.47,0.12,0.79,564344,4793,W,0.553117703522555,-1.7999950283447532,0.7508231032219866,-3.0153049879719163,0.22988607578394019,-0.4946031806663232
62,0.17,0.27,0.83,1.44,-19.0,-5.13,-9.81,3.86,2.33,0.38,0.47,0.12,0.79,564381,4830,W,0.1114084034848602,-2.243700731640506,0.38614452738938565,-2.9787634951347894,-0.054579421375503534,-0.6430482874200548
63,0.62,-0.36,2.07,1.44,-19.0,-5.13,-9.81,3.86,2.33,0.38,0.47,0.12,0.79,564421,4870,W,-0.3446219143968858,-2.687530892739103,-0.0036318713349030875,-3.049515859619284,-0.3732052018953411,-0.8696706413358811
64,0.71,-0.8,3.73,1.44,-19.0,-5.13,-9.81,3.86,2.33,0.38,0.47,0.12,0.79,564461,4910,W,-0.810940345567619,-3.131209914673465,-0.40476245884462975,3.0803387833787768,-0.7183802920453394,-1.1641085865447247
65,0.71,-0.8,3.73,1.44,-19.0,-5.13,-14.63,7.61,2.37,0.38,0.47,0.12,0.79,564499,4948,W,-1.2834632442986675,2.709930879512252,-0.8049548584481037,2.8730831914051227,-1.0922807843588294,-1.534356744629905
66,0.71,-0.8,3.73,1.44,-19.0,-5.13,-13.29,5.12,2.68,0.38,0.47,0.12,0.79,564539,4988,W,-1.759062979543707,2.2721240878262896,-1.1934801843705876,2.633195036256311,-1.5239809317754827,-2.0564002638417973
67,0.71,-0.8,3.73,1.44,-19.0,-5.13,-14.37,0.87,0.11,0.38,0.47,0.12,0.79,564578,5027,W,-2.2357372029653857,1.8413695702157151,-1.559032842945993,2.3750896925659193,-2.289785933228188,2.802098655661013
68,-1.37,-0.5,-0.22,1.44,-19.0,-5.13,-14.37,0.87,0.11,0.38,0.47,0.12,0.79,564617,5066,W,-2.713265389834329,1.4218405553980693,-1.8873314652444275,2.1095550602833057,1.7938035558243204,1.2212917782869108
69,0.06,-0.01,-0.53,1.44,-19.0,-5.13,-14.37,0.87,0.11,0.38,0.47,0.12,0.79,564658,5107,W,3.0931529141020855,1.0193838698333617,-2.160743216669838,1.8462772959452454,1.1418801841940753,0.6409918811670979
70,0.06,-0.01,-0.53,1.44,-19.0,-5.13,-5.9,2.86,1.88,0.38,0.47,0.12,0.79,564697,5146,W,2.609448091041402,0.6407242824107019,-2.3654000708960776,1.5972401820133832,0.7708297107408238,0.1948270432072401
71,0.06,-0.01,-0.53,1.44,-19.0,-5.13,-5.4,3.82,2.3,0.38,0.47,0.12,0.79,564737,5186,W,1.9262438334882175,0.2916841154727025,-2.50964312727696,1.3976772238275597,0.4784142011028509,-0.21782607492423875
72,0.06,-0.01,-0.53,1.44,-19.0,-5.13,-5.32,5.89,2.98,0.38,0.47,0.12,0.79,564774,5223,W,-0.9244138471125594,0.01451907302812129,-2.6338647116361185,1.6571359265259922,0.25463433334143043,-0.6280526006489152
73,-0.13,-0.04,-2.5,1.44,-19.0,-5.13,-5.32,5.89,2.98,0.38,0.47,0.12,0.79,564813,5262,W,-1.527559325210103,1.7842704206902051,-2.7801328249338364,-2.693100047021371,0.1330822270347702,-1.073389046316172
74,-0.13,-0.04,-2.5,1.44,-19.0,-5.13,-6.05,5.35,2.11,0.38,0.47,0.12,0.79,564853,5302,W,-2.0260315868781147,1.9587294546067011,-2.978473848397737,-2.7715508161931983,0.1652646957315934,-1.7120766287202713
75,-0.13,-0.04,-2.5,1.44,-19.0,-5.13,-6.25,5.0,0.15,0.38,0.47,0.12,0.79,564893,5342,W,-2.481631208173943,1.569015021475111,3.0510219752528442,-2.940480262745047,0.3369006896094651,2.657627410537653
76,-0.13,-0.04,-2.5,1.44,-19.0,-5.13,-7.74,7.0,0.76,0.38,0.47,0.12,0.79,564932,5381,W,-2.888197497182539,1.127352445098629,2.7599572781010195,-3.1042454765700587,0.4331950501846054,1.581776566002953
