,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direc1ion,Sensor 1ime,1ime,Label
0,0,0.02,0,0,-34.94,42.19,-8.43,1.97,4.51,0.52,-0.06,-0.85,0.05,107167,0,0
1,0,0.03,0,0,-34.94,42.19,-8.43,1.97,4.51,0.52,-0.06,-0.85,0.05,107207,40,0
2,0,0.03,0,0,-34.94,42.19,-8.47,1.93,4.47,0.52,-0.06,-0.85,0.05,107247,80,0
3,0,0.03,0,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107286,119,0
4,-0.01,0,0,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107326,159,0
5,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107367,200,0
6,0,0.02,-0.01,0,-34.94,42.19,-8.43,1.93,4.47,0.52,-0.06,-0.85,0.05,107407,240,0
7,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.93,4.43,0.52,-0.06,-0.85,0.05,107448,281,0
8,0,0.02,-0.01,0,-34.94,42.19,-8.47,1.89,4.43,0.52,-0.06,-0.85,0.05,107487,320,0
9,0,0.03,-0.01,0,-34.94,42.19,-8.47,1.89,4.43,0.52,-0.06,-0.85,0.05,107527,360,0
10,0,0.03,-0.01,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107568,401,0
11,-0.01,0.02,-0.02,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107609,442,0
12,-0.01,0.02,-0.02,0,-34.94,42.19,-8.51,1.89,4.4,0.52,-0.06,-0.85,0.05,107649,482,0
13,-0.01,0.02,-0.02,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107687,520,0
14,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107728,561,0
15,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107768,601,0
16,0,0.01,-0.01,0,-34.94,42.19,-8.54,1.85,4.4,0.52,-0.06,-0.85,0.05,107808,641,0
17,0,0.01,-0.01,0,-34.94,42.19,-8.51,1.85,4.4,0.52,-0.06,-0.85,0.05,107849,682,0
18,0,0.01,-0.01,0,-34.94,42.19,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107888,721,0
19,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107927,760,0
20,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,107967,800,0
21,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108007,840,0
22,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108047,880,0
23,0.01,-0.04,0.02,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108086,919,0
24,0,0.01,0,1.38,-35.38,43.31,-8.51,1.85,4.47,0.52,-0.06,-0.85,0.05,108126,959,0
25,0,0.01,0,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108168,1001,0
26,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108209,1042,0
27,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108249,1082,0
28,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108288,1121,0
29,0,0,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108328,1161,0
30,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.82,4.4,0.52,-0.06,-0.85,0.05,108368,1201,0
31,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.89,4.43,0.52,-0.06,-0.85,0.05,108408,1241,0
32,0,0.01,-0.01,1.38,-35.38,43.31,-8.54,1.85,4.43,0.52,-0.06,-0.85,0.05,108448,1281,0
33,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.52,-0.06,-0.85,0.05,108487,1320,0
34,0,0.01,-0.01,1.38,-35.38,43.31,-8.62,1.82,4.32,0.53,0.02,-0.82,0.21,108527,1360,0
35,0,0.01,-0.01,1.38,-35.38,43.31,-8.66,1.82,4.32,0.53,0.02,-0.82,0.21,108567,1400,0
36,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.66,1.82,4.32,0.53,0.02,-0.82,0.21,108607,1440,0
37,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.7,1.78,4.32,0.53,0.02,-0.82,0.21,108646,1479,0
38,-0.02,0.07,-0.06,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108685,1518,0
39,-0.01,-0.04,-0.07,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108726,1559,0
40,0,-0.03,-0.04,1.38,-35.38,43.31,-8.93,1.74,3.9,0.53,0.02,-0.82,0.21,108767,1600,0
41,0,-0.03,-0.04,1.38,-35.38,43.31,-8.7,1.55,4.13,0.53,0.02,-0.82,0.21,108807,1640,0
42,0,-0.03,-0.04,1.38,-35.38,43.31,-8.58,1.43,4.21,0.53,0.02,-0.82,0.21,108847,1680,0
43,0,-0.03,-0.04,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108886,1719,0
44,0.05,-0.06,-0.01,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108926,1759,0
45,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.81,1.78,4.43,0.53,0.02,-0.82,0.21,108966,1799,0
46,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.66,1.78,4.55,0.53,0.02,-0.82,0.21,109007,1840,0
47,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109046,1879,0
48,0.06,-0.09,0.05,1.38,-35.38,43.31,-8.58,1.82,4.47,0.53,0.02,-0.82,0.21,109084,1917,0
49,-0.01,-0.02,0.05,1.38,-35.38,43.31,-8.58,1.82,4.47,0.53,0.02,-0.82,0.21,109124,1957,0
50,-0.01,-0.02,0.05,1.38,-35.38,43.31,-8.54,1.82,4.55,0.53,0.02,-0.82,0.21,109166,1999,0
51,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.54,1.82,4.55,0.53,0.02,-0.82,0.21,109206,2039,0
52,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109246,2079,0
53,-0.03,0.02,0.03,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109284,2117,0
54,-0.02,-0.03,0.09,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109324,2157,0
55,-0.09,-0.06,0.22,1.38,-35.38,43.31,-8.62,1.82,4.43,0.53,0.02,-0.82,0.21,109364,2197,0
56,-0.09,-0.06,0.22,1.38,-35.38,43.31,-8.77,1.85,4.24,0.53,0.02,-0.82,0.21,109405,2238,0
57,-0.09,-0.06,0.22,1.38,-35.38,43.31,-9,1.82,4.09,0.53,0.02,-0.82,0.21,109446,2279,0
58,-0.09,-0.06,0.22,1.38,-35.38,43.31,-10.92,1.43,5.01,0.53,0.02,-0.82,0.21,109484,2317,0
