,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direc1ion,Sensor 1ime,1ime,Label
207,0.54,2.1,2.32,64.5,-67.31,4.13,3.49,7.49,-0.19,-0.02,-0.29,0.09,0.95,922399,8302,0
208,0.97,1.73,1.55,64.5,-67.31,4.13,3.49,7.49,-0.19,-0.02,-0.29,0.09,0.95,922439,8342,0
209,1.14,1.78,1.02,64.5,-67.31,4.13,3.49,7.49,-0.19,-0.02,-0.29,0.09,0.95,922479,8382,0
210,1.14,1.78,1.02,64.5,-67.31,4.13,3.91,7.68,0.19,-0.02,-0.29,0.09,0.95,922518,8421,0
211,1.14,1.78,1.02,64.5,-67.31,4.13,3.99,7.72,0.69,-0.02,-0.29,0.09,0.95,922557,8460,0
212,1.14,1.78,1.02,64.5,-67.31,4.13,4.56,7.91,0.8,-0.02,-0.29,0.09,0.95,922595,8498,0
213,1.69,1.1,1.06,64.5,-67.31,4.13,4.56,7.91,0.8,-0.02,-0.29,0.09,0.95,922634,8537,0
214,1.69,1.1,1.06,64.5,-67.31,4.13,6.4,8.41,2.22,-0.02,-0.29,0.09,0.95,922672,8575,0
215,1.69,1.1,1.06,64.5,-67.31,4.13,5.98,7.68,2.8,-0.02,-0.29,0.09,0.95,922712,8615,0
216,1.69,1.1,1.06,64.5,-67.31,4.13,6.02,7.07,2.95,-0.02,-0.29,0.09,0.95,922749,8652,0
217,1.68,0.86,1.41,64.5,-67.31,4.13,6.02,7.07,2.95,-0.02,-0.29,0.09,0.95,922789,8692,0
218,1.6,0.86,1.21,64.5,-67.31,4.13,6.02,7.07,2.95,-0.02,-0.29,0.09,0.95,922828,8731,0
219,1.6,0.86,1.21,64.5,-67.31,4.13,6.48,6.42,2.88,-0.02,-0.29,0.09,0.95,922867,8770,0
220,1.6,0.86,1.21,64.5,-67.31,4.13,6.79,6.46,3.18,-0.02,-0.29,0.09,0.95,922907,8810,0
221,1.6,0.86,1.21,64.5,-67.31,4.13,7.39,5.73,2.53,-0.02,-0.29,0.09,0.95,922945,8848,0
222,0.72,0.51,0.65,64.5,-67.31,4.13,7.39,5.73,2.53,-0.02,-0.29,0.09,0.95,922984,8887,0
223,0.72,0.51,0.65,64.5,-67.31,4.13,8.16,5.15,2.15,-0.02,-0.29,0.09,0.95,923023,8926,0
224,0.72,0.51,0.65,64.5,-67.31,4.13,7.47,4.31,2.26,-0.02,-0.29,0.09,0.95,923062,8965,0
225,0.72,0.51,0.65,64.5,-67.31,4.13,6.98,3.32,2.38,-0.02,-0.29,0.09,0.95,923100,9003,0
226,0.88,0.41,0.13,64.5,-67.31,4.13,6.98,3.32,2.38,-0.02,-0.29,0.09,0.95,923139,9042,0
227,0.88,0.41,0.13,64.5,-67.31,4.13,5.67,2.66,1.73,-0.02,-0.29,0.09,0.95,923179,9082,0
228,0.88,0.41,0.13,64.5,-67.31,4.13,5.48,2.78,2.07,-0.02,-0.29,0.09,0.95,923217,9120,0
229,0.88,0.41,0.13,64.5,-67.31,4.13,5.98,3.05,1.77,-0.02,-0.29,0.09,0.95,923256,9159,0
230,0.88,0.41,0.13,64.5,-67.31,4.13,6.44,3.96,2.38,-0.02,-0.29,0.09,0.95,923293,9196,0
231,0.87,0.09,-0.5,64.5,-67.31,4.13,6.44,3.96,2.38,-0.02,-0.29,0.09,0.95,923332,9235,0
232,0.87,0.09,-0.5,64.5,-67.31,4.13,6.9,5.61,1.92,-0.02,-0.29,0.09,0.95,923372,9275,0
233,0.47,0.25,-0.19,64.5,-67.31,4.13,6.9,5.61,1.92,-0.02,-0.29,0.09,0.95,923411,9314,0
234,0.47,0.25,-0.19,64.5,-67.31,4.13,7.97,7.95,1.5,-0.02,-0.29,0.09,0.95,923449,9352,0
235,0.26,0.31,-0.14,64.5,-67.31,4.13,7.97,7.95,1.5,-0.02,-0.29,0.09,0.95,923489,9392,0
236,0.26,0.31,-0.14,64.5,-67.31,4.13,8.05,8.33,1.73,-0.02,-0.29,0.09,0.95,923530,9433,0
237,0.03,0.12,-0.06,64.5,-67.31,4.13,8.05,8.33,1.73,-0.02,-0.29,0.09,0.95,923570,9473,0
238,0.03,0.12,-0.06,64.5,-67.31,4.13,8.43,7.91,2.26,-0.02,-0.29,0.09,0.95,923610,9513,0
239,0.03,0.12,-0.06,64.5,-67.31,4.13,8.55,7.76,2.45,-0.02,-0.29,0.09,0.95,923648,9551,0
240,-0.52,0.22,-0.01,64.5,-67.31,4.13,8.55,7.76,2.45,-0.02,-0.29,0.09,0.95,923688,9591,0
241,-0.26,0,0.08,64.5,-67.31,4.13,8.55,7.76,2.45,-0.02,-0.29,0.09,0.95,923728,9631,0
242,-0.26,0,0.08,64.5,-67.31,4.13,8.78,7.41,2.95,-0.02,-0.29,0.09,0.95,923768,9671,0
243,-0.26,0,0.08,64.5,-67.31,4.13,8.51,7.34,3.18,-0.02,-0.29,0.09,0.95,923810,9713,0
244,-0.26,0,0.08,64.5,-67.31,4.13,7.97,6.91,3.22,-0.02,-0.29,0.09,0.95,923848,9751,0
245,-0.42,0.18,0.26,64.5,-67.31,4.13,7.97,6.91,3.22,-0.02,-0.29,0.09,0.95,923889,9792,0
246,-0.38,0.46,0.35,64.5,-67.31,4.13,7.97,6.91,3.22,-0.02,-0.29,0.09,0.95,923929,9832,0
247,-0.38,0.46,0.35,64.5,-67.31,4.13,7.17,6.07,2.88,-0.02,-0.29,0.09,0.95,923970,9873,0
248,-0.38,0.46,0.35,64.5,-67.31,4.13,6.48,5.46,3.03,-0.02,-0.29,0.09,0.95,924010,9913,0
249,-0.38,0.46,0.35,64.5,-67.31,4.13,6.48,5.19,3.11,-0.02,-0.29,0.09,0.95,924048,9951,0
250,-0.33,0.59,0.37,64.5,-67.31,4.13,6.48,5.19,3.11,-0.02,-0.29,0.09,0.95,924088,9991,0
251,-0.33,0.59,0.37,64.5,-67.31,4.13,7.17,4.66,3.41,-0.02,-0.29,0.09,0.95,924129,10032,0
252,-0.27,0.43,0.38,64.5,-67.31,4.13,7.17,4.66,3.41,-0.02,-0.29,0.09,0.95,924167,10070,0
253,-0.27,0.43,0.38,64.5,-67.31,4.13,9,5.42,4.91,-0.02,-0.29,0.09,0.95,924207,10110,0
254,-0.27,0.43,0.38,64.5,-67.31,4.13,9,5.54,4.6,-0.02,-0.29,0.09,0.95,924244,10147,0
255,-0.21,-0.21,0.07,64.5,-67.31,4.13,9,5.54,4.6,-0.02,-0.29,0.09,0.95,924283,10186,0
256,0.08,-0.11,-0.17,64.5,-67.31,4.13,9,5.54,4.6,-0.02,-0.29,0.09,0.95,924323,10226,0
257,0.08,-0.11,-0.17,64.5,-67.31,4.13,8.13,4.5,4.83,-0.02,-0.29,0.09,0.95,924362,10265,0
258,0.08,-0.11,-0.17,64.5,-67.31,4.13,8.01,4.58,5.1,-0.02,-0.29,0.09,0.95,924401,10304,0
259,0.21,-0.27,-0.21,64.5,-67.31,4.13,8.01,4.58,5.1,-0.02,-0.29,0.09,0.95,924441,10344,0
260,0.29,-0.28,-0.2,64.5,-67.31,4.13,8.01,4.58,5.1,-0.02,-0.29,0.09,0.95,924481,10384,0
261,0.29,-0.28,-0.2,64.5,-67.31,4.13,9.2,6.42,4.52,-0.02,-0.29,0.09,0.95,924521,10424,0
262,0.29,-0.28,-0.2,64.5,-67.31,4.13,9.7,6.8,4.87,-0.02,-0.29,0.09,0.95,924562,10465,0
263,0.29,-0.28,-0.2,64.5,-67.31,4.13,9.96,6.42,4.87,-0.02,-0.29,0.09,0.95,924601,10504,0
264,-0.07,-0.05,0.28,64.5,-67.31,4.13,9.96,6.42,4.87,-0.02,-0.29,0.09,0.95,924641,10544,0
265,-0.05,0.09,0.36,64.5,-67.31,4.13,9.96,6.42,4.87,-0.02,-0.29,0.09,0.95,924681,10584,0
266,-0.05,0.09,0.36,64.5,-67.31,4.13,9.62,6,4.64,-0.02,-0.29,0.09,0.95,924722,10625,0
267,-0.05,0.09,0.36,64.5,-67.31,4.13,9.27,5.61,4.37,-0.02,-0.29,0.09,0.95,924761,10664,0
268,-0.05,0.09,0.36,64.5,-67.31,4.13,9.16,5.27,4.25,-0.02,-0.29,0.09,0.95,924798,10701,0
269,0.06,0.13,0.29,64.5,-67.31,4.13,9.16,5.27,4.25,-0.02,-0.29,0.09,0.95,924838,10741,0
270,0.06,0.13,0.29,64.5,-67.31,4.13,8.97,4.92,4.18,-0.02,-0.29,0.09,0.95,924879,10782,0
271,0.13,0.28,0.28,64.5,-67.31,4.13,8.97,4.92,4.18,-0.02,-0.29,0.09,0.95,924918,10821,0
272,0.13,0.28,0.28,64.5,-67.31,4.13,8.05,3.73,3.72,-0.02,-0.29,0.09,0.95,924958,10861,0
273,0.13,0.28,0.28,64.5,-67.31,4.13,7.74,3.54,3.83,-0.02,-0.29,0.09,0.95,924996,10899,0
274,0.17,0.66,0.5,64.5,-67.31,4.13,7.74,3.54,3.83,-0.02,-0.29,0.09,0.95,925035,10938,0
275,0.18,0.57,0.76,64.5,-67.31,4.13,7.74,3.54,3.83,-0.02,-0.29,0.09,0.95,925073,10976,0
276,0.18,0.57,0.76,64.5,-67.31,4.13,5.18,1.63,2.99,-0.02,-0.29,0.09,0.95,925112,11015,0
277,0.18,0.57,0.76,64.5,-67.31,4.13,5.21,0.94,2.72,-0.02,-0.29,0.09,0.95,925150,11053,0
278,0.42,0.24,0.8,64.5,-67.31,4.13,5.21,0.94,2.72,-0.02,-0.29,0.09,0.95,925190,11093,0
279,0.57,0.39,0.54,64.5,-67.31,4.13,5.21,0.94,2.72,-0.02,-0.29,0.09,0.95,925230,11133,0
280,0.57,0.39,0.54,64.5,-67.31,4.13,6.79,1.75,4.6,-0.02,-0.29,0.09,0.95,925268,11171,0
281,0.57,0.39,0.54,64.5,-67.31,4.13,7.01,1.86,4.56,-0.02,-0.29,0.09,0.95,925308,11211,0
282,0.57,0.39,0.54,64.5,-67.31,4.13,7.47,1.75,4.02,-0.02,-0.29,0.09,0.95,925345,11248,0
283,1.13,0.14,0.68,64.5,-67.31,4.13,7.47,1.75,4.02,-0.02,-0.29,0.09,0.95,925385,11288,0
284,1.45,0.4,0.65,64.5,-67.31,4.13,7.47,1.75,4.02,-0.02,-0.29,0.09,0.95,925423,11326,0
285,1.45,0.4,0.65,64.5,-67.31,4.13,9.39,2.39,4.29,-0.02,-0.29,0.09,0.95,925462,11365,0
286,1.45,0.4,0.65,64.5,-67.31,4.13,10.08,2.78,4.21,-0.02,-0.29,0.09,0.95,925500,11403,0
287,1.71,0.89,0.77,64.5,-67.31,4.13,10.08,2.78,4.21,-0.02,-0.29,0.09,0.95,925540,11443,0
288,1.34,0.67,0.9,64.5,-67.31,4.13,10.08,2.78,4.21,-0.02,-0.29,0.09,0.95,925580,11483,0
289,1.34,0.67,0.9,64.5,-67.31,4.13,9.81,2.82,3.37,-0.02,-0.29,0.09,0.95,925620,11523,0
290,1.34,0.67,0.9,64.5,-67.31,4.13,9.5,2.78,3.68,-0.02,-0.29,0.09,0.95,925660,11563,0
291,1.34,0.67,0.9,64.5,-67.31,4.13,9.54,2.66,3.79,-0.02,-0.29,0.09,0.95,925698,11601,0
292,1.21,0.56,0.99,64.5,-67.31,4.13,9.54,2.66,3.79,-0.02,-0.29,0.09,0.95,925736,11639,0
293,1.21,0.56,0.99,64.5,-67.31,4.13,8.16,2.63,3.91,-0.02,-0.29,0.09,0.95,925775,11678,0
294,1.21,0.56,0.99,64.5,-67.31,4.13,7.36,3.09,3.68,-0.02,-0.29,0.09,0.95,925815,11718,0
295,1.21,0.56,0.99,64.5,-67.31,4.13,5.6,3.62,2.68,-0.02,-0.29,0.09,0.95,925854,11757,0
296,1.21,0.56,0.99,64.5,-67.31,4.13,4.83,4.58,2.84,-0.02,-0.29,0.09,0.95,925891,11794,0
297,1.07,-0.28,-1.3,64.5,-67.31,4.13,4.83,4.58,2.84,-0.02,-0.29,0.09,0.95,925930,11833,0
298,1.07,-0.28,-1.3,64.5,-67.31,4.13,3.72,6.57,2.49,-0.02,-0.29,0.09,0.95,925971,11874,0
299,1.07,-0.28,-1.3,64.5,-67.31,4.13,4.22,9.45,2.41,-0.02,-0.29,0.09,0.95,926010,11913,0
300,1.07,-0.28,-1.3,64.5,-67.31,4.13,3.45,10.4,2.18,-0.02,-0.29,0.09,0.95,926049,11952,0
301,0.57,-1.2,-2.68,64.5,-67.31,4.13,3.45,10.4,2.18,-0.02,-0.29,0.09,0.95,926090,11993,0
302,0.57,-1.2,-2.68,64.5,-67.31,4.13,4.64,13.89,1.57,-0.02,-0.29,0.09,0.95,926131,12034,0
303,0.38,-1.02,-3.18,64.5,-67.31,4.13,4.64,13.89,1.57,-0.02,-0.29,0.09,0.95,926172,12075,0
304,0.38,-1.02,-3.18,64.5,-67.31,4.13,3.91,12.74,1.57,-0.02,-0.29,0.09,0.95,926212,12115,0
305,0.38,-1.02,-3.18,64.5,-67.31,4.13,3.49,12.7,1.46,-0.02,-0.29,0.09,0.95,926251,12154,0
306,-0.03,-1.78,-2.53,64.5,-67.31,4.13,3.49,12.7,1.46,-0.02,-0.29,0.09,0.95,926291,12194,0
307,-0.11,-1.18,-2.48,64.5,-67.31,4.13,3.49,12.7,1.46,-0.02,-0.29,0.09,0.95,926332,12235,0
308,-0.11,-1.18,-2.48,64.5,-67.31,4.13,3.99,10.82,1.19,-0.02,-0.29,0.09,0.95,926373,12276,0
309,-0.11,-1.18,-2.48,64.5,-67.31,4.13,3.95,9.9,1.11,-0.02,-0.29,0.09,0.95,926414,12317,0
310,-0.11,-1.18,-2.48,64.5,-67.31,4.13,3.57,8.83,0.69,-0.02,-0.29,0.09,0.95,926454,12357,0
311,-0.11,-1.18,-2.48,64.5,-67.31,4.13,4.02,8.26,1.27,-0.02,-0.29,0.09,0.95,926493,12396,1
312,-0.11,-1.18,-2.48,64.5,-67.31,4.13,3.87,7.53,1.65,-0.02,-0.29,0.09,0.95,926535,12438,1
313,0.13,-0.43,-0.38,64.5,-67.31,4.13,3.87,7.53,1.65,-0.02,-0.29,0.09,0.95,926576,12479,1
314,0.13,-0.43,-0.38,64.5,-67.31,4.13,4.41,7.22,1.69,-0.02,-0.29,0.09,0.95,926616,12519,1
315,0.13,-0.43,-0.38,64.5,-67.31,4.13,4.29,7.11,1.8,-0.02,-0.29,0.09,0.95,926658,12561,1
316,0.13,-0.43,-0.38,64.5,-67.31,4.13,4.02,9.14,1.42,-0.02,-0.29,0.09,0.95,926696,12599,1
317,0.38,0.59,1.49,64.5,-67.31,4.13,4.02,9.14,1.42,-0.02,-0.29,0.09,0.95,926737,12640,1
318,0.38,0.59,1.49,64.5,-67.31,4.13,3.68,10.21,1.07,-0.02,-0.29,0.09,0.95,926776,12679,1
319,0.38,0.59,1.49,64.5,-67.31,4.13,4.18,10.63,1.15,-0.02,-0.29,0.09,0.95,926816,12719,1
320,0.38,0.59,1.49,64.5,-67.31,4.13,4.48,13.12,-0.11,-0.02,-0.29,0.09,0.95,926856,12759,1
321,0.38,0.59,1.49,64.5,-67.31,4.13,4.37,11.93,0.42,-0.02,-0.29,0.09,0.95,926894,12797,1
322,0.02,0.95,2.67,64.5,-67.31,4.13,4.37,11.93,0.42,-0.02,-0.29,0.09,0.95,926932,12835,1
323,0.02,0.95,2.67,64.5,-67.31,4.13,6.29,13.24,-0.3,-0.02,-0.29,0.09,0.95,926973,12876,1
324,0.02,0.95,2.67,64.5,-67.31,4.13,5.02,14.27,0.27,-0.02,-0.29,0.09,0.95,927012,12915,1
325,0.02,0.95,2.67,64.5,-67.31,4.13,5.98,13.77,-0.15,-0.02,-0.29,0.09,0.95,927052,12955,1
326,0.02,0.95,2.67,20.63,-96.38,17.25,5.98,13.77,-0.15,-0.02,-0.29,0.09,0.95,927090,12993,1
327,0.02,0.95,2.67,20.63,-96.38,17.25,5.79,12.55,0.39,-0.02,-0.29,0.09,0.95,927131,13034,1
328,-0.64,0.53,3.01,20.63,-96.38,17.25,5.79,12.55,0.39,-0.02,-0.29,0.09,0.95,927171,13074,1
329,-0.64,0.53,3.01,20.63,-96.38,17.25,5.75,8.29,1.11,-0.02,-0.29,0.09,0.95,927211,13114,1
330,-0.64,0.53,3.01,20.63,-96.38,17.25,6.13,6.72,1.04,-0.02,-0.29,0.09,0.95,927250,13153,1
331,-0.74,0.54,2.12,20.63,-96.38,17.25,6.13,6.72,1.04,-0.02,-0.29,0.09,0.95,927290,13193,1
332,-0.63,0.67,1.58,20.63,-96.38,17.25,6.13,6.72,1.04,-0.02,-0.29,0.09,0.95,927330,13233,1
333,-0.63,0.67,1.58,20.63,-96.38,17.25,4.41,3.47,2.18,-0.02,-0.29,0.09,0.95,927369,13272,1
334,-0.63,0.67,1.58,20.63,-96.38,17.25,3.49,4,1.73,-0.02,-0.29,0.09,0.95,927410,13313,1
335,-0.63,0.67,1.58,20.63,-96.38,17.25,3.3,5.08,1.61,-0.02,-0.29,0.09,0.95,927449,13352,1
336,0.11,-0.45,-1.42,20.63,-96.38,17.25,3.3,5.08,1.61,-0.02,-0.29,0.09,0.95,927489,13392,1
337,0.11,-0.45,-1.42,20.63,-96.38,17.25,3.49,6.34,1.23,-0.02,-0.29,0.09,0.95,927529,13432,1
338,0.11,-0.45,-1.42,20.63,-96.38,17.25,3.76,8.26,1.27,-0.02,-0.29,0.09,0.95,927570,13473,1
339,0.11,-0.45,-1.42,20.63,-96.38,17.25,3.91,9.33,1.27,-0.02,-0.29,0.09,0.95,927610,13513,1
340,0.11,-0.45,-1.42,20.63,-96.38,17.25,4.91,10.17,1.3,-0.02,-0.29,0.09,0.95,927649,13552,1
341,0.35,-1.12,-3.38,20.63,-96.38,17.25,4.91,10.17,1.3,-0.02,-0.29,0.09,0.95,927691,13594,1
342,0.19,-1.37,-3.48,20.63,-96.38,17.25,4.91,10.17,1.3,-0.02,-0.29,0.09,0.95,927732,13635,1
343,0.19,-1.37,-3.48,20.63,-96.38,17.25,6.44,13.85,0.77,-0.02,-0.29,0.09,0.95,927772,13675,1
344,0.19,-1.37,-3.48,20.63,-96.38,17.25,7.39,13.58,1.54,-0.02,-0.29,0.09,0.95,927813,13716,1
345,0.19,-1.37,-3.48,20.63,-96.38,17.25,7.01,13.31,1.07,-0.02,-0.29,0.09,0.95,927855,13758,1
346,0.19,-1.37,-3.48,20.63,-96.38,17.25,6.9,12.74,0.42,-0.02,-0.29,0.09,0.95,927895,13798,1
347,-0.27,-0.55,-2.6,20.63,-96.38,17.25,6.9,12.74,0.42,-0.02,-0.29,0.09,0.95,927936,13839,1
348,-0.27,-0.55,-2.6,20.63,-96.38,17.25,6.13,11.47,0.46,-0.02,-0.29,0.09,0.95,927979,13882,1
349,-0.27,-0.55,-2.6,20.63,-96.38,17.25,5.02,10.09,1.11,-0.02,-0.29,0.09,0.95,928021,13924,1
350,-0.27,-0.55,-2.6,20.63,-96.38,17.25,4.45,10.06,1.34,-0.02,-0.29,0.09,0.95,928062,13965,1
351,-0.27,-0.55,-2.6,20.63,-96.38,17.25,4.18,10.82,1.65,-0.02,-0.29,0.09,0.95,928103,14006,1
352,-0.27,-0.55,-2.6,58.25,-108.06,22.44,4.18,10.82,1.65,-0.02,-0.29,0.09,0.95,928144,14047,1
353,-0.08,0.81,-0.33,58.25,-108.06,22.44,4.18,10.82,1.65,-0.02,-0.29,0.09,0.95,928187,14090,1
354,-0.08,0.81,-0.33,58.25,-108.06,22.44,-0.07,8.68,1.77,-0.02,-0.29,0.09,0.95,928230,14133,1
355,-0.08,0.81,-0.33,58.25,-108.06,22.44,-2.3,8.71,0.73,-0.02,-0.29,0.09,0.95,928271,14174,1
356,-0.08,0.81,-0.33,58.25,-108.06,22.44,-2.41,8.18,0.54,-0.02,-0.29,0.09,0.95,928312,14215,1
357,-0.08,0.81,-0.33,58.25,-108.06,22.44,-1.64,7.61,0.04,-0.02,-0.29,0.09,0.95,928354,14257,1
358,-0.08,0.81,-0.33,51.88,-107.31,23.69,-1.64,7.61,0.04,-0.02,-0.29,0.09,0.95,928394,14297,1
359,-0.19,0.5,0.43,51.88,-107.31,23.69,-1.64,7.61,0.04,-0.02,-0.29,0.09,0.95,928436,14339,1
360,-0.19,0.5,0.43,51.88,-107.31,23.69,-0.34,9.64,-0.46,-0.02,-0.29,0.09,0.95,928479,14382,1
361,-0.19,0.5,0.43,51.88,-107.31,23.69,0.31,9.48,0.27,-0.02,-0.29,0.09,0.95,928521,14424,1
362,-0.19,0.5,0.43,51.88,-107.31,23.69,-0.76,9.83,0.08,-0.02,-0.29,0.09,0.95,928561,14464,1
363,-0.19,0.5,0.43,51.88,-107.31,23.69,0.23,9.37,0.69,-0.02,-0.29,0.09,0.95,928601,14504,1
364,-0.11,-1.03,1.76,51.88,-107.31,23.69,0.23,9.37,0.69,-0.02,-0.29,0.09,0.95,928641,14544,1
365,0.18,0.34,1.84,51.88,-107.31,23.69,0.23,9.37,0.69,-0.02,-0.29,0.09,0.95,928681,14584,1
366,0.18,0.34,1.84,51.88,-107.31,23.69,1.73,8.33,2.45,-0.02,-0.29,0.09,0.95,928721,14624,1
367,-0.13,-0.46,2.57,51.88,-107.31,23.69,1.73,8.33,2.45,-0.02,-0.29,0.09,0.95,928760,14663,1
368,-0.13,-0.46,2.57,51.88,-107.31,23.69,3.99,11.82,1.92,-0.02,-0.29,0.09,0.95,928800,14703,1
369,-0.13,-0.46,2.57,51.88,-107.31,23.69,3.99,11.82,1.92,0.2,-0.63,-0.58,0.48,928841,14744,1
370,-0.13,-0.46,2.57,51.88,-107.31,23.69,5.18,10.63,2.41,0.2,-0.63,-0.58,0.48,928884,14787,1
371,-0.17,0.44,2.67,51.88,-107.31,23.69,5.18,10.63,2.41,0.2,-0.63,-0.58,0.48,928926,14829,1
372,-0.17,0.44,2.67,51.88,-107.31,23.69,6.32,8.79,2.57,0.2,-0.63,-0.58,0.48,928966,14869,1
373,-0.17,0.44,2.67,51.88,-107.31,23.69,7.51,8.22,2.61,0.2,-0.63,-0.58,0.48,929008,14911,1
374,-0.17,0.44,2.67,51.88,-107.31,23.69,7.86,7.99,2.72,0.2,-0.63,-0.58,0.48,929047,14950,1
375,-0.06,0.2,2.49,51.88,-107.31,23.69,7.86,7.99,2.72,0.2,-0.63,-0.58,0.48,929088,14991,1
376,-0.06,0.2,2.49,51.88,-107.31,23.69,8.47,6.3,2.53,0.2,-0.63,-0.58,0.48,929129,15032,1
377,-0.04,0.05,1.54,51.88,-107.31,23.69,8.47,6.3,2.53,0.2,-0.63,-0.58,0.48,929170,15073,1
378,-0.04,0.05,1.54,51.88,-107.31,23.69,7.89,4.96,1.69,0.2,-0.63,-0.58,0.48,929210,15113,1
379,-0.04,0.05,1.54,51.88,-107.31,23.69,6.9,2.89,1.38,0.2,-0.63,-0.58,0.48,929249,15152,1
380,0.25,1.07,0.75,51.88,-107.31,23.69,6.9,2.89,1.38,0.2,-0.63,-0.58,0.48,929291,15194,1
381,0.36,0.17,0.1,51.88,-107.31,23.69,6.9,2.89,1.38,0.2,-0.63,-0.58,0.48,929330,15233,1
382,0.36,0.17,0.1,51.88,-107.31,23.69,4.33,3.43,1.34,0.2,-0.63,-0.58,0.48,929370,15273,1
383,0.36,0.17,0.1,51.88,-107.31,23.69,4.06,3.47,1.5,0.2,-0.63,-0.58,0.48,929411,15314,1
384,0.36,0.17,0.1,51.88,-107.31,23.69,4.45,4.73,1.23,0.2,-0.63,-0.58,0.48,929449,15352,1
385,0.36,0.17,0.1,21.81,-39.5,14.56,4.45,4.73,1.23,0.2,-0.63,-0.58,0.48,929488,15391,1
386,0.21,-0.5,-2.12,21.81,-39.5,14.56,4.45,4.73,1.23,0.2,-0.63,-0.58,0.48,929528,15431,1
387,0.21,-0.5,-2.12,21.81,-39.5,14.56,5.75,6.42,1.92,0.2,-0.63,-0.58,0.48,929569,15472,1
388,0.21,-0.5,-2.12,21.81,-39.5,14.56,6.59,9.45,1.3,0.2,-0.63,-0.58,0.48,929609,15512,1
389,0.21,-0.5,-2.12,21.81,-39.5,14.56,6.9,10.25,1.07,0.2,-0.63,-0.58,0.48,929648,15551,1
390,-0.33,-0.75,-2.75,21.81,-39.5,14.56,6.9,10.25,1.07,0.2,-0.63,-0.58,0.48,929690,15593,1
391,-0.33,-0.97,-3.08,21.81,-39.5,14.56,6.9,10.25,1.07,0.2,-0.63,-0.58,0.48,929731,15634,0
392,-0.39,-1.69,-3.03,21.81,-39.5,14.56,6.9,10.25,1.07,0.2,-0.63,-0.58,0.48,929772,15675,0
393,-0.39,-1.69,-3.03,21.81,-39.5,14.56,6.67,11.09,1.42,0.2,-0.63,-0.58,0.48,929815,15718,0
394,-0.39,-1.69,-3.03,21.81,-39.5,14.56,4.98,11.66,0.46,0.2,-0.63,-0.58,0.48,929857,15760,0
395,-0.39,-1.69,-3.03,21.81,-39.5,14.56,4.87,11.51,0.61,0.2,-0.63,-0.58,0.48,929897,15800,0
396,-0.31,-0.46,-1.93,21.81,-39.5,14.56,4.87,11.51,0.61,0.2,-0.63,-0.58,0.48,929939,15842,0
397,-0.31,-0.46,-1.93,21.81,-39.5,14.56,4.25,10.02,0.54,0.2,-0.63,-0.58,0.48,929982,15885,0
398,-0.11,-0.13,-1.91,21.81,-39.5,14.56,4.25,10.02,0.54,0.2,-0.63,-0.58,0.48,930024,15927,0
399,-0.11,-0.13,-1.91,21.81,-39.5,14.56,3.91,8.52,1.42,0.2,-0.63,-0.58,0.48,930067,15970,0
400,-0.11,-0.13,-1.91,21.81,-39.5,14.56,3.45,8.07,1.38,0.2,-0.63,-0.58,0.48,930108,16011,0
401,-0.11,-0.13,-1.91,21.81,-39.5,14.56,3.18,7.49,1.5,0.2,-0.63,-0.58,0.48,930148,16051,0
402,0.11,-0.43,-0.29,21.81,-39.5,14.56,3.18,7.49,1.5,0.2,-0.63,-0.58,0.48,930189,16092,0
403,0.11,-0.43,-0.29,21.81,-39.5,14.56,3.14,7.26,1.61,0.2,-0.63,-0.58,0.48,930230,16133,0
404,0.36,-0.11,0.5,21.81,-39.5,14.56,3.14,7.26,1.61,0.2,-0.63,-0.58,0.48,930270,16173,0
405,0.36,-0.11,0.5,21.81,-39.5,14.56,3.68,10.52,1.46,0.2,-0.63,-0.58,0.48,930310,16213,0
406,0.36,-0.11,0.5,21.81,-39.5,14.56,2.84,12.39,1.15,0.2,-0.63,-0.58,0.48,930349,16252,0
407,0.32,0.02,1.81,21.81,-39.5,14.56,2.84,12.39,1.15,0.2,-0.63,-0.58,0.48,930390,16293,0
408,0.17,0.29,2.17,21.81,-39.5,14.56,2.84,12.39,1.15,0.2,-0.63,-0.58,0.48,930429,16332,0
409,0.17,0.29,2.17,21.81,-39.5,14.56,1.73,11.17,1.69,0.2,-0.63,-0.58,0.48,930469,16372,0
410,0.17,0.29,2.17,21.81,-39.5,14.56,1.69,11.28,2.11,0.2,-0.63,-0.58,0.48,930510,16413,0
411,0.17,0.29,2.17,21.81,-39.5,14.56,3.11,9.83,1.27,0.2,-0.63,-0.58,0.48,930549,16452,0
412,0.17,0.29,2.17,32.94,-58.81,23.13,3.11,9.83,1.27,0.2,-0.63,-0.58,0.48,930588,16491,0
413,0.17,0.29,2.17,32.94,-58.81,23.13,3.53,10.79,0.69,0.2,-0.63,-0.58,0.48,930629,16532,0
414,-0.28,0.37,2.13,32.94,-58.81,23.13,3.53,10.79,0.69,0.2,-0.63,-0.58,0.48,930669,16572,0
415,-0.28,0.37,2.13,32.94,-58.81,23.13,5.02,9.48,1.46,0.2,-0.63,-0.58,0.48,930709,16612,0
416,-0.28,0.37,2.13,32.94,-58.81,23.13,4.83,9.21,1.3,0.2,-0.63,-0.58,0.48,930748,16651,0
